"","gameid","time","roundNum","trialType","condition","nameClickedObj","targetStatusClickedObj","spLocsClickedObj","lisLocsClickedObj","basiclevelClickedObj","superdomainClickedObj","alt1Name","alt1TargetStatus","alt1SpLocs","alt1LisLocs","alt1Basiclevel","alt1superdomain","alt2Name","alt2TargetStatus","alt2SpLocs","alt2LisLocs","alt2Basiclevel","alt2superdomain","alt3Name","alt3TargetStatus","alt3SpLocs","alt3LisLocs","alt3Basiclevel","alt3superdomain","alt4Name","alt4TargetStatus","alt4SpLocs","alt4LisLocs","alt4Basiclevel","alt4superdomain","numMessages","numSMessages","numLMessages","speakerMessages","listenerMessages","messageTimeStamps","refExp","sizeMentioned","colorMentioned","typeMentioned","clickedType","clickedSize","clickedColor","column1","column2","column3","column4","column5"
"1794","4842-f",1449259859735,17,"subSuperTrial","distr22","rose","target",2,2,"flower","plant","blackStimulus",NA,1,1,NA,NA,"rosemary","distrClass2",3,4,NA,"plant","ivy","distrClass2",4,3,NA,"plant","blackStimulus",NA,5,5,NA,NA,1,1,0,"beautiful","","1449259857296","beautiful","False","False","False","rose",NA,NA,"","","","",""
"1796","4842-f",1449259891469,19,"subSuperTrial","distr22","hawaiiShirt","target",4,2,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"dress","distrClass2",3,4,NA,"clothing","gloves","distrClass2",2,3,NA,"clothing","blackStimulus",NA,5,5,NA,NA,1,1,0,"cheesy taste in vaca clothes","","1449259886144","cheesy taste in vaca clothes","False","False","False","hawaiiShirt",NA,NA,"","","","",""
"1797","4842-f",1449259900784,20,"subSuperTrial","distr23","jellyBeans","target",3,2,"candy","snack","lobster","distrClass3",2,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"popcorn","distrClass2",4,4,NA,"snack","blackStimulus",NA,1,1,NA,NA,1,1,0,"most sweet","","1449259897870","most sweet","False","False","False","jellyBeans",NA,NA,"","","","",""
"1799","4842-f",1449259930516,22,"subSuperTrial","distr33","tulip","target",4,2,"flower","plant","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"lamp","distrClass3",2,4,NA,"furniture","bathrobe","distrClass3",3,3,NA,"clothing",1,1,0,"valentines gift","","1449259927581","valentines gift","False","False","False","tulip",NA,NA,"","","","",""
"1800","4842-f",1449259941059,23,"subSuperTrial","distr12","germanShepherd","target",3,3,"dog","animal","blackStimulus",NA,5,5,NA,NA,"sheep","distrClass2",4,4,NA,"animal","greyhound","distrClass1",2,2,"dog","animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"police helper","","1449259937889","police helper","False","False","False","germanShepherd",NA,NA,"","","","",""
"1804","4842-f",1449259999146,27,"subSuperTrial","distr33","convertible","target",4,3,"car","vehicle","blackStimulus",NA,5,5,NA,NA,"elephant","distrClass3",3,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"rhino","distrClass3",2,2,NA,"animal",1,1,0,"cruiser","","1449259995665","cruiser","False","False","False","convertible",NA,NA,"","","","",""
"1806","4842-f",1449260027354,29,"subSuperTrial","distr23","sunflower","target",3,2,"flower","plant","pottedPlant","distrClass2",2,4,NA,"plant","socks","distrClass3",4,3,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"sunniest plant","","1449260025025","sunniest plant","False","False","False","sunflower",NA,NA,"","","","",""
"1810","4842-f",1449260072244,33,"subSuperTrial","distr22","picnicTable","target",4,3,"table","furniture","bookcase","distrClass2",3,4,NA,"furniture","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"lamp","distrClass2",2,2,NA,"furniture",1,1,0,"something at a park","","1449260069265","something at a park","False","False","False","picnicTable",NA,NA,"","","","",""
"1811","4842-f",1449260080333,34,"subSuperTrial","distr23","eagle","target",3,3,"bird","animal","blackStimulus",NA,5,5,NA,NA,"lamp","distrClass3",4,2,NA,"furniture","cow","distrClass2",2,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"american symbol","","1449260078879","american symbol","False","False","False","eagle",NA,NA,"","","","",""
"1813","4842-f",1449260097057,36,"subSuperTrial","distr22","dressShirt","target",4,2,"shirt","clothing","blackStimulus",NA,5,5,NA,NA,"dress","distrClass2",3,3,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"socks","distrClass2",2,4,NA,"clothing",1,1,0,"formal wear for guy","","1449260095455","formal wear for guy","False","False","False","dressShirt",NA,NA,"","","","",""
"1815","4842-f",1449260128835,38,"subSuperTrial","distr12","mnMs","target",3,2,"candy","snack","chips","distrClass2",4,3,NA,"snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"candyCorn","distrClass1",2,4,"candy","snack",1,1,0,"commercials everywhere with animated characters","","1449260121935","commercials everywhere with animated characters","False","False","False","mnMs",NA,NA,"","","","",""
"1817","4842-f",1449260152784,40,"subSuperTrial","distr33","minivan","target",3,3,"car","vehicle","socks","distrClass3",4,2,NA,"clothing","rhino","distrClass3",2,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"soccer moms transportation","","1449260150494","soccer moms transportation","False","False","False","minivan",NA,NA,"","","","",""
"1824","4842-f",1449260231795,47,"subSuperTrial","distr12","tShirt","target",4,2,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"campShirt","distrClass1",3,3,"shirt","clothing","socks","distrClass2",2,4,NA,"clothing","blackStimulus",NA,5,5,NA,NA,1,1,0,"basic tee","","1449260229587","basic tee","False","False","False","tShirt",NA,NA,"","","","",""
"1826","4842-f",1449260248205,49,"subSuperTrial","distr33","catfish","target",3,2,"fish","animal","blackStimulus",NA,1,1,NA,NA,"wardrobe","distrClass3",4,3,NA,"furniture","train","distrClass3",2,4,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,1,1,0,"ewww","","1449260245970","ewww","False","False","False","catfish",NA,NA,"","","","",""
"1828","4842-f",1449260275952,51,"subSuperTrial","distr12","skittles","target",2,4,"candy","snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"candyCorn","distrClass1",3,2,"candy","snack","pretzels","distrClass2",4,3,NA,"snack",1,1,0,"rainbow","","1449260272383","rainbow","False","False","False","skittles",NA,NA,"","","","",""
"1829","4842-f",1449260284730,52,"subSuperTrial","distr33","husky","target",4,4,"dog","animal","bed","distrClass3",2,3,NA,"furniture","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"pretzels","distrClass3",3,2,NA,"snack",1,1,0,"alaska","","1449260282235","alaska","False","False","False","husky",NA,NA,"","","","",""
"1830","4842-f",1449260295351,53,"subSuperTrial","distr12","pug","target",3,3,"dog","animal","blackStimulus",NA,1,1,NA,NA,"lion","distrClass2",2,4,NA,"animal","greyhound","distrClass1",4,2,"dog","animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"lap animal","","1449260293136","lap animal","False","False","False","pug",NA,NA,"","","","",""
"1831","4842-f",1449260307396,54,"subSuperTrial","distr23","diningTable","target",2,3,"table","furniture","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"bookcase","distrClass2",3,4,NA,"furniture","elephant","distrClass3",4,2,NA,"animal",1,1,0,"coffee blank","","1449260302490","coffee blank","False","False","False","diningTable",NA,NA,"","","","",""
"1832","4842-f",1449260316845,55,"subSuperTrial","distr23","gummyBears","target",3,4,"candy","snack","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"chips","distrClass2",2,2,NA,"snack","rhino","distrClass3",4,3,NA,"animal",2,2,0,"kids choice___for snack","","1449260313777___1449260316448","kids choice","False","False","False","gummyBears",NA,NA,"","","","",""
"1833","4842-f",1449260327569,56,"subSuperTrial","distr22","daisy","target",3,3,"flower","plant","grasses","distrClass2",2,2,NA,"plant","pottedPlant","distrClass2",4,4,NA,"plant","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"most beaitufl","","1449260323483","most beaitufl","False","False","False","daisy",NA,NA,"","","","",""
"1836","4842-f",1449260357348,59,"subSuperTrial","distr23","polarBear","target",2,2,"bear","animal","motorcycle","distrClass3",4,4,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"sheep","distrClass2",3,3,NA,"animal",1,1,0,"likes coke","","1449260354079","likes coke","False","False","False","polarBear",NA,NA,"","","","",""
"1837","4842-f",1449260364983,60,"subSuperTrial","distr22","pigeon","target",4,2,"bird","animal","squirrel","distrClass2",2,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"iguana","distrClass2",3,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"sends messages","","1449260362206","sends messages","False","False","False","pigeon",NA,NA,"","","","",""
"1841","4842-f",1449260414576,64,"subSuperTrial","distr33","clownFish","target",2,4,"fish","animal","ambulance","distrClass3",3,2,NA,"vehicle","ivy","distrClass3",4,3,NA,"plant","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"nemo","","1449260411322","nemo","False","False","False","clownFish",NA,NA,"","","","",""
"1842","4842-f",1449260427247,65,"subSuperTrial","distr33","dalmatian","target",2,4,"dog","animal","socks","distrClass3",4,2,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"train","distrClass3",3,3,NA,"vehicle",1,1,0,"101 blank","","1449260422268","101 blank","False","False","False","dalmatian",NA,NA,"","","","",""
"1843","4842-f",1449260445911,66,"subSuperTrial","distr22","swordFish","target",4,4,"fish","animal","rhino","distrClass2",2,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,"sheep","distrClass2",3,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,2,2,0,"blank in a can ___from the ocean","","1449260437474___1449260443647","blank in a can ","False","False","False","swordFish",NA,NA,"","","","",""
"1844","4842-f",1449260458784,67,"subSuperTrial","distr23","grizzlyBear","target",4,2,"bear","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"lamp","distrClass3",3,4,NA,"furniture","bison","distrClass2",2,3,NA,"animal",1,1,0,"will kill you first","","1449260453248","will kill you first","False","False","False","grizzlyBear",NA,NA,"","","","",""
"1845","4842-f",1449260472858,68,"subSuperTrial","distr12","blackBear","target",4,3,"bear","animal","elephant","distrClass2",3,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"koalaBear","distrClass1",2,2,"bear","animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"can climb trees but still kill","","1449260468955","can climb trees but still kill","False","False","False","blackBear",NA,NA,"","","","",""
"1847","4842-f",1449260494664,70,"subSuperTrial","distr12","poloShirt","target",4,4,"shirt","clothing","campShirt","distrClass1",3,3,"shirt","clothing","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"dress","distrClass2",2,2,NA,"clothing",1,1,0,"only has 3 buttones","","1449260490418","only has 3 buttones","False","False","False","poloShirt",NA,NA,"","","","",""
"1853","0198-d",1449263162659,4,"subSuperTrial","distr23","picnicTable","target",4,4,"table","furniture","cookies","distrClass3",3,2,NA,"snack","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"lamp","distrClass2",2,3,NA,"furniture",1,1,0,"table","","1449263158641","table","False","False","False","picnicTable",NA,NA,"","","","",""
"1854","0198-d",1449263167668,5,"subSuperTrial","distr33","pug","target",3,3,"dog","animal","popcorn","distrClass3",2,4,NA,"snack","cookies","distrClass3",4,2,NA,"snack","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"dog","","1449263165879","dog","False","False","False","pug",NA,NA,"","","","",""
"1857","0198-d",1449263188707,8,"subSuperTrial","distr23","hawaiiShirt","target",3,2,"shirt","clothing","socks","distrClass2",4,4,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"pig","distrClass3",2,3,NA,"animal",1,1,0,"shirt","","1449263185661","shirt","False","False","False","hawaiiShirt",NA,NA,"","","","",""
"1858","0198-d",1449263199249,9,"subSuperTrial","distr22","convertible","target",3,2,"car","vehicle","blackStimulus",NA,5,5,NA,NA,"motorcycle","distrClass2",2,3,NA,"vehicle","firetruck","distrClass2",4,4,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,1,1,0,"car","","1449263192769","car","False","False","False","convertible",NA,NA,"","","","",""
"1860","0198-d",1449263227660,11,"subSuperTrial","distr23","swordFish","target",3,3,"fish","animal","chick","distrClass2",2,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"rosemary","distrClass3",4,2,NA,"plant","blackStimulus",NA,1,1,NA,NA,1,1,0,"fish","","1449263220656","fish","False","False","False","swordFish",NA,NA,"","","","",""
"1863","0198-d",1449263248499,14,"subSuperTrial","distr23","blackBear","target",4,2,"bear","animal","gloves","distrClass3",2,3,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"iguana","distrClass2",3,4,NA,"animal",1,1,0,"bear","","1449263246909","bear","False","False","False","blackBear",NA,NA,"","","","",""
"1868","0198-d",1449263286457,19,"subSuperTrial","distr22","jellyBeans","target",2,4,"candy","snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"cookies","distrClass2",4,2,NA,"snack","pretzels","distrClass2",3,3,NA,"snack",1,1,0,"jellybeans","","1449263283828","jellybeans","False","False","False","jellyBeans",NA,NA,"","","","",""
"1870","0198-d",1449263299199,21,"subSuperTrial","distr33","suv","target",3,4,"car","vehicle","cow","distrClass3",2,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"grasses","distrClass3",4,2,NA,"plant","blackStimulus",NA,1,1,NA,NA,1,1,0,"car","","1449263296601","car","False","False","False","suv",NA,NA,"","","","",""
"1871","0198-d",1449263308066,22,"subSuperTrial","distr23","bedsideTable","target",2,3,"table","furniture","pottedPlant","distrClass3",3,4,NA,"plant","blackStimulus",NA,5,5,NA,NA,"lamp","distrClass2",4,2,NA,"furniture","blackStimulus",NA,1,1,NA,NA,1,1,0,"dresser","","1449263305147","dresser","False","False","False","bedsideTable",NA,NA,"","","","",""
"1872","0198-d",1449263319547,23,"subSuperTrial","distr23","mnMs","target",3,4,"candy","snack","popcorn","distrClass2",4,2,NA,"snack","blackStimulus",NA,5,5,NA,NA,"chick","distrClass3",2,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"m&ms","","1449263316736","m&ms","False","False","False","mnMs",NA,NA,"","","","",""
"1874","0198-d",1449263335435,25,"subSuperTrial","distr12","gummyBears","target",4,3,"candy","snack","cookies","distrClass2",3,2,NA,"snack","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"candyCorn","distrClass1",2,4,"candy","snack",1,1,0,"gummybears","","1449263332737","gummybears","False","False","False","gummyBears",NA,NA,"","","","",""
"1876","0198-d",1449263351855,27,"subSuperTrial","distr12","parrot","target",4,4,"bird","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"sparrow","distrClass1",2,3,"bird","animal","chick","distrClass2",3,2,NA,"animal",1,1,0,"parrot","","1449263348663","parrot","False","False","True","parrot",NA,NA,"","","","",""
"1877","0198-d",1449263362728,28,"subSuperTrial","distr12","coffeeTable","target",4,4,"table","furniture","sideTable","distrClass1",3,2,"table","furniture","blackStimulus",NA,1,1,NA,NA,"bookcase","distrClass2",2,3,NA,"furniture","blackStimulus",NA,5,5,NA,NA,1,1,0,"short table","","1449263358116","short table","False","False","False","coffeeTable",NA,NA,"","","","",""
"1878","0198-d",1449263369347,29,"subSuperTrial","distr33","clownFish","target",2,2,"fish","animal","blackStimulus",NA,1,1,NA,NA,"bed","distrClass3",3,3,NA,"furniture","blackStimulus",NA,5,5,NA,NA,"ivy","distrClass3",4,4,NA,"plant",1,1,0,"fish","","1449263365973","fish","False","False","False","clownFish",NA,NA,"","","","",""
"1881","0198-d",1449263394417,32,"subSuperTrial","distr22","tShirt","target",2,4,"shirt","clothing","blackStimulus",NA,5,5,NA,NA,"dress","distrClass2",4,2,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"gloves","distrClass2",3,3,NA,"clothing",1,1,0,"shirt","","1449263391715","shirt","False","False","False","tShirt",NA,NA,"","","","",""
"1882","0198-d",1449263407543,33,"subSuperTrial","distr12","poloShirt","target",2,3,"shirt","clothing","dress","distrClass2",4,4,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"campShirt","distrClass1",3,2,"shirt","clothing",1,1,0,"polo shirt","","1449263403511","polo shirt","False","False","False","poloShirt",NA,NA,"","","","",""
"1885","0198-d",1449263429021,36,"subSuperTrial","distr22","tulip","target",3,3,"flower","plant","rosemary","distrClass2",2,4,NA,"plant","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"pottedPlant","distrClass2",4,2,NA,"plant",1,1,0,"tulip","","1449263426845","tulip","False","False","True","tulip",NA,NA,"","","","",""
"1888","0198-d",1449263446229,39,"subSuperTrial","distr23","rose","target",2,3,"flower","plant","blackStimulus",NA,1,1,NA,NA,"grasses","distrClass2",3,2,NA,"plant","cow","distrClass3",4,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"rose","","1449263443394","rose","False","False","True","rose",NA,NA,"","","","",""
"1889","0198-d",1449263452478,40,"subSuperTrial","distr12","grizzlyBear","target",3,4,"bear","animal","blackStimulus",NA,1,1,NA,NA,"koalaBear","distrClass1",4,2,"bear","animal","cow","distrClass2",2,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"bear","","1449263450933","bear","False","False","False","grizzlyBear",NA,NA,"","","","",""
"1890","0198-d",1449263457570,41,"subSuperTrial","distr33","sportsCar","target",2,3,"car","vehicle","blackStimulus",NA,1,1,NA,NA,"pretzels","distrClass3",4,2,NA,"snack","sheep","distrClass3",3,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"car","","1449263456107","car","False","False","False","sportsCar",NA,NA,"","","","",""
"1891","0198-d",1449263465690,42,"subSuperTrial","distr33","germanShepherd","target",3,3,"dog","animal","blackStimulus",NA,1,1,NA,NA,"popcorn","distrClass3",4,2,NA,"snack","pottedPlant","distrClass3",2,4,NA,"plant","blackStimulus",NA,5,5,NA,NA,1,1,0,"dog","","1449263464199","dog","False","False","False","germanShepherd",NA,NA,"","","","",""
"1892","0198-d",1449263472897,43,"subSuperTrial","distr22","pandaBear","target",3,2,"bear","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"rhino","distrClass2",4,4,NA,"animal","snake","distrClass2",2,3,NA,"animal",1,1,0,"panda","","1449263469283","panda","False","False","False","pandaBear",NA,NA,"","","","",""
"1894","0198-d",1449263483407,45,"subSuperTrial","distr23","hummingBird","target",3,4,"bird","animal","pretzels","distrClass3",2,3,NA,"snack","pig","distrClass2",4,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"bird","","1449263481317","bird","False","False","False","hummingBird",NA,NA,"","","","",""
"1898","0198-d",1449263513410,49,"subSuperTrial","distr12","goldFish","target",2,4,"fish","animal","squirrel","distrClass2",3,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"discusFish","distrClass1",4,2,"fish","animal",1,1,0,"goldfish","","1449263510091","goldfish","False","False","False","goldFish",NA,NA,"","","","",""
"1899","0198-d",1449263522113,50,"subSuperTrial","distr12","pigeon","target",2,4,"bird","animal","blackStimulus",NA,5,5,NA,NA,"kitten","distrClass2",4,2,NA,"animal","sparrow","distrClass1",3,3,"bird","animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"pigeon","","1449263518880","pigeon","False","False","True","pigeon",NA,NA,"","","","",""
"1901","0198-d",1449263535640,52,"subSuperTrial","distr33","minivan","target",4,2,"car","vehicle","kitten","distrClass3",2,4,NA,"animal","gloves","distrClass3",3,3,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"suv","","1449263533726","suv","False","False","False","minivan",NA,NA,"","","","",""
"1902","0198-d",1449263545373,53,"subSuperTrial","distr12","catfish","target",4,3,"fish","animal","blackStimulus",NA,1,1,NA,NA,"discusFish","distrClass1",3,4,"fish","animal","iguana","distrClass2",2,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"catfish","","1449263541163","catfish","False","False","True","catfish",NA,NA,"","","","",""
"1903","0198-d",1449263552133,54,"subSuperTrial","distr22","dalmatian","target",4,4,"dog","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"crocodile","distrClass2",3,3,NA,"animal","elephant","distrClass2",2,2,NA,"animal",1,1,0,"dog","","1449263549699","dog","False","False","False","dalmatian",NA,NA,"","","","",""
