"","X.1","gameid","time","roundNum","trialType","condition","nameClickedObj","targetStatusClickedObj","spLocsClickedObj","lisLocsClickedObj","basiclevelClickedObj","superdomainClickedObj","alt1Name","alt1TargetStatus","alt1SpLocs","alt1LisLocs","alt1Basiclevel","alt1superdomain","alt2Name","alt2TargetStatus","alt2SpLocs","alt2LisLocs","alt2Basiclevel","alt2superdomain","numMessages","numSMessages","numLMessages","speakerMessages","listenerMessages","messageTimeStamps","refExp","sizeMentioned","colorMentioned","typeMentioned","otherFeatureMentioned","typeAttributeMentioned","noAttrOrLevelMentioned","noLevelMentioned","basiclevelAttributeMentioned","basiclevelMentioned","superClassMentioned","superclassattributeMentioned","utteranceContracted","oneMentioned","theMentioned","clickedType","clickedSize","clickedColor","colorPreNominal","sizePreNominal","X","notes"
"213",256,"5512-7",1.45e+12,56,"subSuperTrial","distr22","bedsideTable","target",4,3,"table","furniture","wardrobe","distrClass2",2,2,NA,"furniture","bed","distrClass2",3,4,NA,"furniture",1,1,0,"table","","1450000000000","table",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"bedsideTable",NA,NA,NA,NA,NA,""
"215",258,"8286-0",1.45e+12,22,"subSuperTrial","distr22","minivan","target",4,3,"car","vehicle","motorcycle","distrClass2",3,2,NA,"vehicle","ambulance","distrClass2",2,4,NA,"vehicle",1,1,0,"car","","1450000000000","car",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"minivan",NA,NA,NA,NA,NA,""
"216",259,"6456-4",1.45e+12,46,"subSuperTrial","distr22","poloShirt","target",3,3,"shirt","clothing","socks","distrClass2",2,2,NA,"clothing","bathrobe","distrClass2",4,4,NA,"clothing",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"poloShirt",NA,NA,NA,NA,NA,""
"217",260,"8286-0",1.45e+12,14,"subSuperTrial","distr22","coffeeTable","target",2,2,"table","furniture","bookcase","distrClass2",4,3,NA,"furniture","bed","distrClass2",3,4,NA,"furniture",1,1,0,"table","","1450000000000","table",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"coffeeTable",NA,NA,NA,NA,NA,""
"218",261,"3504-8",1.45e+12,9,"subSuperTrial","distr22","bedsideTable","target",3,4,"table","furniture","lamp","distrClass2",2,2,NA,"furniture","bed","distrClass2",4,3,NA,"furniture",1,1,0,"table","","1450000000000","table",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"bedsideTable",NA,NA,NA,NA,NA,""
"219",263,"8286-0",1.45e+12,17,"subSuperTrial","distr22","swordFish","target",2,4,"fish","animal","horse","distrClass2",3,2,NA,"animal","bison","distrClass2",4,3,NA,"animal",1,1,0,"shark","","1450000000000","shark",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"swordFish",NA,NA,NA,NA,NA,""
"220",265,"2919-a",1.45e+12,39,"subSuperTrial","distr22","blackBear","target",4,3,"bear","animal","kitten","distrClass2",2,4,NA,"animal","chick","distrClass2",3,2,NA,"animal",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"blackBear",NA,NA,NA,NA,NA,""
"221",266,"0198-d",1.45e+12,61,"subSuperTrial","distr22","polarBear","target",2,2,"bear","animal","squirrel","distrClass2",4,4,NA,"animal","chick","distrClass2",3,3,NA,"animal",1,1,0,"polar bear","","1450000000000","polar bear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"polarBear",NA,NA,NA,NA,NA,""
"223",268,"5512-7",1.45e+12,39,"subSuperTrial","distr22","hawaiiShirt","target",2,4,"shirt","clothing","bathrobe","distrClass2",4,3,NA,"clothing","dress","distrClass2",3,2,NA,"clothing",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"hawaiiShirt",NA,NA,NA,NA,NA,""
"224",269,"0198-d",1.45e+12,70,"subSuperTrial","distr22","dressShirt","target",3,2,"shirt","clothing","gloves","distrClass2",2,3,NA,"clothing","dress","distrClass2",4,4,NA,"clothing",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"dressShirt",NA,NA,NA,NA,NA,""
"225",270,"9807-5",1.45e+12,51,"subSuperTrial","distr22","dressShirt","target",2,2,"shirt","clothing","socks","distrClass2",3,3,NA,"clothing","dress","distrClass2",4,4,NA,"clothing",1,1,0,"blue shirt","","1450000000000","blue shirt",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"dressShirt",NA,NA,NA,NA,NA,""
"226",272,"5934-3",1.45e+12,47,"subSuperTrial","distr22","catfish","target",2,2,"fish","animal","chick","distrClass2",3,3,NA,"animal","elephant","distrClass2",4,4,NA,"animal",1,1,0,"catfish","","1450000000000","catfish",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"catfish",NA,NA,NA,NA,NA,""
"228",274,"3293-5",1.45e+12,12,"subSuperTrial","distr22","daisy","target",2,2,"flower","plant","rosemary","distrClass2",4,3,NA,"plant","grasses","distrClass2",3,4,NA,"plant",1,1,0,"flower","","1450000000000","flower",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"daisy",NA,NA,NA,NA,NA,""
"229",275,"9551-7",1.45e+12,66,"subSuperTrial","distr22","eagle","target",3,3,"bird","animal","snake","distrClass2",2,2,NA,"animal","horse","distrClass2",4,4,NA,"animal",1,1,0,"eagle","","1450000000000","eagle",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"eagle",NA,NA,NA,NA,NA,""
"230",276,"8430-f",1.45e+12,31,"subSuperTrial","distr22","goldFish","target",4,3,"fish","animal","lobster","distrClass2",3,2,NA,"animal","iguana","distrClass2",2,4,NA,"animal",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"goldFish",NA,NA,NA,NA,NA,""
"231",278,"5934-3",1.45e+12,6,"subSuperTrial","distr22","rose","target",3,2,"flower","plant","rosemary","distrClass2",4,3,NA,"plant","ivy","distrClass2",2,4,NA,"plant",1,1,0,"the rose","","1450000000000","the rose",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,"rose",NA,NA,NA,NA,NA,""
"232",280,"8258-f",1.45e+12,44,"subSuperTrial","distr22","pug","target",3,2,"dog","animal","snake","distrClass2",4,3,NA,"animal","lion","distrClass2",2,4,NA,"animal",1,1,0,"dog","","1450000000000","dog",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"pug",NA,NA,NA,NA,NA,""
"233",282,"6456-4",1.45e+12,36,"subSuperTrial","distr22","swordFish","target",2,2,"fish","animal","elephant","distrClass2",4,4,NA,"animal","pig","distrClass2",3,3,NA,"animal",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"swordFish",NA,NA,NA,NA,NA,""
"235",285,"5628-2",1.45e+12,65,"subSuperTrial","distr22","daisy","target",2,3,"flower","plant","ivy","distrClass2",3,4,NA,"plant","pottedPlant","distrClass2",4,2,NA,"plant",1,1,0,"flower","","1450000000000","flower",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"daisy",NA,NA,NA,NA,NA,""
"237",287,"3504-8",1.45e+12,68,"subSuperTrial","distr22","pug","target",3,4,"dog","animal","pig","distrClass2",2,2,NA,"animal","rabbit","distrClass2",4,3,NA,"animal",1,1,0,"dog","","1450000000000","dog",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"pug",NA,NA,NA,NA,NA,""
"238",288,"6456-4",1.45e+12,13,"subSuperTrial","distr22","husky","target",3,3,"dog","animal","squirrel","distrClass2",2,4,NA,"animal","rabbit","distrClass2",4,2,NA,"animal",1,1,0,"dog","","1450000000000","dog",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"husky",NA,NA,NA,NA,NA,""
"239",289,"5239-5",1.45e+12,51,"subSuperTrial","distr22","germanShepherd","target",4,3,"dog","animal","chick","distrClass2",2,2,NA,"animal","rhino","distrClass2",3,4,NA,"animal",1,1,0,"german shepard","","1450000000000","german shepard",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"germanShepherd",NA,NA,NA,NA,NA,""
"240",290,"5239-5",1.45e+12,66,"subSuperTrial","distr22","pigeon","target",3,4,"bird","animal","sheep","distrClass2",2,2,NA,"animal","rhino","distrClass2",4,3,NA,"animal",1,1,0,"bird","","1450000000000","bird",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"pigeon",NA,NA,NA,NA,NA,""
"241",291,"5975-e",1.45e+12,18,"subSuperTrial","distr22","tulip","target",4,2,"flower","plant","grasses","distrClass2",3,4,NA,"plant","rosemary","distrClass2",2,3,NA,"plant",1,1,0,"flower","","1450000000000","flower",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"tulip",NA,NA,NA,NA,NA,""
"242",292,"0198-d",1.45e+12,65,"subSuperTrial","distr22","daisy","target",4,2,"flower","plant","ivy","distrClass2",2,3,NA,"plant","rosemary","distrClass2",3,4,NA,"plant",1,1,0,"flower","","1450000000000","flower",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"daisy",NA,NA,NA,NA,NA,""
"243",293,"3504-8",1.45e+12,1,"subSuperTrial","distr22","tulip","target",2,2,"flower","plant","pottedPlant","distrClass2",4,3,NA,"plant","rosemary","distrClass2",3,4,NA,"plant",1,1,0,"flower","","1450000000000","flower",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"tulip",NA,NA,NA,NA,NA,""
"244",294,"4393-a",1.45e+12,31,"subSuperTrial","distr22","pandaBear","target",3,3,"bear","animal","iguana","distrClass2",2,4,NA,"animal","sheep","distrClass2",4,2,NA,"animal",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"pandaBear",NA,NA,NA,NA,NA,""
"246",296,"3293-5",1.45e+12,65,"subSuperTrial","distr22","goldFish","target",3,4,"fish","animal","rabbit","distrClass2",2,3,NA,"animal","snake","distrClass2",4,2,NA,"animal",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"goldFish",NA,NA,NA,NA,NA,""
"247",297,"7830-a",1.45e+12,68,"subSuperTrial","distr22","hawaiiShirt","target",4,3,"shirt","clothing","gloves","distrClass2",3,4,NA,"clothing","socks","distrClass2",2,2,NA,"clothing",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"hawaiiShirt",NA,NA,NA,NA,NA,""
"248",298,"4517-f",1.45e+12,58,"subSuperTrial","distr22","clownFish","target",4,4,"fish","animal","iguana","distrClass2",3,2,NA,"animal","squirrel","distrClass2",2,3,NA,"animal",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"clownFish",NA,NA,NA,NA,NA,""
"249",299,"5512-7",1.45e+12,12,"subSuperTrial","distr22","diningTable","target",2,4,"table","furniture","bookcase","distrClass2",3,3,NA,"furniture","wardrobe","distrClass2",4,2,NA,"furniture",1,1,0,"table","","1450000000000","table",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"diningTable",NA,NA,NA,NA,NA,""
"250",300,"3158-b",1.45e+12,8,"subSuperTrial","distr22","coffeeTable","target",4,2,"table","furniture","bookcase","distrClass2",3,4,NA,"furniture","wardrobe","distrClass2",2,3,NA,"furniture",1,1,0,"table","","1450000000000","table",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"coffeeTable",NA,NA,NA,NA,NA,""
"251",303,"8286-0",1.45e+12,18,"subSuperTrial","distr22","hummingBird","target",4,3,"bird","animal","snake","distrClass2",3,4,NA,"animal","chick","distrClass2",2,2,NA,"animal",1,1,0,"bird","","1450000000000","bird",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"hummingBird",NA,NA,NA,NA,NA,""
"252",304,"5628-2",1.45e+12,10,"subSuperTrial","distr22","skittles","target",4,3,"candy","snack","pretzels","distrClass2",2,2,NA,"snack","chips","distrClass2",3,4,NA,"snack",1,1,0,"skittles","","1450000000000","skittles",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"skittles",NA,NA,NA,NA,NA,""
"254",306,"4452-5",1.45e+12,61,"subSuperTrial","distr22","gummyBears","target",2,4,"candy","snack","chips","distrClass2",3,3,NA,"snack","cookies","distrClass2",4,2,NA,"snack",1,1,0,"gummy bears","","1450000000000","gummy bears",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"gummyBears",NA,NA,NA,NA,NA,""
"256",308,"2919-a",1.45e+12,13,"subSuperTrial","distr22","pigeon","target",2,4,"bird","animal","crocodile","distrClass2",4,3,NA,"animal","cow","distrClass2",3,2,NA,"animal",1,1,0,"pigeon","","1450000000000","pigeon",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"pigeon",NA,NA,NA,NA,NA,""
"257",309,"3293-5",1.45e+12,60,"subSuperTrial","distr22","dalmatian","target",3,3,"dog","animal","pig","distrClass2",2,2,NA,"animal","cow","distrClass2",4,4,NA,"animal",1,1,0,"dog","","1450000000000","dog",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"dalmatian",NA,NA,NA,NA,NA,""
"258",310,"3293-5",1.45e+12,56,"subSuperTrial","distr22","polarBear","target",4,3,"bear","animal","kitten","distrClass2",3,4,NA,"animal","crocodile","distrClass2",2,2,NA,"animal",1,1,0,"polar","","1450000000000","polar",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,"polarBear",NA,NA,NA,NA,NA,""
"259",311,"4452-5",1.45e+12,24,"subSuperTrial","distr22","parrot","target",2,2,"bird","animal","lion","distrClass2",3,4,NA,"animal","crocodile","distrClass2",4,3,NA,"animal",1,1,0,"parrot","","1450000000000","parrot",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"parrot",NA,NA,NA,NA,NA,""
"260",312,"8430-f",1.45e+12,22,"subSuperTrial","distr22","tShirt","target",3,4,"shirt","clothing","bathrobe","distrClass2",2,2,NA,"clothing","dress","distrClass2",4,3,NA,"clothing",1,1,0,"blue shirt","","1450000000000","blue shirt",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"tShirt",NA,NA,NA,NA,NA,""
"261",313,"7830-a",1.45e+12,25,"subSuperTrial","distr22","swordFish","target",4,3,"fish","animal","kitten","distrClass2",3,2,NA,"animal","elephant","distrClass2",2,4,NA,"animal",1,1,0,"sword","","1450000000000","sword",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,"swordFish",NA,NA,NA,NA,NA,""
"262",314,"3293-5",1.45e+12,49,"subSuperTrial","distr22","eagle","target",4,2,"bird","animal","pig","distrClass2",3,4,NA,"animal","elephant","distrClass2",2,3,NA,"animal",1,1,0,"eagle","","1450000000000","eagle",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"eagle",NA,NA,NA,NA,NA,""
"263",316,"5239-5",1.45e+12,71,"subSuperTrial","distr22","sportsCar","target",4,3,"car","vehicle","motorcycle","distrClass2",2,4,NA,"vehicle","firetruck","distrClass2",3,2,NA,"vehicle",1,1,0,"car","","1450000000000","car",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"sportsCar",NA,NA,NA,NA,NA,""
"264",317,"0198-d",1.45e+12,9,"subSuperTrial","distr22","convertible","target",3,2,"car","vehicle","motorcycle","distrClass2",2,3,NA,"vehicle","firetruck","distrClass2",4,4,NA,"vehicle",1,1,0,"car","","1450000000000","car",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"convertible",NA,NA,NA,NA,NA,""
"266",319,"8258-f",1.45e+12,61,"subSuperTrial","distr22","poloShirt","target",4,2,"shirt","clothing","socks","distrClass2",3,4,NA,"clothing","gloves","distrClass2",2,3,NA,"clothing",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"poloShirt",NA,NA,NA,NA,NA,""
"267",320,"2195-2",1.45e+12,5,"subSuperTrial","distr22","tShirt","target",2,4,"shirt","clothing","socks","distrClass2",3,2,NA,"clothing","gloves","distrClass2",4,3,NA,"clothing",1,1,0,"SHIRT","","1450000000000","SHIRT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"tShirt",NA,NA,NA,NA,NA,""
"268",321,"2195-2",1.45e+12,28,"subSuperTrial","distr22","dressShirt","target",2,4,"shirt","clothing","socks","distrClass2",4,2,NA,"clothing","gloves","distrClass2",3,3,NA,"clothing",1,1,0,"SHIRT","","1450000000000","SHIRT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"dressShirt",NA,NA,NA,NA,NA,""
"269",322,"8258-f",1.45e+12,19,"subSuperTrial","distr22","dressShirt","target",3,2,"shirt","clothing","dress","distrClass2",4,4,NA,"clothing","gloves","distrClass2",2,3,NA,"clothing",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"dressShirt",NA,NA,NA,NA,NA,""
"270",323,"5934-3",1.45e+12,41,"subSuperTrial","distr22","dressShirt","target",2,4,"shirt","clothing","dress","distrClass2",4,3,NA,"clothing","gloves","distrClass2",3,2,NA,"clothing",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"dressShirt",NA,NA,NA,NA,NA,""
"271",324,"4842-f",1.45e+12,19,"subSuperTrial","distr22","hawaiiShirt","target",4,2,"shirt","clothing","dress","distrClass2",3,4,NA,"clothing","gloves","distrClass2",2,3,NA,"clothing",1,1,0,"cheesy taste in vaca clothes","","1450000000000","cheesy taste in vaca clothes",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"FALSE",FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,"hawaiiShirt",NA,NA,NA,NA,NA,""
"272",325,"3695-5",1.45e+12,34,"subSuperTrial","distr22","poloShirt","target",2,4,"shirt","clothing","dress","distrClass2",3,2,NA,"clothing","gloves","distrClass2",4,3,NA,"clothing",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"poloShirt",NA,NA,NA,NA,NA,""
"273",326,"2195-2",1.45e+12,30,"subSuperTrial","distr22","tulip","target",3,3,"flower","plant","pottedPlant","distrClass2",2,2,NA,"plant","grasses","distrClass2",4,4,NA,"plant",1,1,0,"ROSE","","1450000000000","ROSE",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"tulip",NA,NA,NA,NA,NA,""
"275",329,"5628-2",1.45e+12,9,"subSuperTrial","distr22","eagle","target",2,4,"bird","animal","lion","distrClass2",3,2,NA,"animal","iguana","distrClass2",4,3,NA,"animal",1,1,0,"eagle","","1450000000000","eagle",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"eagle",NA,NA,NA,NA,NA,""
"277",331,"4452-5",1.45e+12,27,"subSuperTrial","distr22","pug","target",4,4,"dog","animal","chick","distrClass2",2,2,NA,"animal","iguana","distrClass2",3,3,NA,"animal",1,1,0,"pug","","1450000000000","pug",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"pug",NA,NA,NA,NA,NA,""
"278",334,"9807-5",1.45e+12,48,"subSuperTrial","distr22","polarBear","target",4,4,"bear","animal","crocodile","distrClass2",2,3,NA,"animal","kitten","distrClass2",3,2,NA,"animal",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"polarBear",NA,NA,NA,NA,NA,""
"279",335,"4517-f",1.45e+12,44,"subSuperTrial","distr22","dalmatian","target",3,2,"dog","animal","rabbit","distrClass2",4,3,NA,"animal","kitten","distrClass2",2,4,NA,"animal",1,1,0,"dog ","","1450000000000","dog ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"dalmatian",NA,NA,NA,NA,NA,""
"280",336,"5934-3",1.45e+12,17,"subSuperTrial","distr22","blackBear","target",2,2,"bear","animal","horse","distrClass2",4,4,NA,"animal","lion","distrClass2",3,3,NA,"animal",1,1,0,"the bear","","1450000000000","the bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,"blackBear",NA,NA,NA,NA,NA,""
"281",337,"7830-a",1.45e+12,64,"subSuperTrial","distr22","germanShepherd","target",2,3,"dog","animal","horse","distrClass2",4,4,NA,"animal","lion","distrClass2",3,2,NA,"animal",1,1,0,"doggy","","1450000000000","doggy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"germanShepherd",NA,NA,NA,NA,NA,""
"282",338,"9807-5",1.45e+12,18,"subSuperTrial","distr22","clownFish","target",4,3,"fish","animal","pig","distrClass2",3,2,NA,"animal","lion","distrClass2",2,4,NA,"animal",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"clownFish",NA,NA,NA,NA,NA,""
"285",341,"8258-f",1.45e+12,26,"subSuperTrial","distr22","goldFish","target",3,2,"fish","animal","lobster","distrClass2",4,4,NA,"animal","lion","distrClass2",2,3,NA,"animal",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"goldFish",NA,NA,NA,NA,NA,""
"286",342,"4517-f",1.45e+12,51,"subSuperTrial","distr22","catfish","target",4,4,"fish","animal","cow","distrClass2",3,2,NA,"animal","lobster","distrClass2",2,3,NA,"animal",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"catfish",NA,NA,NA,NA,NA,""
"287",343,"3158-b",1.45e+12,61,"subSuperTrial","distr22","pandaBear","target",4,4,"bear","animal","crocodile","distrClass2",2,2,NA,"animal","lobster","distrClass2",3,3,NA,"animal",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"pandaBear",NA,NA,NA,NA,NA,""
"288",344,"3695-5",1.45e+12,8,"subSuperTrial","distr22","minivan","target",2,3,"car","vehicle","train","distrClass2",3,4,NA,"vehicle","motorcycle","distrClass2",4,2,NA,"vehicle",1,1,0,"van","","1450000000000","van",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,"minivan",NA,NA,NA,NA,NA,""
"289",345,"5512-7",1.45e+12,64,"subSuperTrial","distr22","pandaBear","target",3,3,"bear","animal","kitten","distrClass2",4,4,NA,"animal","pig","distrClass2",2,2,NA,"animal",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"pandaBear",NA,NA,NA,NA,NA,""
"290",346,"5628-2",1.45e+12,43,"subSuperTrial","distr22","pigeon","target",3,3,"bird","animal","rhino","distrClass2",2,2,NA,"animal","pig","distrClass2",4,4,NA,"animal",1,1,0,"bird","","1450000000000","bird",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"pigeon",NA,NA,NA,NA,NA,""
"292",349,"4452-5",1.45e+12,46,"subSuperTrial","distr22","goldFish","target",3,3,"fish","animal","iguana","distrClass2",4,4,NA,"animal","pig","distrClass2",2,2,NA,"animal",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"goldFish",NA,NA,NA,NA,NA,""
