"","X.1","gameid","time","roundNum","trialType","condition","nameClickedObj","targetStatusClickedObj","spLocsClickedObj","lisLocsClickedObj","basiclevelClickedObj","superdomainClickedObj","alt1Name","alt1TargetStatus","alt1SpLocs","alt1LisLocs","alt1Basiclevel","alt1superdomain","alt2Name","alt2TargetStatus","alt2SpLocs","alt2LisLocs","alt2Basiclevel","alt2superdomain","numMessages","numSMessages","numLMessages","speakerMessages","listenerMessages","messageTimeStamps","refExp","sizeMentioned","colorMentioned","typeMentioned","otherFeatureMentioned","typeAttributeMentioned","noAttrOrLevelMentioned","noLevelMentioned","basiclevelAttributeMentioned","basiclevelMentioned","superClassMentioned","superclassattributeMentioned","utteranceContracted","oneMentioned","theMentioned","clickedType","clickedSize","clickedColor","colorPreNominal","sizePreNominal","X","notes"
"781",887,"4393-a",1.45e+12,67,"subSuperTrial","distr33","dressShirt","target",3,3,"shirt","clothing","chips","distrClass3",4,2,NA,"snack","elephant","distrClass3",2,4,NA,"animal",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"dressShirt",NA,NA,NA,NA,NA,""
"782",888,"2919-a",1.45e+12,50,"subSuperTrial","distr33","diningTable","target",4,4,"table","furniture","pretzels","distrClass3",3,2,NA,"snack","elephant","distrClass3",2,3,NA,"animal",1,1,0,"table","","1450000000000","table",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"diningTable",NA,NA,NA,NA,NA,""
"783",890,"1223-7",1.45e+12,36,"subSuperTrial","distr33","jellyBeans","target",2,4,"candy","snack","bed","distrClass3",4,3,NA,"furniture","firetruck","distrClass3",3,2,NA,"vehicle",1,1,0,"jelly beans","","1450000000000","jelly beans",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"jellyBeans",NA,NA,NA,NA,NA,""
"785",892,"8286-0",1.45e+12,43,"subSuperTrial","distr33","pigeon","target",4,4,"bird","animal","bookcase","distrClass3",2,3,NA,"furniture","firetruck","distrClass3",3,2,NA,"vehicle",1,1,0,"bird","","1450000000000","bird",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"pigeon",NA,NA,NA,NA,NA,""
"786",893,"6456-4",1.45e+12,31,"subSuperTrial","distr33","eagle","target",4,4,"bird","animal","chips","distrClass3",3,2,NA,"snack","firetruck","distrClass3",2,3,NA,"vehicle",1,1,0,"bird","","1450000000000","bird",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"eagle",NA,NA,NA,NA,NA,""
"787",894,"3158-b",1.45e+12,30,"subSuperTrial","distr33","sunflower","target",4,2,"flower","plant","cow","distrClass3",3,4,NA,"animal","firetruck","distrClass3",2,3,NA,"vehicle",1,1,0,"flower","","1450000000000","flower",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"sunflower",NA,NA,NA,NA,NA,""
"788",895,"0198-d",1.45e+12,69,"subSuperTrial","distr33","skittles","target",4,2,"candy","snack","squirrel","distrClass3",3,3,NA,"animal","firetruck","distrClass3",2,4,NA,"vehicle",1,1,0,"candy","","1450000000000","candy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"skittles",NA,NA,NA,NA,NA,""
"789",896,"4452-5",1.45e+12,19,"subSuperTrial","distr33","hummingBird","target",3,4,"bird","animal","train","distrClass3",4,3,NA,"vehicle","firetruck","distrClass3",2,2,NA,"vehicle",1,1,0,"bird","","1450000000000","bird",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"hummingBird",NA,NA,NA,NA,NA,""
"790",897,"4452-5",1.45e+12,8,"subSuperTrial","distr33","skittles","target",2,4,"candy","snack","bathrobe","distrClass3",4,2,NA,"clothing","gloves","distrClass3",3,3,NA,"clothing",1,1,0,"skittles","","1450000000000","skittles",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"skittles",NA,NA,NA,NA,NA,""
"791",898,"9807-5",1.45e+12,17,"subSuperTrial","distr33","dalmatian","target",2,3,"dog","animal","ambulance","distrClass3",4,4,NA,"vehicle","gloves","distrClass3",3,2,NA,"clothing",1,1,0,"dog","","1450000000000","dog",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"dalmatian",NA,NA,NA,NA,NA,""
"792",899,"4452-5",1.45e+12,35,"subSuperTrial","distr33","clownFish","target",2,2,"fish","animal","socks","distrClass3",3,4,NA,"clothing","gloves","distrClass3",4,3,NA,"clothing",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"clownFish",NA,NA,NA,NA,NA,""
"793",900,"9551-7",1.45e+12,3,"subSuperTrial","distr33","skittles","target",2,2,"candy","snack","bookcase","distrClass3",3,3,NA,"furniture","gloves","distrClass3",4,4,NA,"clothing",1,1,0,"it's candy","","1450000000000","it's candy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"skittles",NA,NA,NA,NA,NA,""
"795",904,"8286-0",1.45e+12,24,"subSuperTrial","distr33","grizzlyBear","target",2,4,"bear","animal","train","distrClass3",4,3,NA,"vehicle","grasses","distrClass3",3,2,NA,"plant",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"grizzlyBear",NA,NA,NA,NA,NA,""
"796",905,"6456-4",1.45e+12,67,"subSuperTrial","distr33","minivan","target",3,3,"car","vehicle","bathrobe","distrClass3",2,4,NA,"clothing","horse","distrClass3",4,2,NA,"animal",1,1,0,"car","","1450000000000","car",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"minivan",NA,NA,NA,NA,NA,""
"797",906,"1223-7",1.45e+12,10,"subSuperTrial","distr33","hawaiiShirt","target",2,2,"shirt","clothing","pig","distrClass3",4,3,NA,"animal","horse","distrClass3",3,4,NA,"animal",1,1,0,"The blue shirt","","1450000000000","The blue shirt",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,"hawaiiShirt",NA,NA,NA,NA,NA,""
"798",907,"5934-3",1.45e+12,69,"subSuperTrial","distr33","skittles","target",2,3,"candy","snack","ambulance","distrClass3",4,2,NA,"vehicle","iguana","distrClass3",3,4,NA,"animal",1,1,0,"skittles","","1450000000000","skittles",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"skittles",NA,NA,NA,NA,NA,""
"799",908,"8258-f",1.45e+12,8,"subSuperTrial","distr33","sunflower","target",2,2,"flower","plant","dress","distrClass3",4,3,NA,"clothing","iguana","distrClass3",3,4,NA,"animal",1,1,0,"flower","","1450000000000","flower",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"sunflower",NA,NA,NA,NA,NA,""
"800",909,"8430-f",1.45e+12,4,"subSuperTrial","distr33","convertible","target",4,2,"car","vehicle","grasses","distrClass3",2,3,NA,"plant","iguana","distrClass3",3,4,NA,"animal",1,1,0,"car","","1450000000000","car",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"convertible",NA,NA,NA,NA,NA,""
"801",910,"0198-d",1.45e+12,68,"subSuperTrial","distr33","sunflower","target",3,3,"flower","plant","cookies","distrClass3",4,2,NA,"snack","iguana","distrClass3",2,4,NA,"animal",1,1,0,"flower","","1450000000000","flower",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"sunflower",NA,NA,NA,NA,NA,""
"802",911,"1223-7",1.45e+12,33,"subSuperTrial","distr33","pigeon","target",3,3,"bird","animal","bed","distrClass3",2,4,NA,"furniture","ivy","distrClass3",4,2,NA,"plant",1,1,0,"pigeon","","1450000000000","pigeon",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"pigeon",NA,NA,NA,NA,NA,""
"803",912,"0198-d",1.45e+12,29,"subSuperTrial","distr33","clownFish","target",2,2,"fish","animal","bed","distrClass3",3,3,NA,"furniture","ivy","distrClass3",4,4,NA,"plant",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"clownFish",NA,NA,NA,NA,NA,""
"804",913,"5628-2",1.45e+12,72,"subSuperTrial","distr33","poloShirt","target",2,3,"shirt","clothing","crocodile","distrClass3",3,4,NA,"animal","ivy","distrClass3",4,2,NA,"plant",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"poloShirt",NA,NA,NA,NA,NA,""
"805",914,"5975-e",1.45e+12,31,"subSuperTrial","distr33","catfish","target",3,4,"fish","animal","firetruck","distrClass3",4,3,NA,"vehicle","ivy","distrClass3",2,2,NA,"plant",1,1,0,"catfish","","1450000000000","catfish",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"catfish",NA,NA,NA,NA,NA,""
"806",915,"2195-2",1.45e+12,8,"subSuperTrial","distr33","eagle","target",2,3,"bird","animal","ivy","distrClass3",4,2,NA,"plant","ivy","distrClass3",3,4,NA,"plant",1,1,0,"EAGLE","","1450000000000","EAGLE",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"eagle",NA,NA,NA,NA,NA,""
"807",916,"8258-f",1.45e+12,4,"subSuperTrial","distr33","grizzlyBear","target",3,3,"bear","animal","pottedPlant","distrClass3",2,2,NA,"plant","ivy","distrClass3",4,4,NA,"plant",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"grizzlyBear",NA,NA,NA,NA,NA,""
"808",917,"1223-7",1.45e+12,45,"subSuperTrial","distr33","suv","target",4,3,"car","vehicle","sheep","distrClass3",3,4,NA,"animal","ivy","distrClass3",2,2,NA,"plant",1,1,0,"car","","1450000000000","car",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"suv",NA,NA,NA,NA,NA,""
"809",918,"3293-5",1.45e+12,63,"subSuperTrial","distr33","husky","target",3,3,"dog","animal","chips","distrClass3",2,4,NA,"snack","ivy","distrClass3",4,2,NA,"plant",1,1,0,"dog","","1450000000000","dog",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"husky",NA,NA,NA,NA,NA,""
"811",921,"8430-f",1.45e+12,32,"subSuperTrial","distr33","gummyBears","target",2,3,"candy","snack","wardrobe","distrClass3",4,2,NA,"furniture","ivy","distrClass3",3,4,NA,"plant",1,1,0,"bears","","1450000000000","bears",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,"gummyBears",NA,NA,NA,NA,NA,""
"812",922,"8258-f",1.45e+12,53,"subSuperTrial","distr33","minivan","target",4,3,"car","vehicle","cow","distrClass3",3,2,NA,"animal","ivy","distrClass3",2,4,NA,"plant",2,2,0,"ban___van","","1449254751102___1449254752021","ban",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,"minivan",NA,NA,NA,NA,NA,""
"813",923,"2919-a",1.45e+12,14,"subSuperTrial","distr33","minivan","target",4,3,"car","vehicle","lamp","distrClass3",2,2,NA,"furniture","ivy","distrClass3",3,4,NA,"plant",1,1,0,"minivan","","1450000000000","minivan",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"minivan",NA,NA,NA,NA,NA,""
"814",924,"9551-7",1.45e+12,69,"subSuperTrial","distr33","coffeeTable","target",4,3,"table","furniture","dress","distrClass3",2,2,NA,"clothing","kitten","distrClass3",3,4,NA,"animal",1,1,0,"table","","1450000000000","table",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"coffeeTable",NA,NA,NA,NA,NA,""
"815",925,"8684-3",1.45e+12,6,"subSuperTrial","distr33","coffeeTable","target",3,4,"table","furniture","motorcycle","distrClass3",2,2,NA,"vehicle","kitten","distrClass3",4,3,NA,"animal",1,1,0,"furniture","","1450000000000","furniture",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,"coffeeTable",NA,NA,NA,NA,NA,""
"816",926,"3293-5",1.45e+12,17,"subSuperTrial","distr33","hawaiiShirt","target",3,2,"shirt","clothing","ivy","distrClass3",2,3,NA,"plant","kitten","distrClass3",4,4,NA,"animal",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"hawaiiShirt",NA,NA,NA,NA,NA,""
"817",927,"5512-7",1.45e+12,18,"subSuperTrial","distr33","goldFish","target",4,2,"fish","animal","ambulance","distrClass3",2,3,NA,"vehicle","lamp","distrClass3",3,4,NA,"furniture",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"goldFish",NA,NA,NA,NA,NA,""
"818",928,"7830-a",1.45e+12,71,"subSuperTrial","distr33","eagle","target",3,3,"bird","animal","bathrobe","distrClass3",4,4,NA,"clothing","lamp","distrClass3",2,2,NA,"furniture",1,1,0,"eagle","","1450000000000","eagle",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"eagle",NA,NA,NA,NA,NA,""
"819",929,"4517-f",1.45e+12,16,"subSuperTrial","distr33","suv","target",2,4,"car","vehicle","elephant","distrClass3",4,2,NA,"animal","lobster","distrClass3",3,3,NA,"animal",1,1,0,"white car","","1450000000000","white car",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"suv",NA,NA,NA,NA,NA,""
"820",931,"7111-e",1.45e+12,34,"subSuperTrial","distr33","hawaiiShirt","target",2,3,"shirt","clothing","chick","distrClass3",4,2,NA,"animal","lobster","distrClass3",3,4,NA,"animal",1,1,0,"hawaii","","1450000000000","hawaii",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,"hawaiiShirt",NA,NA,NA,NA,NA,""
"821",932,"3293-5",1.45e+12,55,"subSuperTrial","distr33","grizzlyBear","target",2,2,"bear","animal","chips","distrClass3",4,3,NA,"snack","motorcycle","distrClass3",3,4,NA,"vehicle",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"grizzlyBear",NA,NA,NA,NA,NA,""
"822",933,"9551-7",1.45e+12,43,"subSuperTrial","distr33","swordFish","target",4,3,"fish","animal","cookies","distrClass3",2,4,NA,"snack","motorcycle","distrClass3",3,2,NA,"vehicle",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"swordFish",NA,NA,NA,NA,NA,""
"823",934,"5512-7",1.45e+12,66,"subSuperTrial","distr33","eagle","target",4,2,"bird","animal","socks","distrClass3",2,3,NA,"clothing","motorcycle","distrClass3",3,4,NA,"vehicle",1,1,0,"bird","","1450000000000","bird",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"eagle",NA,NA,NA,NA,NA,""
"824",935,"8430-f",1.45e+12,56,"subSuperTrial","distr33","poloShirt","target",2,2,"shirt","clothing","firetruck","distrClass3",3,3,NA,"vehicle","pig","distrClass3",4,4,NA,"animal",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"poloShirt",NA,NA,NA,NA,NA,""
"825",936,"9807-5",1.45e+12,68,"subSuperTrial","distr33","daisy","target",2,2,"flower","plant","bison","distrClass3",3,4,NA,"animal","popcorn","distrClass3",4,3,NA,"snack",1,1,0,"flower","","1450000000000","flower",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"daisy",NA,NA,NA,NA,NA,""
"826",937,"4452-5",1.45e+12,68,"subSuperTrial","distr33","pigeon","target",2,3,"bird","animal","popcorn","distrClass3",3,4,NA,"snack","popcorn","distrClass3",4,2,NA,"snack",1,1,0,"bird","","1450000000000","bird",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"pigeon",NA,NA,NA,NA,NA,""
"827",938,"3695-5",1.45e+12,46,"subSuperTrial","distr33","blackBear","target",3,4,"bear","animal","wardrobe","distrClass3",4,3,NA,"furniture","popcorn","distrClass3",2,2,NA,"snack",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"blackBear",NA,NA,NA,NA,NA,""
"828",939,"5512-7",1.45e+12,53,"subSuperTrial","distr33","polarBear","target",4,3,"bear","animal","bathrobe","distrClass3",2,4,NA,"clothing","pottedPlant","distrClass3",3,2,NA,"plant",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"polarBear",NA,NA,NA,NA,NA,""
"829",940,"1223-7",1.45e+12,54,"subSuperTrial","distr33","convertible","target",4,3,"car","vehicle","chick","distrClass3",2,4,NA,"animal","pottedPlant","distrClass3",3,2,NA,"plant",1,1,0,"silver car","","1450000000000","silver car",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"convertible",NA,NA,NA,NA,NA,""
"830",941,"6456-4",1.45e+12,47,"subSuperTrial","distr33","picnicTable","target",3,3,"table","furniture","grasses","distrClass3",2,4,NA,"plant","pottedPlant","distrClass3",4,2,NA,"plant",1,1,0,"table","","1450000000000","table",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"picnicTable",NA,NA,NA,NA,NA,""
"831",942,"3158-b",1.45e+12,33,"subSuperTrial","distr33","clownFish","target",3,3,"fish","animal","bathrobe","distrClass3",2,2,NA,"clothing","pretzels","distrClass3",4,4,NA,"snack",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"clownFish",NA,NA,NA,NA,NA,""
"833",944,"6456-4",1.45e+12,6,"subSuperTrial","distr33","parrot","target",4,4,"bird","animal","lamp","distrClass3",2,3,NA,"furniture","pretzels","distrClass3",3,2,NA,"snack",1,1,0,"bird","","1450000000000","bird",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"parrot",NA,NA,NA,NA,NA,""
"834",945,"4393-a",1.45e+12,58,"subSuperTrial","distr33","dalmatian","target",4,4,"dog","animal","pretzels","distrClass3",3,3,NA,"snack","pretzels","distrClass3",2,2,NA,"snack",1,1,0,"dog","","1450000000000","dog",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"dalmatian",NA,NA,NA,NA,NA,""
"836",947,"4393-a",1.45e+12,10,"subSuperTrial","distr33","grizzlyBear","target",4,2,"bear","animal","lamp","distrClass3",2,3,NA,"furniture","pretzels","distrClass3",3,4,NA,"snack",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"grizzlyBear",NA,NA,NA,NA,NA,""
"837",948,"2919-a",1.45e+12,64,"subSuperTrial","distr33","picnicTable","target",3,3,"table","furniture","firetruck","distrClass3",2,4,NA,"vehicle","pretzels","distrClass3",4,2,NA,"snack",1,1,0,"table","","1450000000000","table",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"picnicTable",NA,NA,NA,NA,NA,""
"838",949,"8430-f",1.45e+12,37,"subSuperTrial","distr33","coffeeTable","target",3,3,"table","furniture","lion","distrClass3",4,4,NA,"animal","pretzels","distrClass3",2,2,NA,"snack",1,1,0,"desk","","1450000000000","desk",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"coffeeTable",NA,NA,NA,NA,NA,""
"839",950,"5076-0",1.45e+12,3,"subSuperTrial","distr33","coffeeTable","target",4,2,"table","furniture","gloves","distrClass3",2,3,NA,"clothing","rabbit","distrClass3",3,4,NA,"animal",1,1,0,"It is a piece of furniture","","1450000000000","It is a piece of furniture",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,"coffeeTable",NA,NA,NA,NA,NA,""
"840",951,"3158-b",1.45e+12,55,"subSuperTrial","distr33","sportsCar","target",4,2,"car","vehicle","lamp","distrClass3",3,3,NA,"furniture","rabbit","distrClass3",2,4,NA,"animal",1,1,0,"car","","1450000000000","car",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"sportsCar",NA,NA,NA,NA,NA,""
"842",953,"6456-4",1.45e+12,34,"subSuperTrial","distr33","coffeeTable","target",2,4,"table","furniture","bison","distrClass3",4,3,NA,"animal","rhino","distrClass3",3,2,NA,"animal",1,1,0,"table","","1450000000000","table",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"coffeeTable",NA,NA,NA,NA,NA,""
"843",954,"5512-7",1.45e+12,46,"subSuperTrial","distr33","skittles","target",4,3,"candy","snack","rosemary","distrClass3",3,2,NA,"plant","rhino","distrClass3",2,4,NA,"animal",1,1,0,"candy","","1450000000000","candy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"skittles",NA,NA,NA,NA,NA,""
"844",955,"4842-f",1.45e+12,27,"subSuperTrial","distr33","convertible","target",4,3,"car","vehicle","elephant","distrClass3",3,4,NA,"animal","rhino","distrClass3",2,2,NA,"animal",1,1,0,"cruiser","","1450000000000","cruiser",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"convertible",NA,NA,NA,NA,NA,""
"845",956,"9807-5",1.45e+12,72,"subSuperTrial","distr33","mnMs","target",4,4,"candy","snack","rabbit","distrClass3",2,3,NA,"animal","rhino","distrClass3",3,2,NA,"animal",1,1,0,"candy","","1450000000000","candy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"mnMs",NA,NA,NA,NA,NA,""
"846",957,"4517-f",1.45e+12,15,"subSuperTrial","distr33","pigeon","target",3,4,"bird","animal","grasses","distrClass3",2,2,NA,"plant","rosemary","distrClass3",4,3,NA,"plant",1,1,0,"bird","","1450000000000","bird",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"pigeon",NA,NA,NA,NA,NA,""
"847",958,"3695-5",1.45e+12,57,"subSuperTrial","distr33","hawaiiShirt","target",4,4,"shirt","clothing","horse","distrClass3",3,3,NA,"animal","rosemary","distrClass3",2,2,NA,"plant",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"hawaiiShirt",NA,NA,NA,NA,NA,""
"848",959,"4393-a",1.45e+12,41,"subSuperTrial","distr33","picnicTable","target",4,4,"table","furniture","motorcycle","distrClass3",3,3,NA,"vehicle","rosemary","distrClass3",2,2,NA,"plant",1,1,0,"table","","1450000000000","table",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"picnicTable",NA,NA,NA,NA,NA,""
"849",960,"5934-3",1.45e+12,58,"subSuperTrial","distr33","dalmatian","target",3,4,"dog","animal","chips","distrClass3",4,3,NA,"snack","rosemary","distrClass3",2,2,NA,"plant",1,1,0,"dalmatian","","1450000000000","dalmatian",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"dalmatian",NA,NA,NA,NA,NA,""
"850",961,"8430-f",1.45e+12,46,"subSuperTrial","distr33","blackBear","target",3,2,"bear","animal","firetruck","distrClass3",4,3,NA,"vehicle","rosemary","distrClass3",2,4,NA,"plant",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"blackBear",NA,NA,NA,NA,NA,""
"851",962,"5239-5",1.45e+12,22,"subSuperTrial","distr33","hawaiiShirt","target",3,4,"shirt","clothing","bison","distrClass3",2,3,NA,"animal","sheep","distrClass3",4,2,NA,"animal",1,1,0,"blue shirt","","1450000000000","blue shirt",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"hawaiiShirt",NA,NA,NA,NA,NA,""
