"","gameid","time","roundNum","trialType","context","nameClickedObj","targetStatusClickedObj","spLocsClickedObj","lisLocsClickedObj","alt1Name","alt1TargetStatus","alt1SpLocs","alt1LisLocs","alt2Name","alt2TargetStatus","alt2SpLocs","alt2LisLocs","numMessages","numSMessages","numLMessages","speakerMessages","listenerMessages","messageTimeStamps","refExp","colorMentioned","typeMentioned","clickedType","clickedColor","NormedTypicality","binaryTypicality","ColorMentioned","CleanedResponse","ItemMentioned","CatMentioned","UtteranceType","Color","ColorAndType","Type","ColorAndCat","Cat","Other","Item","Half"
"112","4041-d",1479400313250,49,"apple","overinformative","apple_blue","target",4,3,"pear_yellow","distractor",3,2,"tomato_red","distractor",2,4,1,1,0,"blue","","1479400312071","blue","True","False","apple","blue",0.0285185185185185,"atypical",TRUE,"blue",FALSE,FALSE,"color",1,0,0,0,0,0,"apple",2
"113","4041-d",1479400318320,50,"banana","overinformative-cc","banana_brown","target",3,3,"cup_brown","distractor",4,4,"avocado_green","distractor",2,2,1,1,0,"banana","","1479400317177","banana","False","True","banana","brown",0.2796,"atypical",FALSE,"bananaa",TRUE,FALSE,"type",0,0,1,0,0,0,"banana",2
"114","4041-d",1479400326100,51,"tomato","overinformative-cc","tomato_pink","target",2,2,"cup_pink","distractor",4,4,"banana_yellow","distractor",3,3,1,1,0,"tomato","","1479400324377","tomato","False","True","tomato","pink",0.0408,"atypical",FALSE,"tomato",TRUE,FALSE,"type",0,0,1,0,0,0,"tomato",2
"115","4041-d",1479400330889,52,"avocado","informative","avocado_black","target",4,3,"carrot_orange","distractor",3,2,"avocado_green","distractor",2,4,1,1,0,"black","","1479400329588","black","True","False","avocado","black",0.556666666666667,"typical",TRUE,"black",FALSE,FALSE,"color",1,0,0,0,0,0,"avocado",2
"116","4041-d",1479400336473,53,"apple","informative","apple_red","target",3,3,"carrot_pink","distractor",4,4,"apple_green","distractor",2,2,1,1,0,"red","","1479400335221","red","True","False","apple","red",0.919259259259259,"typical",TRUE,"red",FALSE,FALSE,"color",1,0,0,0,0,0,"apple",2
"117","4041-d",1479400341399,54,"tomato","overinformative-cc","tomato_red","target",2,2,"banana_blue","distractor",4,4,"cup_red","distractor",3,3,1,1,0,"tomato","","1479400340137","tomato","False","True","tomato","red",0.92962962962963,"typical",FALSE,"tomato",TRUE,FALSE,"type",0,0,1,0,0,0,"tomato",2
"118","4041-d",1479400348344,55,"tomato","overinformative","tomato_green","target",2,2,"banana_blue","distractor",3,4,"banana_yellow","distractor",4,3,1,1,0,"tomato","","1479400346674","tomato","False","True","tomato","green",0.513571428571429,"typical",FALSE,"tomato",TRUE,FALSE,"type",0,0,1,0,0,0,"tomato",2
"119","4041-d",1479400353208,56,"pepper","overinformative","pepper_red","target",2,3,"apple_green","distractor",3,4,"carrot_purple","distractor",4,2,1,1,0,"red","","1479400351761","red","True","False","pepper","red",0.938846153846154,"typical",TRUE,"red",FALSE,FALSE,"color",1,0,0,0,0,0,"pepper",2
"120","4041-d",1479400359465,57,"apple","overinformative-cc","apple_blue","target",2,4,"cup_blue","distractor",4,2,"pear_orange","distractor",3,3,1,1,0,"apple","","1479400357645","apple","False","True","apple","blue",0.0285185185185185,"atypical",FALSE,"apple",TRUE,FALSE,"type",0,0,1,0,0,0,"apple",2
"121","4041-d",1479400369985,58,"tomato","overinformative","tomato_pink","target",2,3,"pear_green","distractor",3,2,"banana_blue","distractor",4,4,1,1,0,"purple","","1479400366200","purple","False","False","tomato","pink",0.0408,"atypical",TRUE,"purple",FALSE,FALSE,"color",1,0,0,0,0,0,"tomato",2
"122","4041-d",1479400378688,59,"tomato","overinformative-cc","tomato_green","target",4,4,"avocado_red","distractor",2,2,"cup_green","distractor",3,3,1,1,0,"tomato","","1479400377057","tomato","False","True","tomato","green",0.513571428571429,"typical",FALSE,"tomato",TRUE,FALSE,"type",0,0,1,0,0,0,"tomato",2
"123","4041-d",1479400383432,60,"banana","overinformative","banana_yellow","target",2,3,"pepper_orange","distractor",4,2,"avocado_green","distractor",3,4,1,1,0,"banana","","1479400382076","banana","False","True","banana","yellow",0.961481481481481,"typical",FALSE,"bananaa",TRUE,FALSE,"type",0,0,1,0,0,0,"banana",2
"124","4041-d",1479400392408,61,"banana","overinformative-cc","banana_yellow","target",2,3,"cup_yellow","distractor",3,4,"tomato_pink","distractor",4,2,1,1,0,"banana","","1479400387175","banana","False","True","banana","yellow",0.961481481481481,"typical",FALSE,"bananaa",TRUE,FALSE,"type",0,0,1,0,0,0,"banana",2
"125","4041-d",1479400399791,62,"carrot","informative","carrot_orange","target",2,4,"apple_blue","distractor",3,3,"carrot_pink","distractor",4,2,1,1,0,"orange","","1479400397148","orange","True","False","carrot","orange",0.952173913043478,"typical",TRUE,"orange",FALSE,FALSE,"color",1,0,0,0,0,0,"carrot",2
"126","4041-d",1479400406985,63,"pepper","overinformative-cc","pepper_green","target",3,2,"carrot_pink","distractor",4,4,"cup_green","distractor",2,3,2,1,1,"peper","great job :)","1479400402059___1479400405337","peper","False","False","pepper","green",0.9128,"typical",FALSE,"pepper",TRUE,FALSE,"type",0,0,1,0,0,0,"pepper",2
"127","3377-8",1479402925794,1,"avocado","overinformative","avocado_green","target",2,2,"tomato_pink","distractor",4,4,"carrot_orange","distractor",3,3,1,1,0,"avocado","","1479402923806","avocado","False","True","avocado","green",0.863076923076923,"typical",FALSE,"avocado",TRUE,FALSE,"type",0,0,1,0,0,0,"avocado",1
"128","3377-8",1479402934709,2,"avocado","overinformative-cc","avocado_black","target",4,4,"apple_blue","distractor",3,2,"cup_black","distractor",2,3,1,1,0,"avocado","","1479402932820","avocado","False","True","avocado","black",0.556666666666667,"typical",FALSE,"avocado",TRUE,FALSE,"type",0,0,1,0,0,0,"avocado",1
"129","3377-8",1479402949842,3,"carrot","informative","carrot_pink","target",4,3,"apple_green","distractor",2,2,"carrot_purple","distractor",3,4,1,1,0,"purple carrot ","","1479402945852","purple carrot ","False","True","carrot","pink",0.0828571428571429,"atypical",TRUE,"purple carrot ",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"carrot",1
"130","3377-8",1479402958729,4,"carrot","overinformative-cc","carrot_orange","target",4,3,"cup_orange","distractor",2,2,"avocado_red","distractor",3,4,1,1,0,"carrot ","","1479402957011","carrot ","False","True","carrot","orange",0.952173913043478,"typical",FALSE,"carrot ",TRUE,FALSE,"type",0,0,1,0,0,0,"carrot",1
"131","3377-8",1479402964950,5,"apple","overinformative-cc","apple_blue","target",3,4,"carrot_orange","distractor",2,2,"cup_blue","distractor",4,3,1,1,0,"apple","","1479402963186","apple","False","True","apple","blue",0.0285185185185185,"atypical",FALSE,"apple",TRUE,FALSE,"type",0,0,1,0,0,0,"apple",1
"132","3377-8",1479402973098,6,"pepper","overinformative-cc","pepper_red","target",4,2,"cup_red","distractor",3,4,"carrot_purple","distractor",2,3,1,1,0,"pepper ","","1479402971462","pepper ","False","True","pepper","red",0.938846153846154,"typical",FALSE,"pepper ",TRUE,FALSE,"type",0,0,1,0,0,0,"pepper",1
"133","3377-8",1479402979672,7,"banana","overinformative","banana_brown","target",4,2,"carrot_orange","distractor",2,4,"avocado_green","distractor",3,3,1,1,0,"banana","","1479402977315","banana","False","True","banana","brown",0.2796,"atypical",FALSE,"bananaa",TRUE,FALSE,"type",0,0,1,0,0,0,"banana",1
"134","3377-8",1479402985340,8,"apple","overinformative","apple_green","target",2,3,"banana_yellow","distractor",4,2,"tomato_red","distractor",3,4,1,1,0,"apple","","1479402983917","apple","False","True","apple","green",0.8672,"typical",FALSE,"apple",TRUE,FALSE,"type",0,0,1,0,0,0,"apple",1
"135","3377-8",1479402999923,9,"tomato","informative","tomato_pink","target",2,4,"tomato_green","distractor",3,3,"apple_blue","distractor",4,2,1,1,0,"pink tomato ","","1479402997835","pink tomato ","True","True","tomato","pink",0.0408,"atypical",TRUE,"pink tomato ",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"tomato",1
"136","3377-8",1479403007405,10,"tomato","overinformative","tomato_red","target",2,3,"pepper_green","distractor",3,4,"banana_blue","distractor",4,2,1,1,0,"tomato","","1479403005743","tomato","False","True","tomato","red",0.92962962962963,"typical",FALSE,"tomato",TRUE,FALSE,"type",0,0,1,0,0,0,"tomato",1
"137","3377-8",1479403013669,11,"tomato","informative","tomato_green","target",3,2,"pepper_orange","distractor",4,3,"tomato_pink","distractor",2,4,1,1,0,"green","","1479403012237","green","True","False","tomato","green",0.513571428571429,"typical",TRUE,"green",FALSE,FALSE,"color",1,0,0,0,0,0,"tomato",1
"138","3377-8",1479403019594,12,"banana","overinformative-cc","banana_blue","target",3,2,"carrot_purple","distractor",2,4,"cup_blue","distractor",4,3,1,1,0,"banana","","1479403018150","banana","False","True","banana","blue",0.0219230769230769,"atypical",FALSE,"bananaa",TRUE,FALSE,"type",0,0,1,0,0,0,"banana",1
"139","3377-8",1479403025938,13,"banana","informative","banana_yellow","target",2,4,"banana_brown","distractor",3,3,"pear_green","distractor",4,2,1,1,0,"yellow","","1479403024078","yellow","True","False","banana","yellow",0.961481481481481,"typical",TRUE,"yellow",FALSE,FALSE,"color",1,0,0,0,0,0,"banana",1
"140","3377-8",1479403033434,14,"pepper","informative","pepper_orange","target",2,2,"pepper_red","distractor",3,4,"banana_blue","distractor",4,3,1,1,0,"orange","","1479403031611","orange","True","False","pepper","orange",0.514074074074074,"typical",TRUE,"orange",FALSE,FALSE,"color",1,0,0,0,0,0,"pepper",1
"141","3377-8",1479403048956,15,"avocado","informative","avocado_red","target",4,2,"pepper_orange","distractor",3,4,"avocado_green","distractor",2,3,1,1,0,"brown avocado","","1479403046604","brown avocado","False","True","avocado","red",0.33037037037037,"atypical",TRUE,"brown avocado",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"avocado",1
"142","3377-8",1479403054714,16,"pepper","overinformative-cc","pepper_orange","target",4,2,"cup_orange","distractor",3,4,"banana_blue","distractor",2,3,1,1,0,"pepper","","1479403053184","pepper","False","True","pepper","orange",0.514074074074074,"typical",FALSE,"pepper",TRUE,FALSE,"type",0,0,1,0,0,0,"pepper",1
"143","3377-8",1479403060845,17,"pear","overinformative","pear_yellow","target",4,4,"avocado_red","distractor",3,3,"apple_green","distractor",2,2,1,1,0,"pear","","1479403059077","pear","False","True","pear","yellow",0.766923076923077,"typical",FALSE,"pear",TRUE,FALSE,"type",0,0,1,0,0,0,"pear",1
"144","3377-8",1479403066705,18,"pepper","overinformative","pepper_red","target",2,4,"tomato_green","distractor",4,2,"avocado_green","distractor",3,3,1,1,0,"red","","1479403065123","red","True","False","pepper","red",0.938846153846154,"typical",TRUE,"red",FALSE,FALSE,"color",1,0,0,0,0,0,"pepper",1
"145","3377-8",1479403073177,19,"pear","overinformative-cc","pear_orange","target",4,2,"avocado_black","distractor",3,4,"cup_orange","distractor",2,3,1,1,0,"pear","","1479403071769","pear","False","True","pear","orange",0.193103448275862,"atypical",FALSE,"pear",TRUE,FALSE,"type",0,0,1,0,0,0,"pear",1
"146","3377-8",1479403078031,20,"pear","overinformative-cc","pear_green","target",4,4,"cup_green","distractor",3,2,"apple_blue","distractor",2,3,1,1,0,"pear","","1479403076544","pear","False","True","pear","green",0.869583333333333,"typical",FALSE,"pear",TRUE,FALSE,"type",0,0,1,0,0,0,"pear",1
"147","3377-8",1479403084546,21,"carrot","overinformative","carrot_purple","target",2,4,"tomato_green","distractor",3,3,"avocado_black","distractor",4,2,1,1,0,"carrot","","1479403083069","carrot","False","True","carrot","purple",0.08,"atypical",FALSE,"carrot",TRUE,FALSE,"type",0,0,1,0,0,0,"carrot",1
"148","3377-8",1479403089835,22,"pepper","informative","pepper_green","target",4,3,"pepper_orange","distractor",2,2,"pear_yellow","distractor",3,4,1,1,0,"green","","1479403088420","green","True","False","pepper","green",0.9128,"typical",TRUE,"green",FALSE,FALSE,"color",1,0,0,0,0,0,"pepper",1
"149","3377-8",1479403095353,23,"apple","overinformative","apple_red","target",2,4,"avocado_green","distractor",3,3,"pear_orange","distractor",4,2,1,1,0,"apple","","1479403093487","apple","False","True","apple","red",0.919259259259259,"typical",FALSE,"apple",TRUE,FALSE,"type",0,0,1,0,0,0,"apple",1
"150","3377-8",1479403101094,24,"pear","overinformative","pear_green","target",2,4,"banana_yellow","distractor",3,2,"apple_blue","distractor",4,3,1,1,0,"pear","","1479403099129","pear","False","True","pear","green",0.869583333333333,"typical",FALSE,"pear",TRUE,FALSE,"type",0,0,1,0,0,0,"pear",1
"151","3377-8",1479403107001,25,"banana","overinformative","banana_yellow","target",3,3,"avocado_red","distractor",2,4,"pear_green","distractor",4,2,1,1,0,"banana","","1479403104785","banana","False","True","banana","yellow",0.961481481481481,"typical",FALSE,"bananaa",TRUE,FALSE,"type",0,0,1,0,0,0,"banana",1
"153","3377-8",1479403118313,27,"tomato","informative","tomato_red","target",3,3,"avocado_black","distractor",2,2,"tomato_green","distractor",4,4,1,1,0,"red","","1479403116816","red","True","False","tomato","red",0.92962962962963,"typical",TRUE,"red",FALSE,FALSE,"color",1,0,0,0,0,0,"tomato",1
"154","3377-8",1479403123289,28,"banana","overinformative-cc","banana_yellow","target",2,4,"apple_blue","distractor",3,3,"cup_yellow","distractor",4,2,1,1,0,"banana","","1479403121921","banana","False","True","banana","yellow",0.961481481481481,"typical",FALSE,"bananaa",TRUE,FALSE,"type",0,0,1,0,0,0,"banana",2
"155","3377-8",1479403128872,29,"carrot","overinformative-cc","carrot_pink","target",3,2,"banana_brown","distractor",4,3,"cup_pink","distractor",2,4,1,1,0,"carrot","","1479403127407","carrot","False","True","carrot","pink",0.0828571428571429,"atypical",FALSE,"carrot",TRUE,FALSE,"type",0,0,1,0,0,0,"carrot",2
"156","3377-8",1479403133961,30,"pepper","overinformative","pepper_green","target",4,3,"pear_orange","distractor",2,4,"carrot_purple","distractor",3,2,1,1,0,"green","","1479403132806","green","True","False","pepper","green",0.9128,"typical",TRUE,"green",FALSE,FALSE,"color",1,0,0,0,0,0,"pepper",2
"157","3377-8",1479403140639,31,"carrot","overinformative","carrot_pink","target",4,3,"pepper_green","distractor",3,2,"avocado_black","distractor",2,4,1,1,0,"carrot","","1479403139221","carrot","False","True","carrot","pink",0.0828571428571429,"atypical",FALSE,"carrot",TRUE,FALSE,"type",0,0,1,0,0,0,"carrot",2
"158","3377-8",1479403147856,32,"tomato","overinformative-cc","tomato_red","target",2,2,"apple_green","distractor",3,3,"cup_red","distractor",4,4,1,1,0,"tomato","","1479403146535","tomato","False","True","tomato","red",0.92962962962963,"typical",FALSE,"tomato",TRUE,FALSE,"type",0,0,1,0,0,0,"tomato",2
"159","3377-8",1479403159252,33,"carrot","informative","carrot_orange","target",2,2,"tomato_pink","distractor",3,3,"carrot_purple","distractor",4,4,1,1,0,"orange","","1479403157458","orange","True","False","carrot","orange",0.952173913043478,"typical",TRUE,"orange",FALSE,FALSE,"color",1,0,0,0,0,0,"carrot",2
"160","3377-8",1479403166142,34,"avocado","overinformative-cc","avocado_green","target",2,2,"cup_green","distractor",3,4,"banana_yellow","distractor",4,3,1,1,0,"avocado","","1479403164823","avocado","False","True","avocado","green",0.863076923076923,"typical",FALSE,"avocado",TRUE,FALSE,"type",0,0,1,0,0,0,"avocado",2
"161","3377-8",1479403172530,35,"pear","informative","pear_yellow","target",2,3,"pear_orange","distractor",4,2,"apple_blue","distractor",3,4,1,1,0,"yellow","","1479403171179","yellow","True","False","pear","yellow",0.766923076923077,"typical",TRUE,"yellow",FALSE,FALSE,"color",1,0,0,0,0,0,"pear",2
"162","3377-8",1479403178593,36,"tomato","overinformative","tomato_green","target",2,4,"banana_blue","distractor",3,2,"carrot_pink","distractor",4,3,1,1,0,"green","","1479403176205","green","True","False","tomato","green",0.513571428571429,"typical",TRUE,"green",FALSE,FALSE,"color",1,0,0,0,0,0,"tomato",2
"163","3377-8",1479403183580,37,"apple","informative","apple_green","target",3,3,"avocado_black","distractor",4,2,"apple_red","distractor",2,4,1,1,0,"green","","1479403182334","green","True","False","apple","green",0.8672,"typical",TRUE,"green",FALSE,FALSE,"color",1,0,0,0,0,0,"apple",2
"164","3377-8",1479403190325,38,"apple","overinformative-cc","apple_green","target",4,4,"avocado_black","distractor",2,2,"cup_green","distractor",3,3,1,1,0,"apple","","1479403188975","apple","False","True","apple","green",0.8672,"typical",FALSE,"apple",TRUE,FALSE,"type",0,0,1,0,0,0,"apple",2
"165","3377-8",1479403199348,39,"carrot","informative","carrot_purple","target",4,3,"carrot_pink","distractor",3,4,"pepper_red","distractor",2,2,1,1,0,"black","","1479403197859","black","False","False","carrot","purple",0.08,"atypical",TRUE,"black",FALSE,FALSE,"color",1,0,0,0,0,0,"carrot",2
"166","3377-8",1479403204317,40,"apple","overinformative","apple_blue","target",3,4,"pear_yellow","distractor",2,3,"banana_yellow","distractor",4,2,1,1,0,"apple","","1479403202722","apple","False","True","apple","blue",0.0285185185185185,"atypical",FALSE,"apple",TRUE,FALSE,"type",0,0,1,0,0,0,"apple",2
"167","3377-8",1479403209645,41,"pear","informative","pear_green","target",3,2,"pear_orange","distractor",2,4,"avocado_red","distractor",4,3,1,1,0,"green","","1479403208194","green","True","False","pear","green",0.869583333333333,"typical",TRUE,"green",FALSE,FALSE,"color",1,0,0,0,0,0,"pear",2
"168","3377-8",1479403215045,42,"avocado","informative","avocado_green","target",3,4,"carrot_purple","distractor",2,2,"avocado_black","distractor",4,3,1,1,0,"green","","1479403213513","green","True","False","avocado","green",0.863076923076923,"typical",TRUE,"green",FALSE,FALSE,"color",1,0,0,0,0,0,"avocado",2
"169","3377-8",1479403220243,43,"carrot","overinformative","carrot_orange","target",4,4,"banana_yellow","distractor",2,2,"pear_yellow","distractor",3,3,1,1,0,"orange","","1479403219061","orange","True","False","carrot","orange",0.952173913043478,"typical",TRUE,"orange",FALSE,FALSE,"color",1,0,0,0,0,0,"carrot",2
"170","3377-8",1479403225494,44,"apple","informative","apple_blue","target",4,2,"apple_red","distractor",3,4,"pear_green","distractor",2,3,1,1,0,"blue","","1479403224082","blue","True","False","apple","blue",0.0285185185185185,"atypical",TRUE,"blue",FALSE,FALSE,"color",1,0,0,0,0,0,"apple",2
"171","3377-8",1479403229988,45,"apple","informative","apple_red","target",3,4,"banana_brown","distractor",4,3,"apple_blue","distractor",2,2,1,1,0,"red","","1479403228682","red","True","False","apple","red",0.919259259259259,"typical",TRUE,"red",FALSE,FALSE,"color",1,0,0,0,0,0,"apple",2
"172","3377-8",1479403236786,46,"apple","overinformative-cc","apple_red","target",2,2,"pear_orange","distractor",3,4,"cup_red","distractor",4,3,1,1,0,"apple","","1479403235522","apple","False","True","apple","red",0.919259259259259,"typical",FALSE,"apple",TRUE,FALSE,"type",0,0,1,0,0,0,"apple",2
"173","3377-8",1479403242961,47,"avocado","overinformative","avocado_red","target",3,3,"carrot_purple","distractor",2,4,"pepper_orange","distractor",4,2,1,1,0,"avocado","","1479403241463","avocado","False","True","avocado","red",0.33037037037037,"atypical",FALSE,"avocado",TRUE,FALSE,"type",0,0,1,0,0,0,"avocado",2
"174","3377-8",1479403247307,48,"banana","overinformative-cc","banana_brown","target",3,3,"avocado_red","distractor",2,4,"cup_brown","distractor",4,2,1,1,0,"banana","","1479403246037","banana","False","True","banana","brown",0.2796,"atypical",FALSE,"bananaa",TRUE,FALSE,"type",0,0,1,0,0,0,"banana",2
"175","3377-8",1479403252944,49,"carrot","overinformative-cc","carrot_purple","target",2,3,"tomato_pink","distractor",4,4,"cup_purple","distractor",3,2,1,1,0,"carrot","","1479403251730","carrot","False","True","carrot","purple",0.08,"atypical",FALSE,"carrot",TRUE,FALSE,"type",0,0,1,0,0,0,"carrot",2
"176","3377-8",1479403263104,50,"banana","informative","banana_brown","target",4,2,"banana_blue","distractor",3,4,"pear_green","distractor",2,3,1,1,0,"dark banana","","1479403261673","dark banana","False","True","banana","brown",0.2796,"atypical",TRUE,"dark bananaa",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"banana",2
"177","3377-8",1479403274337,51,"tomato","overinformative","tomato_pink","target",4,2,"pepper_red","distractor",3,3,"pear_green","distractor",2,4,1,1,0,"tomato","","1479403272142","tomato","False","True","tomato","pink",0.0408,"atypical",FALSE,"tomato",TRUE,FALSE,"type",0,0,1,0,0,0,"tomato",2
"178","3377-8",1479403283093,52,"pepper","overinformative-cc","pepper_green","target",2,4,"pear_orange","distractor",4,2,"cup_green","distractor",3,3,1,1,0,"pepper","","1479403281464","pepper","False","True","pepper","green",0.9128,"typical",FALSE,"pepper",TRUE,FALSE,"type",0,0,1,0,0,0,"pepper",2
"179","3377-8",1479403288760,53,"pepper","overinformative","pepper_orange","target",3,2,"avocado_black","distractor",4,3,"avocado_green","distractor",2,4,1,1,0,"pepper","","1479403287293","pepper","False","True","pepper","orange",0.514074074074074,"typical",FALSE,"pepper",TRUE,FALSE,"type",0,0,1,0,0,0,"pepper",2
"180","3377-8",1479403294860,54,"avocado","overinformative","avocado_black","target",2,4,"pear_green","distractor",3,2,"tomato_green","distractor",4,3,1,1,0,"avocado","","1479403293351","avocado","False","True","avocado","black",0.556666666666667,"typical",FALSE,"avocado",TRUE,FALSE,"type",0,0,1,0,0,0,"avocado",2
"181","3377-8",1479403302632,55,"pear","informative","pear_orange","target",4,3,"pepper_red","distractor",2,4,"pear_yellow","distractor",3,2,1,1,0,"orange","","1479403300653","orange","True","False","pear","orange",0.193103448275862,"atypical",TRUE,"orange",FALSE,FALSE,"color",1,0,0,0,0,0,"pear",2
"182","3377-8",1479403309968,56,"tomato","overinformative-cc","tomato_pink","target",2,4,"cup_pink","distractor",4,3,"banana_brown","distractor",3,2,1,1,0,"tomato","","1479403308512","tomato","False","True","tomato","pink",0.0408,"atypical",FALSE,"tomato",TRUE,FALSE,"type",0,0,1,0,0,0,"tomato",2
"183","3377-8",1479403314771,57,"banana","informative","banana_blue","target",3,3,"banana_yellow","distractor",2,2,"apple_red","distractor",4,4,1,1,0,"blue","","1479403313381","blue","True","False","banana","blue",0.0219230769230769,"atypical",TRUE,"blue",FALSE,FALSE,"color",1,0,0,0,0,0,"banana",2
"184","3377-8",1479403320368,58,"pear","overinformative-cc","pear_yellow","target",2,2,"cup_yellow","distractor",4,3,"pepper_green","distractor",3,4,1,1,0,"pear","","1479403318187","pear","False","True","pear","yellow",0.766923076923077,"typical",FALSE,"pear",TRUE,FALSE,"type",0,0,1,0,0,0,"pear",2
"185","3377-8",1479403330221,59,"avocado","informative","avocado_black","target",2,2,"tomato_pink","distractor",4,3,"avocado_green","distractor",3,4,1,1,0,"dark avocado","","1479403328470","dark avocado","False","True","avocado","black",0.556666666666667,"typical",TRUE,"dark avocado",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"avocado",2
"186","3377-8",1479403334833,60,"pepper","informative","pepper_red","target",2,3,"banana_yellow","distractor",4,4,"pepper_green","distractor",3,2,1,1,0,"red","","1479403333525","red","True","False","pepper","red",0.938846153846154,"typical",TRUE,"red",FALSE,FALSE,"color",1,0,0,0,0,0,"pepper",2
"187","3377-8",1479403340549,61,"avocado","overinformative-cc","avocado_red","target",4,3,"cup_red","distractor",3,2,"pear_yellow","distractor",2,4,1,1,0,"avocado","","1479403339146","avocado","False","True","avocado","red",0.33037037037037,"atypical",FALSE,"avocado",TRUE,FALSE,"type",0,0,1,0,0,0,"avocado",2
"188","3377-8",1479403347265,62,"tomato","overinformative-cc","tomato_green","target",2,3,"cup_green","distractor",3,4,"pepper_orange","distractor",4,2,1,1,0,"tomato","","1479403344896","tomato","False","True","tomato","green",0.513571428571429,"typical",FALSE,"tomato",TRUE,FALSE,"type",0,0,1,0,0,0,"tomato",2
"189","3377-8",1479403352617,63,"banana","overinformative","banana_blue","target",4,4,"pepper_green","distractor",2,3,"carrot_orange","distractor",3,2,1,1,0,"banana","","1479403350836","banana","False","True","banana","blue",0.0219230769230769,"atypical",FALSE,"bananaa",TRUE,FALSE,"type",0,0,1,0,0,0,"banana",2
"190","2430-2",1479409025676,1,"carrot","informative","carrot_purple","target",3,4,"carrot_orange","distractor",2,2,"apple_blue","distractor",4,3,1,1,0,"purple","","1479409023033","purple","True","False","carrot","purple",0.08,"atypical",TRUE,"purple",FALSE,FALSE,"color",1,0,0,0,0,0,"carrot",1
"191","2430-2",1479409031900,2,"avocado","overinformative","avocado_black","target",2,2,"banana_blue","distractor",3,4,"pear_orange","distractor",4,3,1,1,0,"black","","1479409030321","black","True","False","avocado","black",0.556666666666667,"typical",TRUE,"black",FALSE,FALSE,"color",1,0,0,0,0,0,"avocado",1
"192","2430-2",1479409036824,3,"banana","informative","banana_yellow","target",3,4,"carrot_pink","distractor",4,3,"banana_blue","distractor",2,2,1,1,0,"yellow","","1479409035537","yellow","True","False","banana","yellow",0.961481481481481,"typical",TRUE,"yellow",FALSE,FALSE,"color",1,0,0,0,0,0,"banana",1
"193","2430-2",1479409042394,4,"avocado","informative","avocado_red","target",4,3,"pepper_orange","distractor",3,4,"avocado_black","distractor",2,2,1,1,0,"red","","1479409041200","red","True","False","avocado","red",0.33037037037037,"atypical",TRUE,"red",FALSE,FALSE,"color",1,0,0,0,0,0,"avocado",1
"194","2430-2",1479409046975,5,"pepper","informative","pepper_green","target",4,3,"banana_yellow","distractor",3,2,"pepper_orange","distractor",2,4,1,1,0,"green","","1479409045885","green","True","False","pepper","green",0.9128,"typical",TRUE,"green",FALSE,FALSE,"color",1,0,0,0,0,0,"pepper",1
"195","2430-2",1479409056220,6,"pear","overinformative-cc","pear_green","target",4,4,"cup_green","distractor",3,3,"tomato_red","distractor",2,2,1,1,0,"pear","","1479409052500","pear","False","True","pear","green",0.869583333333333,"typical",FALSE,"pear",TRUE,FALSE,"type",0,0,1,0,0,0,"pear",1
"196","2430-2",1479409063170,7,"apple","overinformative-cc","apple_red","target",2,3,"cup_red","distractor",3,4,"pepper_orange","distractor",4,2,1,1,0,"apple red","","1479409060986","apple red","True","True","apple","red",0.919259259259259,"typical",TRUE,"apple red",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"apple",1
"197","2430-2",1479409070418,8,"banana","overinformative-cc","banana_brown","target",4,2,"avocado_red","distractor",3,4,"cup_brown","distractor",2,3,1,1,0,"brown banana","","1479409068362","brown banana","True","True","banana","brown",0.2796,"atypical",TRUE,"brown bananaa",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"banana",1
"198","2430-2",1479409077880,9,"avocado","overinformative-cc","avocado_green","target",2,3,"cup_green","distractor",4,2,"banana_brown","distractor",3,4,1,1,0,"green avocado","","1479409076372","green avocado","True","True","avocado","green",0.863076923076923,"typical",TRUE,"green avocado",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"avocado",1
"199","2430-2",1479409086095,10,"carrot","overinformative-cc","carrot_orange","target",4,4,"banana_yellow","distractor",3,2,"cup_orange","distractor",2,3,1,1,0,"or carrot","","1479409083506","or carrot","False","True","carrot","orange",0.952173913043478,"typical",FALSE,"or carrot",TRUE,FALSE,"type",0,0,1,0,0,0,"carrot",1
"200","2430-2",1479409092180,11,"tomato","overinformative-cc","tomato_red","target",4,2,"pear_yellow","distractor",3,3,"cup_red","distractor",2,4,1,1,0,"tomato","","1479409090763","tomato","False","True","tomato","red",0.92962962962963,"typical",FALSE,"tomato",TRUE,FALSE,"type",0,0,1,0,0,0,"tomato",1
"201","2430-2",1479409097100,12,"avocado","informative","avocado_black","target",3,3,"apple_blue","distractor",4,4,"avocado_red","distractor",2,2,1,1,0,"black","","1479409095510","black","True","False","avocado","black",0.556666666666667,"typical",TRUE,"black",FALSE,FALSE,"color",1,0,0,0,0,0,"avocado",1
