gameid, time, roundNum, condition, nameClickedObj, targetStatusClickedObj,correct, spLocsClickedObj, lisLocsClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs ,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,typeMentioned,otherFeatureMentioned,superclassMentioned,utteranceContracted,oneOrThingOrObjectMentioned,TheMentioned,clickedType,clickedSize,clickedColor,colorPrenominal,sizePrenominal,notes
6346-e,1.44796E+12,33,filler,trumpet,target,1,2,2,snowflake,distractor,3,3,bison,distractor,1,1,1,1,0,trumpet,,1.44796E+12,trumpet,FALSE,FALSE,TRUE,,,,,,trumpet,NA,NA,,,
6346-e,1.44796E+12,34,filler,watermelon,target,1,3,2,horse,distractor,2,1,lion,distractor,1,3,1,1,0,watermelon,,1.44796E+12,watermelon,FALSE,FALSE,TRUE,,,,,,watermelon,NA,NA,,,
6346-e,1.44796E+12,35,filler,dresser,target,1,1,3,television,distractor,2,1,raspberry,distractor,3,2,1,1,0,wooden drawers,,1.44796E+12,wooden drawers,FALSE,FALSE,FALSE,TRUE,,,,,dresser,NA,NA,,,
6346-e,1.44796E+12,36,filler,motorcycle,target,1,3,3,elephant,distractor,1,1,crocodile,distractor,2,2,1,1,0,motorcycle,,1.44796E+12,motorcycle,FALSE,FALSE,TRUE,,,,,,motorcycle,NA,NA,,,
6346-e,1.44796E+12,37,colorOnly,small_green_pepper,target,1,2,2,big_red_pepper,distractor,3,3,small_red_pepper,distractor,1,1,1,1,0,green pepper,,1.44796E+12,green pepper,FALSE,TRUE,TRUE,,,,,,pepper,small,green,,,
6346-e,1.44796E+12,38,filler,lime,target,1,2,1,tennisball,distractor,3,2,firetruck,distractor,1,3,1,1,0,lime,,1.44796E+12,lime,FALSE,FALSE,TRUE,,,,,,lime,NA,NA,,,
6346-e,1.44796E+12,39,colorOnly,small_red_bike,target,1,1,3,small_purple_bike,distractor,3,2,big_purple_bike,distractor,2,1,1,1,0,red bicycle,,1.44796E+12,red bicycle,FALSE,TRUE,TRUE,,,,,,bike,small,red,,,
6346-e,1.44796E+12,40,filler,rhinoceros,target,1,3,2,kiwi,distractor,1,1,tomato,distractor,2,3,1,1,0,rhino,,1.44796E+12,rhino,FALSE,FALSE,TRUE,,,TRUE,,,rhinoceros,NA,NA,,,
6346-e,1.44796E+12,41,filler,lime,target,1,1,1,violin,distractor,2,3,football,distractor,3,2,1,1,0,lime,,1.44796E+12,lime,FALSE,FALSE,TRUE,,,,,,lime,NA,NA,,,
6346-e,1.44796E+12,42,filler,schoolbus,target,1,3,3,hotdog,distractor,1,1,mailbox,distractor,2,2,1,1,0,bus,,1.44796E+12,bus,FALSE,FALSE,FALSE,,TRUE,TRUE,,,schoolbus,NA,NA,,,
6346-e,1.44796E+12,43,filler,lion,target,1,1,3,coconut,distractor,2,1,tomato,distractor,3,2,1,1,0,lion,,1.44796E+12,lion,FALSE,FALSE,TRUE,,,,,,lion,NA,NA,,,
6346-e,1.44796E+12,44,filler,bulldozer,target,1,3,3,car,distractor,2,1,tennisball,distractor,1,2,1,1,0,tractor,,1.44796E+12,tractor,FALSE,FALSE,TRUE,,,,,,bulldozer,NA,NA,,,
6346-e,1.44796E+12,45,filler,cherries,target,1,3,3,basketball,distractor,1,2,orange,distractor,2,1,1,1,0,cherries,,1.44796E+12,cherries,FALSE,FALSE,TRUE,,,,,,cherries,NA,NA,,,
6346-e,1.44796E+12,46,filler,bison,target,1,3,3,lion,distractor,2,1,fox,distractor,1,2,1,1,0,bison,,1.44796E+12,bison,FALSE,FALSE,TRUE,,,,,,bison,NA,NA,,,
6346-e,1.44796E+12,47,colorAndSize,small_pink_hairdryer,target,1,2,3,big_purple_hairdryer,distractor,1,1,big_purple_hairdryer,distractor,3,2,1,1,0,small pink one,,1.44796E+12,small pink one,TRUE,TRUE,FALSE,,,,TRUE,,hairdryer,small,pink,,,
6346-e,1.44796E+12,48,filler,bison,target,1,1,2,sheep,distractor,2,3,smokedetector,distractor,3,1,1,1,0,bison,,1.44796E+12,bison,FALSE,FALSE,TRUE,,,,,,bison,NA,NA,,,
6346-e,1.44796E+12,49,filler,clarinet,target,1,1,1,bulldozer,distractor,2,3,hotdog,distractor,3,2,1,1,0,musical instrument,,1.44796E+12,musical instrument,FALSE,FALSE,FALSE,,TRUE,,,,clarinet,NA,NA,,,
6346-e,1.44796E+12,50,colorOnly,small_white_weddingcake,target,1,1,1,small_pink_weddingcake,distractor,3,3,big_pink_weddingcake,distractor,2,2,1,1,0,white cake,,1.44796E+12,white cake,FALSE,TRUE,TRUE,,,,,,weddingcake,small,white,,,
6346-e,1.44796E+12,51,sizeOnly,big_red_chair,target,1,2,2,small_red_chair,distractor,3,3,small_green_chair,distractor,1,1,1,1,0,larger orange seat,,1.44796E+12,larger orange seat,TRUE,TRUE,TRUE,,,,,,chair,big,red,,,
6346-e,1.44796E+12,52,filler,ketchup,target,1,3,2,watermelon,distractor,2,3,dresser,distractor,1,1,1,1,0,ketchup,,1.44796E+12,ketchup,FALSE,FALSE,TRUE,,,,,,ketchup,NA,NA,,,
6346-e,1.44796E+12,53,colorAndSize,big_purple_ornament,target,1,3,2,small_blue_ornament,distractor,1,1,small_blue_ornament,distractor,2,3,1,1,0,purple ornament,,1.44796E+12,purple ornament,FALSE,TRUE,TRUE,,,,,,ornament,big,purple,,,
6346-e,1.44796E+12,54,filler,pumpkin,target,1,2,2,binoculars,distractor,3,1,fox,distractor,1,3,1,1,0,pumpkin,,1.44796E+12,pumpkin,FALSE,FALSE,TRUE,,,,,,pumpkin,NA,NA,,,
6346-e,1.44796E+12,55,filler,feather,target,1,3,1,smokedetector,distractor,2,2,eggplant,distractor,1,3,1,1,0,feather,,1.44796E+12,feather,FALSE,FALSE,TRUE,,,,,,feather,NA,NA,,,
6346-e,1.44796E+12,56,filler,flamingo,target,1,2,1,egg,distractor,3,2,coconut,distractor,1,3,1,1,0,flamingo,,1.44796E+12,flamingo,FALSE,FALSE,TRUE,,,,,,flamingo,NA,NA,,,
6346-e,1.44796E+12,57,filler,lobster,target,1,2,1,bulldozer,distractor,1,2,schoolbus,distractor,3,3,1,1,0,lobster,,1.44796E+12,lobster,FALSE,FALSE,TRUE,,,,,,lobster,NA,NA,,,
6346-e,1.44796E+12,58,filler,trumpet,target,1,3,2,feather,distractor,2,3,motorcycle,distractor,1,1,1,1,0,trumpet,,1.44796E+12,trumpet,FALSE,FALSE,TRUE,,,,,,trumpet,NA,NA,,,
6346-e,1.44796E+12,59,filler,cactus,target,1,3,1,mailbox,distractor,1,3,teddybear,distractor,2,2,1,1,0,cactus,,1.44796E+12,cactus,FALSE,FALSE,TRUE,,,,,,cactus,NA,NA,,,
6346-e,1.44796E+12,60,sizeOnly,small_pink_phone,target,1,2,1,big_white_phone,distractor,3,2,big_pink_phone,distractor,1,3,1,1,0,small pink phone,,1.44796E+12,small pink phone,TRUE,TRUE,TRUE,,,,,,phone,small,pink,,,
6346-e,1.44796E+12,61,filler,mailbox,target,1,2,2,lemon,distractor,1,1,feather,distractor,3,3,1,1,0,mailbox,,1.44796E+12,mailbox,FALSE,FALSE,TRUE,,,,,,mailbox,NA,NA,,,
6346-e,1.44796E+12,62,filler,orange,target,1,3,1,iguana,distractor,1,3,polarbear,distractor,2,2,1,1,0,orange,,1.44796E+12,orange,FALSE,FALSE,TRUE,,,,,,orange,NA,NA,,,
6346-e,1.44796E+12,63,colorAndSize,small_purple_billiardball,target,1,1,1,big_orange_billiardball,distractor,3,3,big_orange_billiardball,distractor,2,2,1,1,0,pink one,,1.44796E+12,pink one,FALSE,TRUE,FALSE,,,,TRUE,,billiardball,small,purple,,,
6346-e,1.44796E+12,64,filler,grapefruit,target,1,2,1,sheep,distractor,1,3,motorcycle,distractor,3,2,1,1,0,grapefruit,,1.44796E+12,grapefruit,FALSE,FALSE,TRUE,,,,,,grapefruit,NA,NA,,,
6346-e,1.44796E+12,65,filler,car,target,1,1,2,dresser,distractor,3,1,penguin,distractor,2,3,1,1,0,car,,1.44796E+12,car,FALSE,FALSE,TRUE,,,,,,car,NA,NA,,,
6346-e,1.44796E+12,66,filler,camera,target,1,3,3,orange,distractor,2,2,santahat,distractor,1,1,1,1,0,camera,,1.44796E+12,camera,FALSE,FALSE,TRUE,,,,,,camera,NA,NA,,,
6346-e,1.44796E+12,67,colorAndSize,small_black_turtle,target,1,1,2,big_brown_turtle,distractor,2,3,big_brown_turtle,distractor,3,1,1,1,0,black turtle,,1.44796E+12,black turtle,FALSE,TRUE,TRUE,,,,,,turtle,small,black,,,
6346-e,1.44796E+12,68,filler,garbagecan,target,1,1,1,tomato,distractor,3,2,ketchup,distractor,2,3,1,1,0,garbage can,,1.44796E+12,garbage can,FALSE,FALSE,TRUE,,,,,,garbagecan,NA,NA,,,
6346-e,1.44796E+12,69,colorAndSize,big_orange_cap,target,1,1,3,small_blue_cap,distractor,2,1,small_blue_cap,distractor,3,2,1,1,0,orange cap,,1.44796E+12,orange cap,FALSE,TRUE,TRUE,,,,,,cap,big,orange,,,
6346-e,1.44796E+12,70,filler,raspberry,target,1,3,2,garbagecan,distractor,2,1,snake,distractor,1,3,1,1,0,raspberry,,1.44796E+12,raspberry,FALSE,FALSE,TRUE,,,,,,raspberry,NA,NA,,,
6346-e,1.44796E+12,71,filler,tophat,target,1,2,3,cactus,distractor,3,2,crocodile,distractor,1,1,1,1,0,black hat,,1.44796E+12,black hat,FALSE,TRUE,FALSE,,TRUE,TRUE,,,tophat,NA,NA,,,
6346-e,1.44796E+12,72,filler,kiwi,target,1,2,3,horse,distractor,1,2,carrot,distractor,3,1,1,1,0,kiwi,,1.44796E+12,kiwi,FALSE,FALSE,TRUE,,,,,,kiwi,NA,NA,,,
6346-e,1.44796E+12,73,filler,elephant,target,1,1,3,raspberry,distractor,2,1,lime,distractor,3,2,1,1,0,elephant,,1.44796E+12,elephant,FALSE,FALSE,TRUE,,,,,,elephant,NA,NA,,,
6346-e,1.44796E+12,74,filler,crocodile,target,1,3,2,watermelon,distractor,2,1,camera,distractor,1,3,1,1,0,alligator,,1.44796E+12,alligator,FALSE,FALSE,TRUE,,,,,,crocodile,NA,NA,,,
6346-e,1.44796E+12,75,colorOnly,small_pink_teacup,target,1,1,1,small_white_teacup,distractor,3,3,big_white_teacup,distractor,2,2,1,1,0,pink dish,,1.44796E+12,pink dish,FALSE,TRUE,FALSE,,TRUE,,,,teacup,small,pink,,,
6346-e,1.44796E+12,76,filler,grapefruit,target,1,1,3,banana,distractor,3,1,sheep,distractor,2,2,1,1,0,grapefruit,,1.44796E+12,grapefruit,FALSE,FALSE,TRUE,,,,,,grapefruit,NA,NA,,,
6346-e,1.44796E+12,77,filler,kitten,target,1,2,2,penguin,distractor,3,3,iguana,distractor,1,1,1,1,0,kitten,,1.44796E+12,kitten,FALSE,FALSE,TRUE,,,,,,kitten,NA,NA,,,
6346-e,1.44796E+12,78,sizeOnly,small_red_bucket,target,1,1,1,big_red_bucket,distractor,3,2,big_pink_bucket,distractor,2,3,1,1,0,small red pail,,1.44796E+12,small red pail,TRUE,TRUE,TRUE,,,,,,bucket,small,red,,,
6346-e,1.44796E+12,79,filler,teddybear,target,1,2,3,dresser,distractor,3,1,orange,distractor,1,2,1,1,0,stuffed animal,,1.44796E+12,stuffed animal,FALSE,FALSE,FALSE,,TRUE,,,,teddybear,NA,NA,,,
6346-e,1.44796E+12,80,colorOnly,small_blue_book,target,1,3,3,small_black_book,distractor,2,2,big_black_book,distractor,1,1,1,1,0,blue book,,1.44796E+12,blue book,FALSE,TRUE,TRUE,,,,,,book,small,blue,,,
6346-e,1.44796E+12,81,filler,lemon,target,1,3,3,firehydrant,distractor,2,2,basketball,distractor,1,1,1,1,0,lemon,,1.44796E+12,lemon,FALSE,FALSE,TRUE,,,,,,lemon,NA,NA,,,
6346-e,1.44796E+12,82,filler,dresser,target,1,2,3,iguana,distractor,3,1,ketchup,distractor,1,2,1,1,0,wooden drawers,,1.44796E+12,wooden drawers,FALSE,FALSE,FALSE,TRUE,,,,,dresser,NA,NA,,,
6346-e,1.44796E+12,83,filler,coconut,target,1,1,2,teddybear,distractor,3,1,tophat,distractor,2,3,1,1,0,coconut,,1.44796E+12,coconut,FALSE,FALSE,TRUE,,,,,,coconut,NA,NA,,,
6346-e,1.44796E+12,84,filler,garbagecan,target,1,3,2,snowflake,distractor,2,1,binoculars,distractor,1,3,1,1,0,red can,,1.44796E+12,red can,FALSE,TRUE,FALSE,,TRUE,,,,garbagecan,NA,NA,,,
6346-e,1.44796E+12,85,filler,pumpkin,target,1,3,3,banana,distractor,1,1,smokedetector,distractor,2,2,1,1,0,pumpkin,,1.44796E+12,pumpkin,FALSE,FALSE,TRUE,,,,,,pumpkin,NA,NA,,,
6346-e,1.44796E+12,86,sizeOnly,small_purple_rock,target,1,1,3,big_purple_rock,distractor,2,2,big_green_rock,distractor,3,1,1,1,0,smaller purple one,,1.44796E+12,smaller purple one,TRUE,TRUE,FALSE,,,,TRUE,,rock,small,purple,,,
6346-e,1.44796E+12,87,colorOnly,small_purple_yarn,target,1,3,1,small_red_yarn,distractor,1,3,big_red_yarn,distractor,2,2,1,1,0,purple threat,,1.44796E+12,purple threat,FALSE,TRUE,TRUE,,,,,,yarn,small,purple,,,
6346-e,1.44796E+12,88,sizeOnly,small_pink_framee,target,1,3,1,big_green_framee,distractor,2,3,big_pink_framee,distractor,1,2,1,1,0,smaller pink frame,,1.44796E+12,smaller pink frame,TRUE,TRUE,TRUE,,,,,,framee,small,pink,,,
6346-e,1.44796E+12,89,filler,snowflake,target,1,3,1,strawberry,distractor,1,3,egg,distractor,2,2,1,1,0,snowflake,,1.44796E+12,snowflake,FALSE,FALSE,TRUE,,,,,,snowflake,NA,NA,,,
6346-e,1.44796E+12,90,colorOnly,small_blue_cushion,target,1,3,1,small_orange_cushion,distractor,2,3,big_orange_cushion,distractor,1,2,1,1,0,blue one,,1.44796E+12,blue one,FALSE,TRUE,FALSE,,,,TRUE,,cushion,small,blue,,,
6346-e,1.44796E+12,91,filler,fireextinguisher,target,1,1,1,penguin,distractor,2,3,toilet,distractor,3,2,1,1,0,fire extinguisher,,1.44796E+12,fire extinguisher,FALSE,FALSE,TRUE,,,,,,fireextinguisher,NA,NA,,,
6346-e,1.44796E+12,92,colorOnly,small_brown_belt,target,1,2,2,small_black_belt,distractor,1,1,big_black_belt,distractor,3,3,1,1,0,brown belt,,1.44796E+12,brown belt,FALSE,TRUE,TRUE,,,,,,belt,small,brown,,,
6346-e,1.44796E+12,93,filler,penguin,target,1,3,3,basketball,distractor,2,2,bulldozer,distractor,1,1,1,1,0,penguin,,1.44796E+12,penguin,FALSE,FALSE,TRUE,,,,,,penguin,NA,NA,,,
6346-e,1.44796E+12,94,filler,binoculars,target,1,3,1,piano,distractor,2,3,strawberry,distractor,1,2,1,1,0,binocular,,1.44796E+12,binocular,FALSE,FALSE,TRUE,,,,,,binoculars,NA,NA,,,
6346-e,1.44796E+12,95,sizeOnly,small_red_flower,target,1,2,1,big_red_flower,distractor,1,2,big_purple_flower,distractor,3,3,1,1,0,smaller red flower,,1.44796E+12,smaller red flower,TRUE,TRUE,TRUE,,,,,,flower,small,red,,,
6346-e,1.44796E+12,96,colorAndSize,big_green_bracelet,target,1,3,2,small_purple_bracelet,distractor,1,3,small_purple_bracelet,distractor,2,1,1,1,0,green one,,1.44796E+12,green one,FALSE,TRUE,FALSE,,,,TRUE,,bracelet,big,green,,,
6346-e,1.44796E+12,97,colorOnly,big_blue_rug,target,1,1,1,big_purple_rug,distractor,2,3,small_purple_rug,distractor,3,2,1,1,0,blue carpet,,1.44796E+12,blue carpet,FALSE,TRUE,TRUE,,,,,,rug,big,blue,,,
6346-e,1.44796E+12,98,sizeOnly,small_blue_guitar,target,1,3,2,big_blue_guitar,distractor,2,3,big_green_guitar,distractor,1,1,1,1,0,smaller blue guitar,,1.44796E+12,smaller blue guitar,TRUE,TRUE,TRUE,,,,,,guitar,small,blue,,,
6346-e,1.44796E+12,99,filler,lemon,target,1,2,1,eggplant,distractor,1,2,gloves,distractor,3,3,1,1,0,lemon,,1.44796E+12,lemon,FALSE,FALSE,TRUE,,,,,,lemon,NA,NA,,,
6346-e,1.44796E+12,100,filler,baseball,target,1,2,3,mailbox,distractor,1,2,tophat,distractor,3,1,1,1,0,baseball,,1.44796E+12,baseball,FALSE,FALSE,TRUE,,,,,,baseball,NA,NA,,,
6346-e,1.44796E+12,101,filler,hotdog,target,1,2,3,motorcycle,distractor,3,2,smokedetector,distractor,1,1,1,1,0,hotdog,,1.44796E+12,hotdog,FALSE,FALSE,TRUE,,,,,,hotdog,NA,NA,,,
6346-e,1.44796E+12,102,filler,violin,target,1,1,2,artichoke,distractor,3,1,lemon,distractor,2,3,1,1,0,violin,,1.44796E+12,violin,FALSE,FALSE,TRUE,,,,,,violin,NA,NA,,,
6346-e,1.44796E+12,103,filler,carrot,target,1,2,1,snowflake,distractor,3,3,grapefruit,distractor,1,2,1,1,0,carrot,,1.44796E+12,carrot,FALSE,FALSE,TRUE,,,,,,carrot,NA,NA,,,
6346-e,1.44796E+12,104,filler,trumpet,target,1,3,3,strawberry,distractor,2,1,baseball,distractor,1,2,1,1,0,trumpet,,1.44796E+12,trumpet,FALSE,FALSE,TRUE,,,,,,trumpet,NA,NA,,,
6346-e,1.44796E+12,105,colorOnly,big_purple_coathanger,target,1,2,2,big_orange_coathanger,distractor,1,1,small_orange_coathanger,distractor,3,3,1,1,0,purple one,,1.44796E+12,purple one,FALSE,TRUE,FALSE,,,,TRUE,,coathanger,big,purple,,,
6346-e,1.44796E+12,106,filler,garlic,target,1,1,2,violin,distractor,3,1,sheep,distractor,2,3,1,1,0,garlic bulb,,1.44796E+12,garlic bulb,FALSE,FALSE,TRUE,,,,,,garlic,NA,NA,,,
6346-e,1.44796E+12,107,sizeOnly,big_black_avocado,target,1,3,1,small_black_avocado,distractor,1,3,small_green_avocado,distractor,2,2,1,1,0,larger black avocado,,1.44796E+12,larger black avocado,TRUE,TRUE,TRUE,,,,,,avocado,big,black,,,
6346-e,1.44796E+12,108,sizeOnly,small_blue_folder,target,1,1,1,big_blue_folder,distractor,3,3,big_green_folder,distractor,2,2,2,1,1,smaller blue folder,Thanks for making that go so smoothly!,1447956973952___1447956975515,smaller blue folder,TRUE,TRUE,TRUE,,,,,,folder,small,blue,,,
,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265-a,1.44796E+12,1,filler,tophat,target,1,3,3,lobster,distractor,1,1,snowflake,distractor,2,2,1,1,0,hat,,1.44796E+12,hat,FALSE,FALSE,FALSE,,TRUE,TRUE,,,tophat,NA,NA,,,
1265-a,1.44796E+12,2,filler,bison,target,1,3,2,tomato,distractor,2,1,garlic,distractor,1,3,1,1,0,bison,,1.44796E+12,bison,FALSE,FALSE,TRUE,,,,,,bison,NA,NA,,,
1265-a,1.44796E+12,3,filler,dresser,target,1,3,3,ketchup,distractor,2,2,bear,distractor,1,1,1,1,0,drawer,,1.44796E+12,drawer,FALSE,FALSE,TRUE,,,,,,dresser,NA,NA,,,
1265-a,1.44796E+12,4,filler,santahat,target,1,1,2,car,distractor,3,1,schoolbus,distractor,2,3,1,1,0,hat,,1.44796E+12,hat,FALSE,FALSE,FALSE,,TRUE,TRUE,,,santahat,NA,NA,,,
1265-a,1.44796E+12,5,colorOnly,big_blue_cushion,target,1,1,3,small_orange_cushion,distractor,2,2,big_orange_cushion,distractor,3,1,1,1,0,blue,,1.44796E+12,blue,FALSE,TRUE,FALSE,,,,,,cushion,big,blue,,,
