gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,typeMentioned,otherFeatureMentioned,typeAttributeMentioned,noAttrOrLevelMentioned,basiclevelAttributeMentioned,basiclevelMentioned,superClassMentioned,superclassattributeMentioned,utteranceContracted,oneMentioned,theMentioned,clickedType,clickedSize,clickedColor,colorPreNominal,sizePreNominal,,notes
4452-5,1450000000000,4,subSuperTrial,distr33,catfish,target,3,2,fish,animal,rosemary,distrClass3,4,4,NA,plant,cookies,distrClass3,2,3,NA,snack,2,1,1,fish (catfish,,,,,,TRUE,,,FALSE,,TRUE,,,,,,,,,,,,
4517-f,1450000000000,52,subSuperTrial,distr33,husky,target,3,2,dog,animal,socks,distrClass3,4,4,NA,clothing,cookies,distrClass3,2,3,NA,snack,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,husky,NA,NA,,,,
3695-5,1450000000000,41,subSuperTrial,distr33,sunflower,target,2,2,flower,plant,gloves,distrClass3,4,3,NA,clothing,cookies,distrClass3,3,4,NA,snack,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,sunflower,NA,NA,,,,
8935-b,1450000000000,26,subSuperTrial,distr33,jellyBeans,target,2,4,candy,snack,rabbit,distrClass3,4,3,NA,animal,crocodile,distrClass3,3,2,NA,animal,1,1,0,Rainbow,,1450000000000,Rainbow,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,jellyBeans,NA,NA,,,,
4517-f,1450000000000,6,subSuperTrial,distr33,eagle,target,2,2,bird,animal,popcorn,distrClass3,3,3,NA,snack,dress,distrClass3,4,4,NA,clothing,1,1,0,eagle,,1450000000000,eagle,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,eagle,NA,NA,,,,
4393-a,1450000000000,67,subSuperTrial,distr33,dressShirt,target,3,3,shirt,clothing,chips,distrClass3,4,2,NA,snack,elephant,distrClass3,2,4,NA,animal,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,dressShirt,NA,NA,,,,
2919-a,1450000000000,50,subSuperTrial,distr33,diningTable,target,4,4,table,furniture,pretzels,distrClass3,3,2,NA,snack,elephant,distrClass3,2,3,NA,animal,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,diningTable,NA,NA,,,,
4842-f,1450000000000,1,subSuperTrial,distr33,bedsideTable,target,4,2,table,furniture,crocodile,distrClass3,3,3,NA,animal,elephant,distrClass3,2,4,NA,animal,2,1,1,Two storage spaces in it,Object?,1449259598563___1449259604944,Two storage spaces in it,FALSE,FALSE,FALSE,TRUE,,x,,,,,,,,bedsideTable,NA,NA,,,,
1223-7,1450000000000,36,subSuperTrial,distr33,jellyBeans,target,2,4,candy,snack,bed,distrClass3,4,3,NA,furniture,firetruck,distrClass3,3,2,NA,vehicle,1,1,0,jelly beans,,1450000000000,jelly beans,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,jellyBeans,NA,NA,,,,
8935-b,1450000000000,8,subSuperTrial,distr33,husky,target,4,3,dog,animal,grasses,distrClass3,3,4,NA,plant,firetruck,distrClass3,2,2,NA,vehicle,1,1,0,Legs,,1450000000000,Legs,FALSE,FALSE,FALSE,,,FALSE,TRUE,,,,,,,husky,NA,NA,,,,
8286-0,1450000000000,43,subSuperTrial,distr33,pigeon,target,4,4,bird,animal,bookcase,distrClass3,2,3,NA,furniture,firetruck,distrClass3,3,2,NA,vehicle,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,pigeon,NA,NA,,,,
6456-4,1450000000000,31,subSuperTrial,distr33,eagle,target,4,4,bird,animal,chips,distrClass3,3,2,NA,snack,firetruck,distrClass3,2,3,NA,vehicle,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,eagle,NA,NA,,,,
3158-b,1450000000000,30,subSuperTrial,distr33,sunflower,target,4,2,flower,plant,cow,distrClass3,3,4,NA,animal,firetruck,distrClass3,2,3,NA,vehicle,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,sunflower,NA,NA,,,,
0198-d,1450000000000,69,subSuperTrial,distr33,skittles,target,4,2,candy,snack,squirrel,distrClass3,3,3,NA,animal,firetruck,distrClass3,2,4,NA,vehicle,1,1,0,candy,,1450000000000,candy,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,skittles,NA,NA,,,,
4452-5,1450000000000,19,subSuperTrial,distr33,hummingBird,target,3,4,bird,animal,train,distrClass3,4,3,NA,vehicle,firetruck,distrClass3,2,2,NA,vehicle,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,hummingBird,NA,NA,,,,
4452-5,1450000000000,8,subSuperTrial,distr33,skittles,target,2,4,candy,snack,bathrobe,distrClass3,4,2,NA,clothing,gloves,distrClass3,3,3,NA,clothing,1,1,0,skittles,,1450000000000,skittles,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,skittles,NA,NA,,,,
9807-5,1450000000000,17,subSuperTrial,distr33,dalmatian,target,2,3,dog,animal,ambulance,distrClass3,4,4,NA,vehicle,gloves,distrClass3,3,2,NA,clothing,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,dalmatian,NA,NA,,,,
4452-5,1450000000000,35,subSuperTrial,distr33,clownFish,target,2,2,fish,animal,socks,distrClass3,3,4,NA,clothing,gloves,distrClass3,4,3,NA,clothing,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,clownFish,NA,NA,,,,
9551-7,1450000000000,3,subSuperTrial,distr33,skittles,target,2,2,candy,snack,bookcase,distrClass3,3,3,NA,furniture,gloves,distrClass3,4,4,NA,clothing,1,1,0,it's candy,,1450000000000,it's candy,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,skittles,NA,NA,,,,
5975-e,1450000000000,57,subSuperTrial,distr33,convertible,target,2,3,car,vehicle,sheep,distrClass3,4,2,NA,animal,grasses,distrClass3,3,4,NA,plant,1,1,0,silver,,1450000000000,silver,FALSE,TRUE,FALSE,,,x,,,,,,,,convertible,NA,NA,,,,
5076-0,1450000000000,15,subSuperTrial,distr33,dalmatian,target,2,3,dog,animal,dress,distrClass3,3,4,NA,clothing,grasses,distrClass3,4,2,NA,plant,1,1,0,Spotted,,1450000000000,Spotted,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,dalmatian,NA,NA,,,,
8935-b,1450000000000,40,subSuperTrial,distr33,pandaBear,target,3,2,bear,animal,dress,distrClass3,2,3,NA,clothing,grasses,distrClass3,4,4,NA,plant,1,1,0,Black and white,,1450000000000,Black and white,FALSE,TRUE,FALSE,,,x,,,,,,,,pandaBear,NA,NA,,,,
8286-0,1450000000000,24,subSuperTrial,distr33,grizzlyBear,target,2,4,bear,animal,train,distrClass3,4,3,NA,vehicle,grasses,distrClass3,3,2,NA,plant,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,grizzlyBear,NA,NA,,,,
6456-4,1450000000000,67,subSuperTrial,distr33,minivan,target,3,3,car,vehicle,bathrobe,distrClass3,2,4,NA,clothing,horse,distrClass3,4,2,NA,animal,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,minivan,NA,NA,,,,
1223-7,1450000000000,10,subSuperTrial,distr33,hawaiiShirt,target,2,2,shirt,clothing,pig,distrClass3,4,3,NA,animal,horse,distrClass3,3,4,NA,animal,1,1,0,The blue shirt,,1450000000000,The blue shirt,FALSE,TRUE,FALSE,,,FALSE,,TRUE,,,,,TRUE,hawaiiShirt,NA,NA,,,,
5934-3,1450000000000,69,subSuperTrial,distr33,skittles,target,2,3,candy,snack,ambulance,distrClass3,4,2,NA,vehicle,iguana,distrClass3,3,4,NA,animal,1,1,0,skittles,,1450000000000,skittles,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,skittles,NA,NA,,,,
8258-f,1450000000000,8,subSuperTrial,distr33,sunflower,target,2,2,flower,plant,dress,distrClass3,4,3,NA,clothing,iguana,distrClass3,3,4,NA,animal,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,sunflower,NA,NA,,,,
8430-f,1450000000000,4,subSuperTrial,distr33,convertible,target,4,2,car,vehicle,grasses,distrClass3,2,3,NA,plant,iguana,distrClass3,3,4,NA,animal,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,convertible,NA,NA,,,,
0198-d,1450000000000,68,subSuperTrial,distr33,sunflower,target,3,3,flower,plant,cookies,distrClass3,4,2,NA,snack,iguana,distrClass3,2,4,NA,animal,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,sunflower,NA,NA,,,,
1223-7,1450000000000,33,subSuperTrial,distr33,pigeon,target,3,3,bird,animal,bed,distrClass3,2,4,NA,furniture,ivy,distrClass3,4,2,NA,plant,1,1,0,pigeon,,1450000000000,pigeon,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,pigeon,NA,NA,,,,
0198-d,1450000000000,29,subSuperTrial,distr33,clownFish,target,2,2,fish,animal,bed,distrClass3,3,3,NA,furniture,ivy,distrClass3,4,4,NA,plant,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,clownFish,NA,NA,,,,
5628-2,1450000000000,72,subSuperTrial,distr33,poloShirt,target,2,3,shirt,clothing,crocodile,distrClass3,3,4,NA,animal,ivy,distrClass3,4,2,NA,plant,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,poloShirt,NA,NA,,,,
5975-e,1450000000000,31,subSuperTrial,distr33,catfish,target,3,4,fish,animal,firetruck,distrClass3,4,3,NA,vehicle,ivy,distrClass3,2,2,NA,plant,1,1,0,catfish,,1450000000000,catfish,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,catfish,NA,NA,,,,
2195-2,1450000000000,8,subSuperTrial,distr33,eagle,target,2,3,bird,animal,ivy,distrClass3,4,2,NA,plant,ivy,distrClass3,3,4,NA,plant,1,1,0,EAGLE,,1450000000000,EAGLE,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,eagle,NA,NA,,,,
8258-f,1450000000000,4,subSuperTrial,distr33,grizzlyBear,target,3,3,bear,animal,pottedPlant,distrClass3,2,2,NA,plant,ivy,distrClass3,4,4,NA,plant,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,grizzlyBear,NA,NA,,,,
1223-7,1450000000000,45,subSuperTrial,distr33,suv,target,4,3,car,vehicle,sheep,distrClass3,3,4,NA,animal,ivy,distrClass3,2,2,NA,plant,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,suv,NA,NA,,,,
3293-5,1450000000000,63,subSuperTrial,distr33,husky,target,3,3,dog,animal,chips,distrClass3,2,4,NA,snack,ivy,distrClass3,4,2,NA,plant,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,husky,NA,NA,,,,
5975-e,1450000000000,71,subSuperTrial,distr33,eagle,target,4,4,bird,animal,lamp,distrClass3,2,3,NA,furniture,ivy,distrClass3,3,2,NA,plant,1,1,0,feathers,,1450000000000,feathers,FALSE,FALSE,FALSE,,,FALSE,TRUE,,,,,,,eagle,NA,NA,,,,
7111-e,1450000000000,57,subSuperTrial,distr33,pigeon,target,4,2,bird,animal,train,distrClass3,2,4,NA,vehicle,ivy,distrClass3,3,3,NA,plant,1,1,0,BORD,,1450000000000,BORD,FALSE,FALSE,FALSE,,,x,,,,,,,,pigeon,NA,NA,,,,
8430-f,1450000000000,32,subSuperTrial,distr33,gummyBears,target,2,3,candy,snack,wardrobe,distrClass3,4,2,NA,furniture,ivy,distrClass3,3,4,NA,plant,1,1,0,bears,,1450000000000,bears,FALSE,FALSE,TRUE,,,FALSE,,,,,,TRUE,,gummyBears,NA,NA,,,,
8258-f,1450000000000,53,subSuperTrial,distr33,minivan,target,4,3,car,vehicle,cow,distrClass3,3,2,NA,animal,ivy,distrClass3,2,4,NA,plant,2,2,0,ban___van,,1449254751102___1449254752021,ban,FALSE,FALSE,TRUE,,,FALSE,,,,,TRUE,,,minivan,NA,NA,,,,
2919-a,1450000000000,14,subSuperTrial,distr33,minivan,target,4,3,car,vehicle,lamp,distrClass3,2,2,NA,furniture,ivy,distrClass3,3,4,NA,plant,1,1,0,minivan,,1450000000000,minivan,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,minivan,NA,NA,,,,
9551-7,1450000000000,69,subSuperTrial,distr33,coffeeTable,target,4,3,table,furniture,dress,distrClass3,2,2,NA,clothing,kitten,distrClass3,3,4,NA,animal,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,coffeeTable,NA,NA,,,,
8684-3,1450000000000,6,subSuperTrial,distr33,coffeeTable,target,3,4,table,furniture,motorcycle,distrClass3,2,2,NA,vehicle,kitten,distrClass3,4,3,NA,animal,1,1,0,furniture,,1450000000000,furniture,FALSE,FALSE,FALSE,,,FALSE,,,TRUE,,,,,coffeeTable,NA,NA,,,,
3293-5,1450000000000,17,subSuperTrial,distr33,hawaiiShirt,target,3,2,shirt,clothing,ivy,distrClass3,2,3,NA,plant,kitten,distrClass3,4,4,NA,animal,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,hawaiiShirt,NA,NA,,,,
5512-7,1450000000000,18,subSuperTrial,distr33,goldFish,target,4,2,fish,animal,ambulance,distrClass3,2,3,NA,vehicle,lamp,distrClass3,3,4,NA,furniture,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,goldFish,NA,NA,,,,
7830-a,1450000000000,71,subSuperTrial,distr33,eagle,target,3,3,bird,animal,bathrobe,distrClass3,4,4,NA,clothing,lamp,distrClass3,2,2,NA,furniture,1,1,0,eagle,,1450000000000,eagle,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,eagle,NA,NA,,,,
4517-f,1450000000000,16,subSuperTrial,distr33,suv,target,2,4,car,vehicle,elephant,distrClass3,4,2,NA,animal,lobster,distrClass3,3,3,NA,animal,1,1,0,white car,,1450000000000,white car,FALSE,TRUE,FALSE,,,FALSE,,TRUE,,,,,,suv,NA,NA,,,,
7111-e,1450000000000,59,subSuperTrial,distr33,dressShirt,target,4,3,shirt,clothing,pig,distrClass3,2,2,NA,animal,lobster,distrClass3,3,4,NA,animal,1,1,0,Blue cloth,,1450000000000,Blue cloth,FALSE,TRUE,FALSE,,,x,,,,,,,,dressShirt,NA,NA,,,,
7111-e,1450000000000,34,subSuperTrial,distr33,hawaiiShirt,target,2,3,shirt,clothing,chick,distrClass3,4,2,NA,animal,lobster,distrClass3,3,4,NA,animal,1,1,0,hawaii,,1450000000000,hawaii,FALSE,FALSE,TRUE,,,FALSE,,,,,TRUE,,,hawaiiShirt,NA,NA,,,,
3293-5,1450000000000,55,subSuperTrial,distr33,grizzlyBear,target,2,2,bear,animal,chips,distrClass3,4,3,NA,snack,motorcycle,distrClass3,3,4,NA,vehicle,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,grizzlyBear,NA,NA,,,,
9551-7,1450000000000,43,subSuperTrial,distr33,swordFish,target,4,3,fish,animal,cookies,distrClass3,2,4,NA,snack,motorcycle,distrClass3,3,2,NA,vehicle,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,swordFish,NA,NA,,,,
5512-7,1450000000000,66,subSuperTrial,distr33,eagle,target,4,2,bird,animal,socks,distrClass3,2,3,NA,clothing,motorcycle,distrClass3,3,4,NA,vehicle,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,eagle,NA,NA,,,,
8430-f,1450000000000,56,subSuperTrial,distr33,poloShirt,target,2,2,shirt,clothing,firetruck,distrClass3,3,3,NA,vehicle,pig,distrClass3,4,4,NA,animal,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,poloShirt,NA,NA,,,,
9807-5,1450000000000,68,subSuperTrial,distr33,daisy,target,2,2,flower,plant,bison,distrClass3,3,4,NA,animal,popcorn,distrClass3,4,3,NA,snack,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,daisy,NA,NA,,,,
4452-5,1450000000000,68,subSuperTrial,distr33,pigeon,target,2,3,bird,animal,popcorn,distrClass3,3,4,NA,snack,popcorn,distrClass3,4,2,NA,snack,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,pigeon,NA,NA,,,,
3695-5,1450000000000,46,subSuperTrial,distr33,blackBear,target,3,4,bear,animal,wardrobe,distrClass3,4,3,NA,furniture,popcorn,distrClass3,2,2,NA,snack,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,blackBear,NA,NA,,,,
5512-7,1450000000000,53,subSuperTrial,distr33,polarBear,target,4,3,bear,animal,bathrobe,distrClass3,2,4,NA,clothing,pottedPlant,distrClass3,3,2,NA,plant,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,polarBear,NA,NA,,,,
1223-7,1450000000000,54,subSuperTrial,distr33,convertible,target,4,3,car,vehicle,chick,distrClass3,2,4,NA,animal,pottedPlant,distrClass3,3,2,NA,plant,1,1,0,silver car,,1450000000000,silver car,FALSE,TRUE,FALSE,,,FALSE,,TRUE,,,,,,convertible,NA,NA,,,,
6456-4,1450000000000,47,subSuperTrial,distr33,picnicTable,target,3,3,table,furniture,grasses,distrClass3,2,4,NA,plant,pottedPlant,distrClass3,4,2,NA,plant,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,picnicTable,NA,NA,,,,
3158-b,1450000000000,33,subSuperTrial,distr33,clownFish,target,3,3,fish,animal,bathrobe,distrClass3,2,2,NA,clothing,pretzels,distrClass3,4,4,NA,snack,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,clownFish,NA,NA,,,,
4842-f,1450000000000,52,subSuperTrial,distr33,husky,target,4,4,dog,animal,bed,distrClass3,2,3,NA,furniture,pretzels,distrClass3,3,2,NA,snack,1,1,0,alaska,,1450000000000,alaska,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,husky,NA,NA,,,,
6456-4,1450000000000,6,subSuperTrial,distr33,parrot,target,4,4,bird,animal,lamp,distrClass3,2,3,NA,furniture,pretzels,distrClass3,3,2,NA,snack,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,parrot,NA,NA,,,,
4393-a,1450000000000,58,subSuperTrial,distr33,dalmatian,target,4,4,dog,animal,pretzels,distrClass3,3,3,NA,snack,pretzels,distrClass3,2,2,NA,snack,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,dalmatian,NA,NA,,,,
7111-e,1450000000000,52,subSuperTrial,distr33,blackBear,target,2,2,bear,animal,dress,distrClass3,3,4,NA,clothing,pretzels,distrClass3,4,3,NA,snack,1,1,0,4 leg black,,1450000000000,4 leg black,FALSE,TRUE,FALSE,,,FALSE,TRUE,,,,,,,blackBear,NA,NA,,,,
4393-a,1450000000000,10,subSuperTrial,distr33,grizzlyBear,target,4,2,bear,animal,lamp,distrClass3,2,3,NA,furniture,pretzels,distrClass3,3,4,NA,snack,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,grizzlyBear,NA,NA,,,,
2919-a,1450000000000,64,subSuperTrial,distr33,picnicTable,target,3,3,table,furniture,firetruck,distrClass3,2,4,NA,vehicle,pretzels,distrClass3,4,2,NA,snack,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,picnicTable,NA,NA,,,,
8430-f,1450000000000,37,subSuperTrial,distr33,coffeeTable,target,3,3,table,furniture,lion,distrClass3,4,4,NA,animal,pretzels,distrClass3,2,2,NA,snack,1,1,0,desk,,1450000000000,desk,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,coffeeTable,NA,NA,,,,
5076-0,1450000000000,3,subSuperTrial,distr33,coffeeTable,target,4,2,table,furniture,gloves,distrClass3,2,3,NA,clothing,rabbit,distrClass3,3,4,NA,animal,1,1,0,It is a piece of furniture,,1450000000000,It is a piece of furniture,FALSE,FALSE,FALSE,,,FALSE,,,TRUE,,,,,coffeeTable,NA,NA,,,,
3158-b,1450000000000,55,subSuperTrial,distr33,sportsCar,target,4,2,car,vehicle,lamp,distrClass3,3,3,NA,furniture,rabbit,distrClass3,2,4,NA,animal,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,sportsCar,NA,NA,,,,
5076-0,1450000000000,9,subSuperTrial,distr33,gummyBears,target,4,2,candy,snack,snake,distrClass3,3,4,NA,animal,rabbit,distrClass3,2,3,NA,animal,1,1,0,Colorful and edible again!,,1450000000000,Colorful and edible again!,FALSE,FALSE,FALSE,,,FALSE,,,,TRUE,,,,gummyBears,NA,NA,,,,
6456-4,1450000000000,34,subSuperTrial,distr33,coffeeTable,target,2,4,table,furniture,bison,distrClass3,4,3,NA,animal,rhino,distrClass3,3,2,NA,animal,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,coffeeTable,NA,NA,,,,
5512-7,1450000000000,46,subSuperTrial,distr33,skittles,target,4,3,candy,snack,rosemary,distrClass3,3,2,NA,plant,rhino,distrClass3,2,4,NA,animal,1,1,0,candy,,1450000000000,candy,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,skittles,NA,NA,,,,
4842-f,1450000000000,27,subSuperTrial,distr33,convertible,target,4,3,car,vehicle,elephant,distrClass3,3,4,NA,animal,rhino,distrClass3,2,2,NA,animal,1,1,0,cruiser,,1450000000000,cruiser,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,convertible,NA,NA,,,,
9807-5,1450000000000,72,subSuperTrial,distr33,mnMs,target,4,4,candy,snack,rabbit,distrClass3,2,3,NA,animal,rhino,distrClass3,3,2,NA,animal,1,1,0,candy,,1450000000000,candy,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,mnMs,NA,NA,,,,
4517-f,1450000000000,15,subSuperTrial,distr33,pigeon,target,3,4,bird,animal,grasses,distrClass3,2,2,NA,plant,rosemary,distrClass3,4,3,NA,plant,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,pigeon,NA,NA,,,,
3695-5,1450000000000,57,subSuperTrial,distr33,hawaiiShirt,target,4,4,shirt,clothing,horse,distrClass3,3,3,NA,animal,rosemary,distrClass3,2,2,NA,plant,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,hawaiiShirt,NA,NA,,,,
4393-a,1450000000000,41,subSuperTrial,distr33,picnicTable,target,4,4,table,furniture,motorcycle,distrClass3,3,3,NA,vehicle,rosemary,distrClass3,2,2,NA,plant,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,picnicTable,NA,NA,,,,
5934-3,1450000000000,58,subSuperTrial,distr33,dalmatian,target,3,4,dog,animal,chips,distrClass3,4,3,NA,snack,rosemary,distrClass3,2,2,NA,plant,1,1,0,dalmatian,,1450000000000,dalmatian,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,dalmatian,NA,NA,,,,
8430-f,1450000000000,46,subSuperTrial,distr33,blackBear,target,3,2,bear,animal,firetruck,distrClass3,4,3,NA,vehicle,rosemary,distrClass3,2,4,NA,plant,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,blackBear,NA,NA,,,,
5239-5,1450000000000,22,subSuperTrial,distr33,hawaiiShirt,target,3,4,shirt,clothing,bison,distrClass3,2,3,NA,animal,sheep,distrClass3,4,2,NA,animal,1,1,0,blue shirt,,1450000000000,blue shirt,FALSE,TRUE,FALSE,,,FALSE,,TRUE,,,,,,hawaiiShirt,NA,NA,,,,
5628-2,1450000000000,58,subSuperTrial,distr33,suv,target,3,2,car,vehicle,bathrobe,distrClass3,2,3,NA,clothing,sheep,distrClass3,4,4,NA,animal,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,suv,NA,NA,,,,
5076-0,1450000000000,27,subSuperTrial,distr33,poloShirt,target,4,4,shirt,clothing,motorcycle,distrClass3,3,3,NA,vehicle,sheep,distrClass3,2,2,NA,animal,1,1,0,Short seeves,,1450000000000,Short seeves,FALSE,FALSE,FALSE,TRUE,,x,,,,,,,,poloShirt,NA,NA,,,,
3504-8,1450000000000,2,subSuperTrial,distr33,sunflower,target,4,2,flower,plant,train,distrClass3,2,3,NA,vehicle,sheep,distrClass3,3,4,NA,animal,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,sunflower,NA,NA,,,,
8258-f,1450000000000,30,subSuperTrial,distr33,mnMs,target,4,2,candy,snack,sheep,distrClass3,3,4,NA,animal,snake,distrClass3,2,3,NA,animal,1,1,0,candy,,1450000000000,candy,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,mnMs,NA,NA,,,,
5628-2,1450000000000,51,subSuperTrial,distr33,diningTable,target,2,2,table,furniture,socks,distrClass3,4,4,NA,clothing,snake,distrClass3,3,3,NA,animal,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,diningTable,NA,NA,,,,
2919-a,1450000000000,11,subSuperTrial,distr33,germanShepherd,target,2,4,dog,animal,firetruck,distrClass3,4,3,NA,vehicle,socks,distrClass3,3,2,NA,clothing,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,germanShepherd,NA,NA,,,,
5934-3,1450000000000,60,subSuperTrial,distr33,husky,target,3,4,dog,animal,motorcycle,distrClass3,2,3,NA,vehicle,socks,distrClass3,4,2,NA,clothing,1,1,0,Husky,,1450000000000,Husky,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,husky,NA,NA,,,,
8935-b,1450000000000,33,subSuperTrial,distr33,bedsideTable,target,3,2,table,furniture,iguana,distrClass3,4,4,NA,animal,socks,distrClass3,2,3,NA,clothing,1,1,0,Wood,,1450000000000,Wood,FALSE,FALSE,FALSE,TRUE,,x,,,,,,,,bedsideTable,NA,NA,,,,
