gameid,roundNum,targetName,alt1Name,alt2Name,refLevel
5239-5,50,bedsidetable,crocodile,elephant,sub
5239-5,41,mnms,rosemary,elephant,sub
3695-5,16,rose,wardrobe,elephant,basic
0198-d,52,minivan,kitten,gloves,sub
4452-5,65,bedsidetable,cookies,horse,sub
6456-4,52,dressshirt,lamp,horse,basic
3158-b,50,jellybeans,ambulance,iguana,sub
3504-8,10,sportscar,rosemary,iguana,basic
4393-a,70,hawaiishirt,firetruck,kitten,basic
3158-b,60,eagle,rosemary,motorcycle,sub
5934-3,68,poloshirt,pretzels,pig,basic
2195-2,64,catfish,dress,pretzels,basic
5628-2,3,hummingbird,pretzels,pretzels,basic
3504-8,58,diningtable,firetruck,rabbit,basic
9807-5,35,rose,chick,rhino,sub
5628-2,59,mnms,chick,rhino,basic
3504-8,66,convertible,crocodile,rosemary,basic
8258-f,56,bedsidetable,rabbit,sheep,sub
5076-0,21,husky,wardrobe,socks,super
8286-0,25,goldfish,grasses,train,basic
4393-a,48,husky,motorcycle,wardrobe,basic
8430-f,62,catfish,popcorn,wardrobe,basic
1223-7,64,pug,pretzels,wardrobe,sub
9551-7,29,husky,motorcycle,bookcase,basic
5512-7,31,grizzlybear,train,bookcase,basic
8684-3,22,rose,bison,chick,basic
1223-7,58,blackbear,ambulance,chips,basic
5934-3,59,sunflower,gloves,cookies,sub
8684-3,16,blackbear,ivy,cookies,super
8286-0,38,catfish,wardrobe,cookies,basic
9807-5,45,tulip,bed,cow,sub
4517-f,38,minivan,sheep,cow,sub
1223-7,27,diningtable,lobster,crocodile,basic
9807-5,47,jellybeans,lamp,crocodile,basic
2195-2,15,clownfish,grasses,dress,basic
3504-8,71,germanshepherd,motorcycle,dress,basic
5934-3,42,coffeetable,bison,elephant,basic
8258-f,63,clownfish,bed,firetruck,basic
4393-a,37,sunflower,lion,firetruck,basic
5628-2,66,picnictable,rabbit,firetruck,basic
0198-d,21,suv,cow,grasses,basic
2195-2,25,mnms,crocodile,grasses,sub
9807-5,22,minivan,dress,grasses,basic
8258-f,6,polarbear,chips,grasses,basic
9807-5,49,pug,pretzels,grasses,basic
3293-5,69,poloshirt,rabbit,grasses,basic
5076-0,59,rose,pretzels,horse,sub
3293-5,36,convertible,socks,horse,basic
4452-5,51,picnictable,chick,kitten,sub
7830-a,41,diningtable,squirrel,lion,basic
3695-5,42,skittles,gloves,lobster,sub
2919-a,44,mnms,dress,lobster,basic
3504-8,22,dressshirt,ivy,lobster,basic
2919-a,52,goldfish,bed,motorcycle,basic
7830-a,70,pigeon,chips,motorcycle,basic
7830-a,46,blackbear,bathrobe,popcorn,basic
3504-8,37,blackbear,bookcase,popcorn,basic
5975-e,61,germanshepherd,gloves,popcorn,super
4393-a,62,convertible,dress,popcorn,basic
0198-d,42,germanshepherd,popcorn,pottedplant,basic
4517-f,25,parrot,pottedplant,pottedplant,basic
5975-e,66,pug,bookcase,pretzels,super
7830-a,61,minivan,crocodile,pretzels,sub
8430-f,18,dalmatian,gloves,pretzels,basic
3695-5,11,grizzlybear,firetruck,pretzels,basic
8286-0,61,gummybears,cow,rabbit,basic
5076-0,49,tulip,train,rabbit,basic
5975-e,45,husky,dress,rosemary,super
8430-f,70,husky,ivy,rosemary,basic
5076-0,72,pandabear,lamp,rosemary,sub
0198-d,41,sportscar,pretzels,sheep,basic
6456-4,43,pandabear,bed,socks,basic
9551-7,22,goldfish,ambulance,socks,basic
5512-7,70,blackbear,bathrobe,socks,basic
3504-8,70,pigeon,rosemary,socks,basic
3695-5,9,suv,lion,socks,sub
2195-2,70,convertible,lobster,socks,basic
2195-2,45,gummybears,train,squirrel,sub
2195-2,68,swordfish,gloves,train,basic
3158-b,7,pug,pottedplant,train,basic
4452-5,70,pandabear,wardrobe,train,sub
7111-e,39,swordfish,firetruck,train,sub
9551-7,16,tshirt,grasses,train,basic
3158-b,72,hawaiishirt,squirrel,train,basic
5512-7,69,gummybears,firetruck,wardrobe,basic
5239-5,42,hummingbird,bookcase,wardrobe,sub
4452-5,28,grizzlybear,bathrobe,bookcase,basic
3293-5,61,blackbear,grasses,bookcase,basic
5239-5,21,rose,dress,chick,basic
5628-2,29,gummybears,firetruck,chick,sub
2919-a,12,coffeetable,rabbit,chick,basic
2195-2,62,hummingbird,grasses,chips,sub
1223-7,60,dalmatian,train,chips,sub
5512-7,49,suv,wardrobe,chips,basic
7830-a,72,parrot,bathrobe,cookies,basic
5512-7,72,rose,bathrobe,cookies,sub
3504-8,24,polarbear,rosemary,cookies,sub
4452-5,4,catfish,rosemary,cookies,sub
4517-f,52,husky,socks,cookies,basic
3695-5,41,sunflower,gloves,cookies,basic
4517-f,6,eagle,popcorn,dress,sub
4393-a,67,dressshirt,chips,elephant,basic
2919-a,50,diningtable,pretzels,elephant,basic
1223-7,36,jellybeans,bed,firetruck,sub
8286-0,43,pigeon,bookcase,firetruck,basic
6456-4,31,eagle,chips,firetruck,basic
3158-b,30,sunflower,cow,firetruck,basic
0198-d,69,skittles,squirrel,firetruck,basic
4452-5,19,hummingbird,train,firetruck,basic
4452-5,8,skittles,bathrobe,gloves,sub
9807-5,17,dalmatian,ambulance,gloves,basic
4452-5,35,clownfish,socks,gloves,basic
9551-7,3,skittles,bookcase,gloves,basic
8286-0,24,grizzlybear,train,grasses,basic
6456-4,67,minivan,bathrobe,horse,basic
1223-7,10,hawaiishirt,pig,horse,basic
5934-3,69,skittles,ambulance,iguana,sub
8258-f,8,sunflower,dress,iguana,basic
8430-f,4,convertible,grasses,iguana,basic
0198-d,68,sunflower,cookies,iguana,basic
1223-7,33,pigeon,bed,ivy,sub
0198-d,29,clownfish,bed,ivy,basic
5628-2,72,poloshirt,crocodile,ivy,basic
5975-e,31,catfish,firetruck,ivy,sub
2195-2,8,eagle,ivy,ivy,sub
8258-f,4,grizzlybear,pottedplant,ivy,basic
1223-7,45,suv,sheep,ivy,basic
3293-5,63,husky,chips,ivy,basic
8430-f,32,gummybears,wardrobe,ivy,sub
8258-f,53,minivan,cow,ivy,sub
2919-a,14,minivan,lamp,ivy,sub
9551-7,69,coffeetable,dress,kitten,basic
8684-3,6,coffeetable,motorcycle,kitten,super
3293-5,17,hawaiishirt,ivy,kitten,basic
5512-7,18,goldfish,ambulance,lamp,basic
7830-a,71,eagle,bathrobe,lamp,sub
4517-f,16,suv,elephant,lobster,basic
7111-e,34,hawaiishirt,chick,lobster,sub
3293-5,55,grizzlybear,chips,motorcycle,basic
9551-7,43,swordfish,cookies,motorcycle,basic
5512-7,66,eagle,socks,motorcycle,basic
8430-f,56,poloshirt,firetruck,pig,basic
9807-5,68,daisy,bison,popcorn,basic
4452-5,68,pigeon,popcorn,popcorn,basic
3695-5,46,blackbear,wardrobe,popcorn,basic
5512-7,53,polarbear,bathrobe,pottedplant,basic
1223-7,54,convertible,chick,pottedplant,basic
6456-4,47,picnictable,grasses,pottedplant,basic
3158-b,33,clownfish,bathrobe,pretzels,basic
6456-4,6,parrot,lamp,pretzels,basic
4393-a,58,dalmatian,pretzels,pretzels,basic
4393-a,10,grizzlybear,lamp,pretzels,basic
2919-a,64,picnictable,firetruck,pretzels,basic
8430-f,37,coffeetable,lion,pretzels,sub
5076-0,3,coffeetable,gloves,rabbit,super
3158-b,55,sportscar,lamp,rabbit,basic
6456-4,34,coffeetable,bison,rhino,basic
5512-7,46,skittles,rosemary,rhino,basic
4842-f,27,convertible,elephant,rhino,sub
9807-5,72,mnms,rabbit,rhino,basic
4517-f,15,pigeon,grasses,rosemary,basic
3695-5,57,hawaiishirt,horse,rosemary,basic
4393-a,41,picnictable,motorcycle,rosemary,basic
5934-3,58,dalmatian,chips,rosemary,sub
8430-f,46,blackbear,firetruck,rosemary,basic
5239-5,22,hawaiishirt,bison,sheep,basic
5628-2,58,suv,bathrobe,sheep,basic
3504-8,2,sunflower,train,sheep,basic
8258-f,30,mnms,sheep,snake,basic
5628-2,51,diningtable,socks,snake,basic
2919-a,11,germanshepherd,firetruck,socks,basic
5934-3,60,husky,motorcycle,socks,sub
3293-5,32,sunflower,rabbit,socks,basic
6456-4,4,daisy,bison,squirrel,basic
8286-0,8,sportscar,chips,squirrel,basic
4517-f,70,coffeetable,bison,train,basic
4517-f,5,hawaiishirt,firetruck,train,sub
8286-0,23,blackbear,grasses,train,basic
5934-3,3,pandabear,lamp,train,sub
2195-2,4,goldfish,lamp,wardrobe,basic
3158-b,20,polarbear,firetruck,wardrobe,sub
5628-2,62,catfish,pottedplant,wardrobe,basic
