,gameid,time,roundNum,trialType,condition,nameClickedObj,targetStatusClickedObj,spLocsClickedObj,lisLocsClickedObj,basiclevelClickedObj,superdomainClickedObj,alt1Name,alt1TargetStatus,alt1SpLocs,alt1LisLocs,alt1Basiclevel,alt1superdomain,alt2Name,alt2TargetStatus,alt2SpLocs,alt2LisLocs,alt2Basiclevel,alt2superdomain,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,typeMentioned,otherFeatureMentioned,typeAttributeMentioned,noAttrOrLevelMentioned,noLevelMentioned,basiclevelAttributeMentioned,basiclevelMentioned,superClassMentioned,superclassattributeMentioned,utteranceContracted,oneMentioned,theMentioned,clickedType,clickedSize,clickedColor,colorPreNominal,sizePreNominal,X,notes
753,9807-5,1450000000000,55,subSuperTrial,distr33,suv,target,4,3,car,vehicle,sheep,distrClass3,2,2,NA,animal,bed,distrClass3,3,4,NA,furniture,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,suv,NA,NA,NA,NA,NA,
754,9551-7,1450000000000,34,subSuperTrial,distr33,picnicTable,target,2,3,table,furniture,sheep,distrClass3,4,4,NA,animal,chick,distrClass3,3,2,NA,animal,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,picnicTable,NA,NA,NA,NA,NA,
755,8286-0,1450000000000,53,subSuperTrial,distr33,diningTable,target,2,3,table,furniture,iguana,distrClass3,3,4,NA,animal,chips,distrClass3,4,2,NA,snack,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,diningTable,NA,NA,NA,NA,NA,
756,2919-a,1450000000000,9,subSuperTrial,distr33,dressShirt,target,4,3,shirt,clothing,chick,distrClass3,3,2,NA,animal,cookies,distrClass3,2,4,NA,snack,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,dressShirt,NA,NA,NA,NA,NA,
757,0198-d,1450000000000,5,subSuperTrial,distr33,pug,target,3,3,dog,animal,popcorn,distrClass3,2,4,NA,snack,cookies,distrClass3,4,2,NA,snack,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,pug,NA,NA,NA,NA,NA,
758,8286-0,1450000000000,12,subSuperTrial,distr33,dressShirt,target,2,2,shirt,clothing,rhino,distrClass3,4,3,NA,animal,cookies,distrClass3,3,4,NA,snack,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,dressShirt,NA,NA,NA,NA,NA,
759,8684-3,1450000000000,9,subSuperTrial,distr33,suv,target,4,4,car,vehicle,snake,distrClass3,3,3,NA,animal,cookies,distrClass3,2,2,NA,snack,1,1,0,the vehicle,,1450000000000,the vehicle,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,suv,NA,NA,NA,NA,NA,
760,3695-5,1450000000000,6,subSuperTrial,distr33,tulip,target,4,2,flower,plant,crocodile,distrClass3,3,3,NA,animal,cow,distrClass3,2,4,NA,animal,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,tulip,NA,NA,NA,NA,NA,
761,8258-f,1450000000000,59,subSuperTrial,distr33,suv,target,4,2,car,vehicle,popcorn,distrClass3,2,3,NA,snack,dress,distrClass3,3,4,NA,clothing,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,suv,NA,NA,NA,NA,NA,
762,5239-5,1450000000000,50,subSuperTrial,distr33,bedsideTable,target,3,2,table,furniture,crocodile,distrClass3,2,4,NA,animal,elephant,distrClass3,4,3,NA,animal,1,1,0,nightstand,,1450000000000,nightstand,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,bedsideTable,NA,NA,NA,NA,NA,
763,5239-5,1450000000000,41,subSuperTrial,distr33,mnMs,target,3,3,candy,snack,rosemary,distrClass3,4,4,NA,plant,elephant,distrClass3,2,2,NA,animal,2,1,1,m&m's,he was a little scary,1449258346502___1449258353053,m&m's,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,mnMs,NA,NA,NA,NA,NA,
764,3695-5,1450000000000,16,subSuperTrial,distr33,rose,target,2,3,flower,plant,wardrobe,distrClass3,3,2,NA,furniture,elephant,distrClass3,4,4,NA,animal,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,rose,NA,NA,NA,NA,NA,
765,0198-d,1450000000000,52,subSuperTrial,distr33,minivan,target,4,2,car,vehicle,kitten,distrClass3,2,4,NA,animal,gloves,distrClass3,3,3,NA,clothing,1,1,0,suv,,1450000000000,suv,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,minivan,NA,NA,NA,NA,NA,
766,4452-5,1450000000000,65,subSuperTrial,distr33,bedsideTable,target,2,3,table,furniture,cookies,distrClass3,4,4,NA,snack,horse,distrClass3,3,2,NA,animal,1,1,0,dresser,,1450000000000,dresser,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,bedsideTable,NA,NA,NA,NA,NA,
767,6456-4,1450000000000,52,subSuperTrial,distr33,dressShirt,target,3,4,shirt,clothing,lamp,distrClass3,4,2,NA,furniture,horse,distrClass3,2,3,NA,animal,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,dressShirt,NA,NA,NA,NA,NA,
768,3158-b,1450000000000,50,subSuperTrial,distr33,jellyBeans,target,4,3,candy,snack,ambulance,distrClass3,2,2,NA,vehicle,iguana,distrClass3,3,4,NA,animal,1,1,0,beans,,1450000000000,beans,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,jellyBeans,NA,NA,NA,NA,NA,
769,3504-8,1450000000000,10,subSuperTrial,distr33,sportsCar,target,4,4,car,vehicle,rosemary,distrClass3,3,2,NA,plant,iguana,distrClass3,2,3,NA,animal,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,sportsCar,NA,NA,NA,NA,NA,
770,4842-f,1450000000000,64,subSuperTrial,distr33,clownFish,target,2,4,fish,animal,ambulance,distrClass3,3,2,NA,vehicle,ivy,distrClass3,4,3,NA,plant,1,1,0,nemo,,1450000000000,nemo,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,x,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,clownFish,NA,NA,NA,NA,NA,
771,4393-a,1450000000000,70,subSuperTrial,distr33,hawaiiShirt,target,3,2,shirt,clothing,firetruck,distrClass3,4,4,NA,vehicle,kitten,distrClass3,2,3,NA,animal,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,hawaiiShirt,NA,NA,NA,NA,NA,
772,3158-b,1450000000000,60,subSuperTrial,distr33,eagle,target,2,4,bird,animal,rosemary,distrClass3,4,3,NA,plant,motorcycle,distrClass3,3,2,NA,vehicle,1,1,0,eagle,,1450000000000,eagle,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,eagle,NA,NA,NA,NA,NA,
773,5934-3,1450000000000,68,subSuperTrial,distr33,poloShirt,target,2,2,shirt,clothing,pretzels,distrClass3,4,3,NA,snack,pig,distrClass3,3,4,NA,animal,2,2,0,sure thing :) it'll probs be something like TrippyHippy___shirt,,1449261964457___1449261968135,sure thing :) it'll probs be something like TrippyHippy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,poloShirt,NA,NA,NA,NA,NA,
774,2195-2,1450000000000,64,subSuperTrial,distr33,catfish,target,4,3,fish,animal,dress,distrClass3,2,4,NA,clothing,pretzels,distrClass3,3,2,NA,snack,1,1,0,FISH,,1450000000000,FISH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,catfish,NA,NA,NA,NA,NA,
775,5628-2,1450000000000,3,subSuperTrial,distr33,hummingBird,target,3,4,bird,animal,pretzels,distrClass3,2,2,NA,snack,pretzels,distrClass3,4,3,NA,snack,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,hummingBird,NA,NA,NA,NA,NA,
776,8684-3,1450000000000,65,subSuperTrial,distr33,polarBear,target,2,4,bear,animal,train,distrClass3,4,3,NA,vehicle,pretzels,distrClass3,3,2,NA,snack,1,1,0,big and furry,,1450000000000,big and furry,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,x,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,polarBear,NA,NA,NA,NA,NA,
777,3504-8,1450000000000,58,subSuperTrial,distr33,diningTable,target,2,4,table,furniture,firetruck,distrClass3,4,3,NA,vehicle,rabbit,distrClass3,3,2,NA,animal,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,diningTable,NA,NA,NA,NA,NA,
778,9807-5,1450000000000,35,subSuperTrial,distr33,rose,target,2,4,flower,plant,chick,distrClass3,3,3,NA,animal,rhino,distrClass3,4,2,NA,animal,1,1,0,rose,,1450000000000,rose,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,rose,NA,NA,NA,NA,NA,
779,5628-2,1450000000000,59,subSuperTrial,distr33,mnMs,target,4,2,candy,snack,chick,distrClass3,2,3,NA,animal,rhino,distrClass3,3,4,NA,animal,1,1,0,candy,,1450000000000,candy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,mnMs,NA,NA,NA,NA,NA,
780,4842-f,1450000000000,40,subSuperTrial,distr33,minivan,target,3,3,car,vehicle,socks,distrClass3,4,2,NA,clothing,rhino,distrClass3,2,4,NA,animal,1,1,0,soccer moms transportation,,1450000000000,soccer moms transportation,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,x,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,minivan,NA,NA,NA,NA,NA,
781,7111-e,1450000000000,23,subSuperTrial,distr33,suv,target,4,4,car,vehicle,cow,distrClass3,3,2,NA,animal,rosemary,distrClass3,2,3,NA,plant,1,1,0,drivabe,,1450000000000,drivabe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,x,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,suv,NA,NA,NA,NA,NA,
782,3504-8,1450000000000,66,subSuperTrial,distr33,convertible,target,2,3,car,vehicle,crocodile,distrClass3,3,2,NA,animal,rosemary,distrClass3,4,4,NA,plant,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,convertible,NA,NA,NA,NA,NA,
784,8258-f,1450000000000,56,subSuperTrial,distr33,bedsideTable,target,4,2,table,furniture,rabbit,distrClass3,2,4,NA,animal,sheep,distrClass3,3,3,NA,animal,1,1,0,dresser,,1450000000000,dresser,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,bedsideTable,NA,NA,NA,NA,NA,
785,5076-0,1450000000000,21,subSuperTrial,distr33,husky,target,4,3,dog,animal,wardrobe,distrClass3,2,2,NA,furniture,socks,distrClass3,3,4,NA,clothing,1,1,0,Living animal,,1450000000000,Living animal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,husky,NA,NA,NA,NA,NA,
786,8684-3,1450000000000,37,subSuperTrial,distr33,convertible,target,3,2,car,vehicle,grasses,distrClass3,4,4,NA,plant,squirrel,distrClass3,2,3,NA,animal,1,1,0,can drive it,,1450000000000,can drive it,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,x,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,convertible,NA,NA,NA,NA,NA,
787,8286-0,1450000000000,25,subSuperTrial,distr33,goldFish,target,3,4,fish,animal,grasses,distrClass3,4,3,NA,plant,train,distrClass3,2,2,NA,vehicle,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,goldFish,NA,NA,NA,NA,NA,
788,4393-a,1450000000000,48,subSuperTrial,distr33,husky,target,3,2,dog,animal,motorcycle,distrClass3,2,4,NA,vehicle,wardrobe,distrClass3,4,3,NA,furniture,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,husky,NA,NA,NA,NA,NA,
789,8430-f,1450000000000,62,subSuperTrial,distr33,catfish,target,4,3,fish,animal,popcorn,distrClass3,3,4,NA,snack,wardrobe,distrClass3,2,2,NA,furniture,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,catfish,NA,NA,NA,NA,NA,
790,1223-7,1450000000000,64,subSuperTrial,distr33,pug,target,2,3,dog,animal,pretzels,distrClass3,3,2,NA,snack,wardrobe,distrClass3,4,4,NA,furniture,1,1,0,pug,,1450000000000,pug,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,pug,NA,NA,NA,NA,NA,
791,5975-e,1450000000000,56,subSuperTrial,distr33,goldFish,target,3,4,fish,animal,socks,distrClass3,2,3,NA,clothing,wardrobe,distrClass3,4,2,NA,furniture,1,1,0,fins,,1450000000000,fins,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,x,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,goldFish,NA,NA,NA,NA,NA,
793,9551-7,1450000000000,29,subSuperTrial,distr33,husky,target,2,3,dog,animal,motorcycle,distrClass3,3,2,NA,vehicle,bookcase,distrClass3,4,4,NA,furniture,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,husky,NA,NA,NA,NA,NA,
794,5512-7,1450000000000,31,subSuperTrial,distr33,grizzlyBear,target,2,4,bear,animal,train,distrClass3,3,2,NA,vehicle,bookcase,distrClass3,4,3,NA,furniture,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,grizzlyBear,NA,NA,NA,NA,NA,
795,7111-e,1450000000000,64,subSuperTrial,distr33,hummingBird,target,2,3,bird,animal,socks,distrClass3,4,2,NA,clothing,bookcase,distrClass3,3,4,NA,furniture,1,1,0,flutter,,1450000000000,flutter,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,x,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,hummingBird,NA,NA,NA,NA,NA,
796,8684-3,1450000000000,22,subSuperTrial,distr33,rose,target,4,4,flower,plant,bison,distrClass3,3,3,NA,animal,chick,distrClass3,2,2,NA,animal,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,rose,NA,NA,NA,NA,NA,
798,1223-7,1450000000000,58,subSuperTrial,distr33,blackBear,target,4,4,bear,animal,ambulance,distrClass3,3,2,NA,vehicle,chips,distrClass3,2,3,NA,snack,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,blackBear,NA,NA,NA,NA,NA,
799,7111-e,1450000000000,46,subSuperTrial,distr33,dalmatian,target,3,2,dog,animal,lamp,distrClass3,4,3,NA,furniture,chips,distrClass3,2,4,NA,snack,2,2,0,sports___spots,,1449257609720___1449257613156,sports,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,x,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,dalmatian,NA,NA,NA,NA,NA,
800,5934-3,1450000000000,59,subSuperTrial,distr33,sunflower,target,2,4,flower,plant,gloves,distrClass3,4,2,NA,clothing,cookies,distrClass3,3,3,NA,snack,1,1,0,sunflower,,1450000000000,sunflower,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,sunflower,NA,NA,NA,NA,NA,
801,8684-3,1450000000000,16,subSuperTrial,distr33,blackBear,target,3,4,bear,animal,ivy,distrClass3,2,2,NA,plant,cookies,distrClass3,4,3,NA,snack,1,1,0,animal,,1450000000000,animal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,blackBear,NA,NA,NA,NA,NA,
802,8286-0,1450000000000,38,subSuperTrial,distr33,catfish,target,2,3,fish,animal,wardrobe,distrClass3,3,2,NA,furniture,cookies,distrClass3,4,4,NA,snack,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,catfish,NA,NA,NA,NA,NA,
803,9807-5,1450000000000,45,subSuperTrial,distr33,tulip,target,2,3,flower,plant,bed,distrClass3,4,4,NA,furniture,cow,distrClass3,3,2,NA,animal,1,1,0,rose,,1450000000000,rose,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,tulip,NA,NA,NA,NA,NA,
805,4517-f,1450000000000,38,subSuperTrial,distr33,minivan,target,3,4,car,vehicle,sheep,distrClass3,4,2,NA,animal,cow,distrClass3,2,3,NA,animal,1,1,0,van,,1450000000000,van,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,minivan,NA,NA,NA,NA,NA,
806,1223-7,1450000000000,27,subSuperTrial,distr33,diningTable,target,2,2,table,furniture,lobster,distrClass3,3,3,NA,animal,crocodile,distrClass3,4,4,NA,animal,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,diningTable,NA,NA,NA,NA,NA,
807,9807-5,1450000000000,47,subSuperTrial,distr33,jellyBeans,target,2,2,candy,snack,lamp,distrClass3,4,4,NA,furniture,crocodile,distrClass3,3,3,NA,animal,1,1,0,candy,,1450000000000,candy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,jellyBeans,NA,NA,NA,NA,NA,
809,2195-2,1450000000000,15,subSuperTrial,distr33,clownFish,target,3,2,fish,animal,grasses,distrClass3,2,3,NA,plant,dress,distrClass3,4,4,NA,clothing,1,1,0,FISH,,1450000000000,FISH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,clownFish,NA,NA,NA,NA,NA,
810,3504-8,1450000000000,71,subSuperTrial,distr33,germanShepherd,target,3,3,dog,animal,motorcycle,distrClass3,4,4,NA,vehicle,dress,distrClass3,2,2,NA,clothing,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,germanShepherd,NA,NA,NA,NA,NA,
811,5934-3,1450000000000,42,subSuperTrial,distr33,coffeeTable,target,4,3,table,furniture,bison,distrClass3,2,4,NA,animal,elephant,distrClass3,3,2,NA,animal,2,2,0,what's your dream job?___table,,1449261601742___1449261604671,what's your dream job?,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,coffeeTable,NA,NA,NA,NA,NA,
812,8430-f,1450000000000,47,subSuperTrial,distr33,bedsideTable,target,4,2,table,furniture,squirrel,distrClass3,2,3,NA,animal,elephant,distrClass3,3,4,NA,animal,1,1,0,desk,,1450000000000,desk,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,x,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,bedsideTable,NA,NA,NA,NA,NA,
813,8258-f,1450000000000,63,subSuperTrial,distr33,clownFish,target,3,2,fish,animal,bed,distrClass3,2,3,NA,furniture,firetruck,distrClass3,4,4,NA,vehicle,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,clownFish,NA,NA,NA,NA,NA,
814,4393-a,1450000000000,37,subSuperTrial,distr33,sunflower,target,2,4,flower,plant,lion,distrClass3,3,2,NA,animal,firetruck,distrClass3,4,3,NA,vehicle,1,1,0,Flower,,1450000000000,Flower,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,sunflower,NA,NA,NA,NA,NA,
815,5628-2,1450000000000,66,subSuperTrial,distr33,picnicTable,target,2,2,table,furniture,rabbit,distrClass3,3,4,NA,animal,firetruck,distrClass3,4,3,NA,vehicle,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,picnicTable,NA,NA,NA,NA,NA,
816,0198-d,1450000000000,21,subSuperTrial,distr33,suv,target,3,4,car,vehicle,cow,distrClass3,2,3,NA,animal,grasses,distrClass3,4,2,NA,plant,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,suv,NA,NA,NA,NA,NA,
817,2195-2,1450000000000,25,subSuperTrial,distr33,mnMs,target,2,4,candy,snack,crocodile,distrClass3,4,3,NA,animal,grasses,distrClass3,3,2,NA,plant,1,1,0,M&M,,1450000000000,M&M,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,mnMs,NA,NA,NA,NA,NA,
818,9807-5,1450000000000,22,subSuperTrial,distr33,minivan,target,2,4,car,vehicle,dress,distrClass3,4,2,NA,clothing,grasses,distrClass3,3,3,NA,plant,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,minivan,NA,NA,NA,NA,NA,
819,7111-e,1450000000000,7,subSuperTrial,distr33,minivan,target,2,4,car,vehicle,dress,distrClass3,3,3,NA,clothing,grasses,distrClass3,4,2,NA,plant,1,1,0,white transport,,1450000000000,white transport,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,x,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,minivan,NA,NA,NA,NA,NA,
820,8258-f,1450000000000,6,subSuperTrial,distr33,polarBear,target,4,3,bear,animal,chips,distrClass3,2,4,NA,snack,grasses,distrClass3,3,2,NA,plant,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,polarBear,NA,NA,NA,NA,NA,
821,9807-5,1450000000000,49,subSuperTrial,distr33,pug,target,3,2,dog,animal,pretzels,distrClass3,4,3,NA,snack,grasses,distrClass3,2,4,NA,plant,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,pug,NA,NA,NA,NA,NA,
822,3293-5,1450000000000,69,subSuperTrial,distr33,poloShirt,target,3,3,shirt,clothing,rabbit,distrClass3,4,2,NA,animal,grasses,distrClass3,2,4,NA,plant,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,poloShirt,NA,NA,NA,NA,NA,
823,5076-0,1450000000000,59,subSuperTrial,distr33,rose,target,2,4,flower,plant,pretzels,distrClass3,4,3,NA,snack,horse,distrClass3,3,2,NA,animal,1,1,0,Rose,,1450000000000,Rose,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,rose,NA,NA,NA,NA,NA,
824,3293-5,1450000000000,36,subSuperTrial,distr33,convertible,target,2,2,car,vehicle,socks,distrClass3,3,4,NA,clothing,horse,distrClass3,4,3,NA,animal,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,convertible,NA,NA,NA,NA,NA,
827,4452-5,1450000000000,51,subSuperTrial,distr33,picnicTable,target,4,2,table,furniture,chick,distrClass3,2,4,NA,animal,kitten,distrClass3,3,3,NA,animal,1,1,0,picnic table,,1450000000000,picnic table,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,picnicTable,NA,NA,NA,NA,NA,
828,8935-b,1450000000000,38,subSuperTrial,distr33,hummingBird,target,3,2,bird,animal,ivy,distrClass3,2,3,NA,plant,lamp,distrClass3,4,4,NA,furniture,1,1,0,Flutter,,1450000000000,Flutter,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,x,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,hummingBird,NA,NA,NA,NA,NA,
829,7830-a,1450000000000,41,subSuperTrial,distr33,diningTable,target,4,4,table,furniture,squirrel,distrClass3,2,3,NA,animal,lion,distrClass3,3,2,NA,animal,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,diningTable,NA,NA,NA,NA,NA,
