,gameid,time,roundNum,trialType,condition,nameClickedObj,targetStatusClickedObj,spLocsClickedObj,lisLocsClickedObj,basiclevelClickedObj,superdomainClickedObj,alt1Name,alt1TargetStatus,alt1SpLocs,alt1LisLocs,alt1Basiclevel,alt1superdomain,alt2Name,alt2TargetStatus,alt2SpLocs,alt2LisLocs,alt2Basiclevel,alt2superdomain,alt3Name,alt3TargetStatus,alt3SpLocs,alt3LisLocs,alt3Basiclevel,alt3superdomain,alt4Name,alt4TargetStatus,alt4SpLocs,alt4LisLocs,alt4Basiclevel,alt4superdomain,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,typeMentioned,otherFeatureMentioned,basiclevelMentioned,superClassMentioned,superclassattributeMentioned,utteranceContracted,oneMentioned,theMentioned,clickedType,clickedSize,clickedColor,colorPreNominal,sizePreNominal,X,notes
468,5628-2,1450000000000,36,subSuperTrial,distr12,goldFish,target,2,2,fish,animal,blackStimulus,NA,5,5,NA,NA,kitten,distrClass2,4,3,NA,animal,discusFish,distrClass1,3,4,fish,animal,blackStimulus,NA,1,1,NA,NA,1,1,0,goldfish,,1450000000000,goldfish,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,goldFish,NA,NA,,NA,NA,
471,5628-2,1450000000000,39,subSuperTrial,distr33,tShirt,target,2,3,shirt,clothing,kitten,distrClass3,4,2,NA,animal,rosemary,distrClass3,3,4,NA,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,blue,,1450000000000,blue,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,tShirt,NA,NA,,NA,NA,
472,5628-2,1450000000000,40,subSuperTrial,distr12,grizzlyBear,target,3,4,bear,animal,blackStimulus,NA,1,1,NA,NA,cow,distrClass2,2,2,NA,animal,blackStimulus,NA,5,5,NA,NA,koalaBear,distrClass1,4,3,bear,animal,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,grizzlyBear,NA,NA,,NA,NA,
473,5628-2,1450000000000,41,subSuperTrial,distr23,coffeeTable,target,2,4,table,furniture,blackStimulus,NA,1,1,NA,NA,crocodile,distrClass3,4,2,NA,animal,blackStimulus,NA,5,5,NA,NA,lamp,distrClass2,3,3,NA,furniture,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,coffeeTable,NA,NA,,NA,NA,
474,5628-2,1450000000000,42,subSuperTrial,distr22,pug,target,3,3,dog,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,crocodile,distrClass2,4,4,NA,animal,bison,distrClass2,2,2,NA,animal,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,pug,NA,NA,,NA,NA,
475,5628-2,1450000000000,43,subSuperTrial,distr22,pigeon,target,3,3,bird,animal,rhino,distrClass2,2,2,NA,animal,blackStimulus,NA,1,1,NA,NA,pig,distrClass2,4,4,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,pigeon,NA,NA,,NA,NA,
476,5628-2,1450000000000,44,subSuperTrial,distr23,dressShirt,target,3,2,shirt,clothing,gloves,distrClass2,2,4,NA,clothing,pretzels,distrClass3,4,3,NA,snack,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,dressShirt,NA,NA,,NA,NA,
481,5628-2,1450000000000,49,subSuperTrial,distr12,minivan,target,3,2,car,vehicle,sedan,distrClass1,4,4,car,vehicle,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,train,distrClass2,2,3,NA,vehicle,1,1,0,van,,1450000000000,van,FALSE,FALSE,TRUE,NA,NA,NA,NA,TRUE,NA,NA,minivan,NA,NA,,NA,NA,
483,5628-2,1450000000000,51,subSuperTrial,distr33,diningTable,target,2,2,table,furniture,socks,distrClass3,4,4,NA,clothing,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,snake,distrClass3,3,3,NA,animal,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,diningTable,NA,NA,,NA,NA,
484,5628-2,1450000000000,52,subSuperTrial,distr23,tulip,target,3,3,flower,plant,grasses,distrClass2,4,2,NA,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,wardrobe,distrClass3,2,4,NA,furniture,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,tulip,NA,NA,,NA,NA,
489,5628-2,1450000000000,57,subSuperTrial,distr23,parrot,target,4,4,bird,animal,rosemary,distrClass3,2,2,NA,plant,pig,distrClass2,3,3,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,parrot,NA,NA,,NA,NA,
490,5628-2,1450000000000,58,subSuperTrial,distr33,suv,target,3,2,car,vehicle,bathrobe,distrClass3,2,3,NA,clothing,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,sheep,distrClass3,4,4,NA,animal,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,suv,NA,NA,,NA,NA,
491,5628-2,1450000000000,59,subSuperTrial,distr33,mnMs,target,4,2,candy,snack,chick,distrClass3,2,3,NA,animal,rhino,distrClass3,3,4,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,candy,,1450000000000,candy,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,mnMs,NA,NA,,NA,NA,
492,5628-2,1450000000000,60,subSuperTrial,distr22,dalmatian,target,2,4,dog,animal,lobster,distrClass2,3,2,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,pig,distrClass2,4,3,NA,animal,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,dalmatian,NA,NA,,NA,NA,
494,5628-2,1450000000000,62,subSuperTrial,distr33,catfish,target,4,3,fish,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,pottedPlant,distrClass3,3,4,NA,plant,wardrobe,distrClass3,2,2,NA,furniture,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,catfish,NA,NA,,NA,NA,
497,5628-2,1450000000000,65,subSuperTrial,distr22,daisy,target,2,3,flower,plant,ivy,distrClass2,3,4,NA,plant,pottedPlant,distrClass2,4,2,NA,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,daisy,NA,NA,,NA,NA,
498,5628-2,1450000000000,66,subSuperTrial,distr33,picnicTable,target,2,2,table,furniture,blackStimulus,NA,5,5,NA,NA,rabbit,distrClass3,3,4,NA,animal,firetruck,distrClass3,4,3,NA,vehicle,blackStimulus,NA,1,1,NA,NA,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,picnicTable,NA,NA,,NA,NA,
500,5628-2,1450000000000,68,subSuperTrial,distr22,rose,target,3,4,flower,plant,blackStimulus,NA,1,1,NA,NA,grasses,distrClass2,4,3,NA,plant,blackStimulus,NA,5,5,NA,NA,rosemary,distrClass2,2,2,NA,plant,1,1,0,rose,,1450000000000,rose,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,rose,NA,NA,,NA,NA,
502,5628-2,1450000000000,70,subSuperTrial,distr12,pandaBear,target,3,3,bear,animal,blackStimulus,NA,5,5,NA,NA,koalaBear,distrClass1,2,4,bear,animal,kitten,distrClass2,4,2,NA,animal,blackStimulus,NA,1,1,NA,NA,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,pandaBear,NA,NA,,NA,NA,
504,5628-2,1450000000000,72,subSuperTrial,distr33,poloShirt,target,2,3,shirt,clothing,crocodile,distrClass3,3,4,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,ivy,distrClass3,4,2,NA,plant,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,poloShirt,NA,NA,,NA,NA,
505,8430-f,1450000000000,1,subSuperTrial,distr12,pandaBear,target,4,4,bear,animal,koalaBear,distrClass1,2,2,bear,animal,blackStimulus,NA,5,5,NA,NA,rabbit,distrClass2,3,3,NA,animal,blackStimulus,NA,1,1,NA,NA,1,1,0,panda,,1450000000000,panda,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,pandaBear,NA,NA,,NA,NA,
506,8430-f,1450000000000,2,subSuperTrial,distr23,dressShirt,target,3,2,shirt,clothing,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,horse,distrClass3,4,3,NA,animal,bathrobe,distrClass2,2,4,NA,clothing,1,1,0,blue shirt,,1450000000000,blue shirt,FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,dressShirt,NA,NA,,NA,NA,
508,8430-f,1450000000000,4,subSuperTrial,distr33,convertible,target,4,2,car,vehicle,blackStimulus,NA,5,5,NA,NA,grasses,distrClass3,2,3,NA,plant,blackStimulus,NA,1,1,NA,NA,iguana,distrClass3,3,4,NA,animal,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,convertible,NA,NA,,NA,NA,
509,8430-f,1450000000000,5,subSuperTrial,distr23,grizzlyBear,target,3,4,bear,animal,gloves,distrClass3,4,3,NA,clothing,blackStimulus,NA,1,1,NA,NA,snake,distrClass2,2,2,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,grizzlyBear,NA,NA,,NA,NA,
511,8430-f,1450000000000,7,subSuperTrial,distr12,jellyBeans,target,4,2,candy,snack,blackStimulus,NA,5,5,NA,NA,candyCorn,distrClass1,3,3,candy,snack,popcorn,distrClass2,2,4,NA,snack,blackStimulus,NA,1,1,NA,NA,1,1,0,jelly beans,,1450000000000,jelly beans,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,jellyBeans,NA,NA,,NA,NA,
513,8430-f,1450000000000,9,subSuperTrial,distr23,tulip,target,2,4,flower,plant,rosemary,distrClass2,3,2,NA,plant,lamp,distrClass3,4,3,NA,furniture,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,rose,,1450000000000,rose,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,tulip,NA,NA,,NA,NA,
517,8430-f,1450000000000,13,subSuperTrial,distr22,daisy,target,2,2,flower,plant,blackStimulus,NA,1,1,NA,NA,rosemary,distrClass2,3,4,NA,plant,blackStimulus,NA,5,5,NA,NA,grasses,distrClass2,4,3,NA,plant,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,daisy,NA,NA,,NA,NA,
521,8430-f,1450000000000,17,subSuperTrial,distr22,hummingBird,target,2,2,bird,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,horse,distrClass2,3,4,NA,animal,bison,distrClass2,4,3,NA,animal,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,hummingBird,NA,NA,,NA,NA,
522,8430-f,1450000000000,18,subSuperTrial,distr33,dalmatian,target,3,2,dog,animal,gloves,distrClass3,2,4,NA,clothing,blackStimulus,NA,5,5,NA,NA,pretzels,distrClass3,4,3,NA,snack,blackStimulus,NA,1,1,NA,NA,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,dalmatian,NA,NA,,NA,NA,
523,8430-f,1450000000000,19,subSuperTrial,distr12,skittles,target,2,2,candy,snack,candyCorn,distrClass1,4,3,candy,snack,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,chips,distrClass2,3,4,NA,snack,1,1,0,skittles,,1450000000000,skittles,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,skittles,NA,NA,,NA,NA,
525,8430-f,1450000000000,21,subSuperTrial,distr23,germanShepherd,target,3,2,dog,animal,blackStimulus,NA,5,5,NA,NA,gloves,distrClass3,2,3,NA,clothing,blackStimulus,NA,1,1,NA,NA,crocodile,distrClass2,4,4,NA,animal,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,germanShepherd,NA,NA,,NA,NA,
526,8430-f,1450000000000,22,subSuperTrial,distr22,tShirt,target,3,4,shirt,clothing,bathrobe,distrClass2,2,2,NA,clothing,blackStimulus,NA,5,5,NA,NA,dress,distrClass2,4,3,NA,clothing,blackStimulus,NA,1,1,NA,NA,1,1,0,blue shirt,,1450000000000,blue shirt,FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,tShirt,NA,NA,,NA,NA,
527,8430-f,1450000000000,23,subSuperTrial,distr22,suv,target,3,4,car,vehicle,ambulance,distrClass2,2,2,NA,vehicle,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,firetruck,distrClass2,4,3,NA,vehicle,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,suv,NA,NA,,NA,NA,
528,8430-f,1450000000000,24,subSuperTrial,distr23,sportsCar,target,4,2,car,vehicle,blackStimulus,NA,5,5,NA,NA,rhino,distrClass3,3,4,NA,animal,blackStimulus,NA,1,1,NA,NA,motorcycle,distrClass2,2,3,NA,vehicle,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,sportsCar,NA,NA,,NA,NA,
531,8430-f,1450000000000,27,subSuperTrial,distr12,rose,target,4,2,flower,plant,rosemary,distrClass2,3,3,NA,plant,lily,distrClass1,2,4,flower,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,rose,,1450000000000,rose,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,rose,NA,NA,,NA,NA,
532,8430-f,1450000000000,28,subSuperTrial,distr12,polarBear,target,4,3,bear,animal,koalaBear,distrClass1,2,4,bear,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,pig,distrClass2,3,2,NA,animal,4,3,1,bear___polar___lol,lol,1449255236402___1449255238617___1449255242586___1449255244156,bear,FALSE,FALSE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,polarBear,NA,NA,,NA,NA,
535,8430-f,1450000000000,31,subSuperTrial,distr22,goldFish,target,4,3,fish,animal,lobster,distrClass2,3,2,NA,animal,iguana,distrClass2,2,4,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,goldFish,NA,NA,,NA,NA,
536,8430-f,1450000000000,32,subSuperTrial,distr33,gummyBears,target,2,3,candy,snack,blackStimulus,NA,5,5,NA,NA,wardrobe,distrClass3,4,2,NA,furniture,blackStimulus,NA,1,1,NA,NA,ivy,distrClass3,3,4,NA,plant,1,1,0,bears,,1450000000000,bears,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,gummyBears,NA,NA,,NA,NA,
541,8430-f,1450000000000,37,subSuperTrial,distr33,coffeeTable,target,3,3,table,furniture,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,lion,distrClass3,4,4,NA,animal,pretzels,distrClass3,2,2,NA,snack,1,1,0,desk,,1450000000000,desk,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,coffeeTable,NA,NA,,NA,NA,
543,8430-f,1450000000000,39,subSuperTrial,distr22,swordFish,target,2,4,fish,animal,blackStimulus,NA,5,5,NA,NA,lobster,distrClass2,3,3,NA,animal,blackStimulus,NA,1,1,NA,NA,pig,distrClass2,4,2,NA,animal,1,1,0,swordfish,,1450000000000,swordfish,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,swordFish,NA,NA,,NA,NA,
544,8430-f,1450000000000,40,subSuperTrial,distr23,clownFish,target,2,3,fish,animal,socks,distrClass3,4,2,NA,clothing,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,lobster,distrClass2,3,4,NA,animal,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,clownFish,NA,NA,,NA,NA,
545,8430-f,1450000000000,41,subSuperTrial,distr12,mnMs,target,2,2,candy,snack,blackStimulus,NA,5,5,NA,NA,pretzels,distrClass2,3,3,NA,snack,blackStimulus,NA,1,1,NA,NA,candyCorn,distrClass1,4,4,candy,snack,1,1,0,m&ms,,1450000000000,m&ms,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,mnMs,NA,NA,,NA,NA,
546,8430-f,1450000000000,42,subSuperTrial,distr12,diningTable,target,4,3,table,furniture,bookcase,distrClass2,3,4,NA,furniture,blackStimulus,NA,1,1,NA,NA,sideTable,distrClass1,2,2,table,furniture,blackStimulus,NA,5,5,NA,NA,2,2,0,desk ___long one,,1449255314938___1449255316072,desk ,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,diningTable,NA,NA,,NA,NA,
550,8430-f,1450000000000,46,subSuperTrial,distr33,blackBear,target,3,2,bear,animal,blackStimulus,NA,5,5,NA,NA,firetruck,distrClass3,4,3,NA,vehicle,blackStimulus,NA,1,1,NA,NA,rosemary,distrClass3,2,4,NA,plant,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,blackBear,NA,NA,,NA,NA,
551,8430-f,1450000000000,47,subSuperTrial,distr33,bedsideTable,target,4,2,table,furniture,blackStimulus,NA,5,5,NA,NA,squirrel,distrClass3,2,3,NA,animal,elephant,distrClass3,3,4,NA,animal,blackStimulus,NA,1,1,NA,NA,1,1,0,desk,,1450000000000,desk,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,bedsideTable,NA,NA,,NA,NA,
553,8430-f,1450000000000,49,subSuperTrial,distr23,sunflower,target,2,2,flower,plant,blackStimulus,NA,1,1,NA,NA,dress,distrClass3,3,3,NA,clothing,blackStimulus,NA,5,5,NA,NA,pottedPlant,distrClass2,4,4,NA,plant,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,sunflower,NA,NA,,NA,NA,
555,8430-f,1450000000000,51,subSuperTrial,distr22,picnicTable,target,2,3,table,furniture,bookcase,distrClass2,4,2,NA,furniture,blackStimulus,NA,1,1,NA,NA,wardrobe,distrClass2,3,4,NA,furniture,blackStimulus,NA,5,5,NA,NA,2,2,0,good job so far!___picnic,,1449255359603___1449255360627,good job so far!,FALSE,FALSE,TRUE,NA,NA,NA,NA,TRUE,NA,NA,picnicTable,NA,NA,,NA,NA,
556,8430-f,1450000000000,52,subSuperTrial,distr23,hawaiiShirt,target,2,2,shirt,clothing,blackStimulus,NA,5,5,NA,NA,rhino,distrClass3,4,3,NA,animal,dress,distrClass2,3,4,NA,clothing,blackStimulus,NA,1,1,NA,NA,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,hawaiiShirt,NA,NA,,NA,NA,
560,8430-f,1450000000000,56,subSuperTrial,distr33,poloShirt,target,2,2,shirt,clothing,firetruck,distrClass3,3,3,NA,vehicle,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,pig,distrClass3,4,4,NA,animal,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,poloShirt,NA,NA,,NA,NA,
564,8430-f,1450000000000,60,subSuperTrial,distr23,minivan,target,3,2,car,vehicle,pretzels,distrClass3,4,3,NA,snack,motorcycle,distrClass2,2,4,NA,vehicle,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,van,,1450000000000,van,FALSE,FALSE,TRUE,NA,NA,NA,NA,TRUE,NA,NA,minivan,NA,NA,,NA,NA,
566,8430-f,1450000000000,62,subSuperTrial,distr33,catfish,target,4,3,fish,animal,popcorn,distrClass3,3,4,NA,snack,wardrobe,distrClass3,2,2,NA,furniture,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,catfish,NA,NA,,NA,NA,
570,8430-f,1450000000000,66,subSuperTrial,distr22,pigeon,target,3,2,bird,animal,blackStimulus,NA,5,5,NA,NA,lobster,distrClass2,4,4,NA,animal,blackStimulus,NA,1,1,NA,NA,rabbit,distrClass2,2,3,NA,animal,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,pigeon,NA,NA,,NA,NA,
572,8430-f,1450000000000,68,subSuperTrial,distr12,pug,target,4,3,dog,animal,blackStimulus,NA,1,1,NA,NA,lion,distrClass2,2,4,NA,animal,blackStimulus,NA,5,5,NA,NA,greyhound,distrClass1,3,2,dog,animal,2,2,0,dog___pug,,1449255440333___1449255442000,dog,FALSE,FALSE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,pug,NA,NA,,NA,NA,
573,8430-f,1450000000000,69,subSuperTrial,distr12,eagle,target,3,3,bird,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,cow,distrClass2,2,2,NA,animal,sparrow,distrClass1,4,4,bird,animal,1,1,0,eagle,,1450000000000,eagle,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,eagle,NA,NA,,NA,NA,
574,8430-f,1450000000000,70,subSuperTrial,distr33,husky,target,2,3,dog,animal,ivy,distrClass3,4,4,NA,plant,blackStimulus,NA,1,1,NA,NA,rosemary,distrClass3,3,2,NA,plant,blackStimulus,NA,5,5,NA,NA,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,husky,NA,NA,,NA,NA,
575,8430-f,1450000000000,71,subSuperTrial,distr22,parrot,target,2,4,bird,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,rhino,distrClass2,3,3,NA,animal,snake,distrClass2,4,2,NA,animal,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,parrot,NA,NA,,NA,NA,
580,4517-f,1450000000000,4,subSuperTrial,distr12,rose,target,4,4,flower,plant,blackStimulus,NA,5,5,NA,NA,lily,distrClass1,2,2,flower,plant,pottedPlant,distrClass2,3,3,NA,plant,blackStimulus,NA,1,1,NA,NA,1,1,0,red rose,,1450000000000,red rose,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,rose,NA,NA,,NA,NA,
581,4517-f,1450000000000,5,subSuperTrial,distr33,hawaiiShirt,target,3,3,shirt,clothing,firetruck,distrClass3,4,4,NA,vehicle,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,train,distrClass3,2,2,NA,vehicle,1,1,0,t-shirt,,1450000000000,t-shirt,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,hawaiiShirt,NA,NA,,NA,NA,
582,4517-f,1450000000000,6,subSuperTrial,distr33,eagle,target,2,2,bird,animal,popcorn,distrClass3,3,3,NA,snack,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,dress,distrClass3,4,4,NA,clothing,1,1,0,eagle,,1450000000000,eagle,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,eagle,NA,NA,,NA,NA,
583,4517-f,1450000000000,7,subSuperTrial,distr12,goldFish,target,2,3,fish,animal,discusFish,distrClass1,3,4,fish,animal,blackStimulus,NA,1,1,NA,NA,bison,distrClass2,4,2,NA,animal,blackStimulus,NA,5,5,NA,NA,2,2,0,im confused this is so easy___goldfish,,1449255199408___1449255200217,im confused this is so easy,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,goldFish,NA,NA,,NA,NA,
586,4517-f,1450000000000,10,subSuperTrial,distr22,blackBear,target,3,3,bear,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,iguana,distrClass2,2,2,NA,animal,pig,distrClass2,4,4,NA,animal,1,1,0,black bear,,1450000000000,black bear,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,blackBear,NA,NA,,NA,NA,
587,4517-f,1450000000000,11,subSuperTrial,distr12,polarBear,target,3,4,bear,animal,koalaBear,distrClass1,2,2,bear,animal,cow,distrClass2,4,3,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,polar bear,,1450000000000,polar bear,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,polarBear,NA,NA,,NA,NA,
591,4517-f,1450000000000,15,subSuperTrial,distr33,pigeon,target,3,4,bird,animal,grasses,distrClass3,2,2,NA,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,rosemary,distrClass3,4,3,NA,plant,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,pigeon,NA,NA,,NA,NA,
592,4517-f,1450000000000,16,subSuperTrial,distr33,suv,target,2,4,car,vehicle,elephant,distrClass3,4,2,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,lobster,distrClass3,3,3,NA,animal,1,1,0,white car,,1450000000000,white car,FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,suv,NA,NA,,NA,NA,
595,4517-f,1450000000000,19,subSuperTrial,distr23,germanShepherd,target,4,4,dog,animal,blackStimulus,NA,5,5,NA,NA,pig,distrClass2,3,2,NA,animal,bed,distrClass3,2,3,NA,furniture,blackStimulus,NA,1,1,NA,NA,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,germanShepherd,NA,NA,,NA,NA,
599,4517-f,1450000000000,23,subSuperTrial,distr23,mnMs,target,2,4,candy,snack,rhino,distrClass3,3,3,NA,animal,blackStimulus,NA,5,5,NA,NA,pretzels,distrClass2,4,2,NA,snack,blackStimulus,NA,1,1,NA,NA,1,1,0,m&m,,1450000000000,m&m,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,mnMs,NA,NA,,NA,NA,
