,gameid,time,roundNum,trialType,condition,nameClickedObj,targetStatusClickedObj,spLocsClickedObj,lisLocsClickedObj,basiclevelClickedObj,superdomainClickedObj,alt1Name,alt1TargetStatus,alt1SpLocs,alt1LisLocs,alt1Basiclevel,alt1superdomain,alt2Name,alt2TargetStatus,alt2SpLocs,alt2LisLocs,alt2Basiclevel,alt2superdomain,alt3Name,alt3TargetStatus,alt3SpLocs,alt3LisLocs,alt3Basiclevel,alt3superdomain,alt4Name,alt4TargetStatus,alt4SpLocs,alt4LisLocs,alt4Basiclevel,alt4superdomain,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,typeMentioned,otherFeatureMentioned,basiclevelMentioned,superClassMentioned,superclassattributeMentioned,utteranceContracted,oneMentioned,theMentioned,clickedType,clickedSize,clickedColor,colorPreNominal,sizePreNominal,X,notes
601,4517-f,1450000000000,25,subSuperTrial,distr33,parrot,target,2,2,bird,animal,blackStimulus,NA,1,1,NA,NA,pottedPlant,distrClass3,4,3,NA,plant,pottedPlant,distrClass3,3,4,NA,plant,blackStimulus,NA,5,5,NA,NA,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,parrot,NA,NA,,NA,NA,
603,4517-f,1450000000000,27,subSuperTrial,distr23,hummingBird,target,4,4,bird,animal,blackStimulus,NA,1,1,NA,NA,bookcase,distrClass3,3,3,NA,furniture,blackStimulus,NA,5,5,NA,NA,kitten,distrClass2,2,2,NA,animal,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,hummingBird,NA,NA,,NA,NA,
604,4517-f,1450000000000,28,subSuperTrial,distr22,daisy,target,2,4,flower,plant,grasses,distrClass2,3,2,NA,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,pottedPlant,distrClass2,4,3,NA,plant,1,1,0,white,,1450000000000,white,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,daisy,NA,NA,,NA,NA,
605,4517-f,1450000000000,29,subSuperTrial,distr23,pandaBear,target,2,4,bear,animal,gloves,distrClass3,3,3,NA,clothing,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,lobster,distrClass2,4,2,NA,animal,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,pandaBear,NA,NA,,NA,NA,
607,4517-f,1450000000000,31,subSuperTrial,distr22,grizzlyBear,target,4,2,bear,animal,iguana,distrClass2,3,4,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,snake,distrClass2,2,3,NA,animal,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,grizzlyBear,NA,NA,,NA,NA,
608,4517-f,1450000000000,32,subSuperTrial,distr22,gummyBears,target,3,3,candy,snack,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,pretzels,distrClass2,4,4,NA,snack,chips,distrClass2,2,2,NA,snack,1,1,0,gummis,,1450000000000,gummis,FALSE,FALSE,TRUE,NA,NA,NA,NA,TRUE,NA,NA,gummyBears,NA,NA,,NA,NA,
609,4517-f,1450000000000,33,subSuperTrial,distr22,pug,target,4,3,dog,animal,blackStimulus,NA,1,1,NA,NA,iguana,distrClass2,3,4,NA,animal,blackStimulus,NA,5,5,NA,NA,sheep,distrClass2,2,2,NA,animal,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,pug,NA,NA,,NA,NA,
610,4517-f,1450000000000,34,subSuperTrial,distr23,bedsideTable,target,2,3,table,furniture,horse,distrClass3,3,4,NA,animal,bed,distrClass2,4,2,NA,furniture,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,chest,,1450000000000,chest,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,bedsideTable,NA,NA,,NA,NA,
614,4517-f,1450000000000,38,subSuperTrial,distr33,minivan,target,3,4,car,vehicle,blackStimulus,NA,5,5,NA,NA,sheep,distrClass3,4,2,NA,animal,cow,distrClass3,2,3,NA,animal,blackStimulus,NA,1,1,NA,NA,1,1,0,van,,1450000000000,van,FALSE,FALSE,TRUE,NA,NA,NA,NA,TRUE,NA,NA,minivan,NA,NA,,NA,NA,
615,4517-f,1450000000000,39,subSuperTrial,distr33,tulip,target,3,4,flower,plant,blackStimulus,NA,1,1,NA,NA,cookies,distrClass3,2,3,NA,snack,bison,distrClass3,4,2,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,rose,,1450000000000,rose,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,tulip,NA,NA,,NA,NA,
616,4517-f,1450000000000,40,subSuperTrial,distr12,poloShirt,target,2,4,shirt,clothing,gloves,distrClass2,4,2,NA,clothing,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,campShirt,distrClass1,3,3,shirt,clothing,1,1,0,light blue,,1450000000000,light blue,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,poloShirt,NA,NA,,NA,NA,
617,4517-f,1450000000000,41,subSuperTrial,distr12,convertible,target,2,4,car,vehicle,blackStimulus,NA,5,5,NA,NA,sedan,distrClass1,4,2,car,vehicle,ambulance,distrClass2,3,3,NA,vehicle,blackStimulus,NA,1,1,NA,NA,1,1,0,top down car,,1450000000000,top down car,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,convertible,NA,NA,,NA,NA,
619,4517-f,1450000000000,43,subSuperTrial,distr23,dressShirt,target,2,2,shirt,clothing,bathrobe,distrClass2,4,4,NA,clothing,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,pig,distrClass3,3,3,NA,animal,1,1,0,tshirt,,1450000000000,tshirt,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,dressShirt,NA,NA,,NA,NA,
620,4517-f,1450000000000,44,subSuperTrial,distr22,dalmatian,target,3,2,dog,animal,rabbit,distrClass2,4,3,NA,animal,blackStimulus,NA,5,5,NA,NA,kitten,distrClass2,2,4,NA,animal,blackStimulus,NA,1,1,NA,NA,1,1,0,dog ,,1450000000000,dog ,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,dalmatian,NA,NA,,NA,NA,
626,4517-f,1450000000000,50,subSuperTrial,distr22,picnicTable,target,2,4,table,furniture,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,bed,distrClass2,3,3,NA,furniture,wardrobe,distrClass2,4,2,NA,furniture,1,1,0,bench,,1450000000000,bench,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,picnicTable,NA,NA,,NA,NA,
627,4517-f,1450000000000,51,subSuperTrial,distr22,catfish,target,4,4,fish,animal,cow,distrClass2,3,2,NA,animal,blackStimulus,NA,5,5,NA,NA,lobster,distrClass2,2,3,NA,animal,blackStimulus,NA,1,1,NA,NA,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,catfish,NA,NA,,NA,NA,
628,4517-f,1450000000000,52,subSuperTrial,distr33,husky,target,3,2,dog,animal,blackStimulus,NA,5,5,NA,NA,socks,distrClass3,4,4,NA,clothing,blackStimulus,NA,1,1,NA,NA,cookies,distrClass3,2,3,NA,snack,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,husky,NA,NA,,NA,NA,
629,4517-f,1450000000000,53,subSuperTrial,distr12,jellyBeans,target,2,3,candy,snack,chips,distrClass2,4,4,NA,snack,blackStimulus,NA,1,1,NA,NA,candyCorn,distrClass1,3,2,candy,snack,blackStimulus,NA,5,5,NA,NA,1,1,0,jelly beans,,1450000000000,jelly beans,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,jellyBeans,NA,NA,,NA,NA,
630,4517-f,1450000000000,54,subSuperTrial,distr12,sunflower,target,3,4,flower,plant,blackStimulus,NA,5,5,NA,NA,lily,distrClass1,4,2,flower,plant,blackStimulus,NA,1,1,NA,NA,grasses,distrClass2,2,3,NA,plant,1,1,0,sunflower,,1450000000000,sunflower,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,sunflower,NA,NA,,NA,NA,
634,4517-f,1450000000000,58,subSuperTrial,distr22,clownFish,target,4,4,fish,animal,iguana,distrClass2,3,2,NA,animal,squirrel,distrClass2,2,3,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,clownFish,NA,NA,,NA,NA,
639,4517-f,1450000000000,63,subSuperTrial,distr23,tShirt,target,4,2,shirt,clothing,dress,distrClass2,3,3,NA,clothing,blackStimulus,NA,5,5,NA,NA,motorcycle,distrClass3,2,4,NA,vehicle,blackStimulus,NA,1,1,NA,NA,3,3,0,blue___sry___tshirt,,1449255463628___1449255466506___1449255467440,blue,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,tShirt,NA,NA,,NA,NA,
641,4517-f,1450000000000,65,subSuperTrial,distr23,diningTable,target,3,2,table,furniture,wardrobe,distrClass2,2,3,NA,furniture,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,cow,distrClass3,4,4,NA,animal,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,diningTable,NA,NA,,NA,NA,
645,4517-f,1450000000000,69,subSuperTrial,distr12,sportsCar,target,4,2,car,vehicle,sedan,distrClass1,3,4,car,vehicle,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,ambulance,distrClass2,2,3,NA,vehicle,1,1,0,white car,,1450000000000,white car,FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,sportsCar,NA,NA,,NA,NA,
646,4517-f,1450000000000,70,subSuperTrial,distr33,coffeeTable,target,4,2,table,furniture,blackStimulus,NA,5,5,NA,NA,bison,distrClass3,3,3,NA,animal,blackStimulus,NA,1,1,NA,NA,train,distrClass3,2,4,NA,vehicle,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,coffeeTable,NA,NA,,NA,NA,
647,4517-f,1450000000000,71,subSuperTrial,distr23,skittles,target,2,2,candy,snack,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,pretzels,distrClass2,3,3,NA,snack,ivy,distrClass3,4,4,NA,plant,1,1,0,skittles,,1450000000000,skittles,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,skittles,NA,NA,,NA,NA,
649,1223-7,1450000000000,1,subSuperTrial,distr22,mnMs,target,3,2,candy,snack,blackStimulus,NA,5,5,NA,NA,popcorn,distrClass2,4,3,NA,snack,blackStimulus,NA,1,1,NA,NA,pretzels,distrClass2,2,4,NA,snack,1,1,0,The small round candies,,1450000000000,The small round candies,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,TRUE,mnMs,NA,NA,,NA,NA,
650,1223-7,1450000000000,2,subSuperTrial,distr23,hummingBird,target,2,3,bird,animal,blackStimulus,NA,5,5,NA,NA,chick,distrClass2,4,2,NA,animal,bed,distrClass3,3,4,NA,furniture,blackStimulus,NA,1,1,NA,NA,1,1,0,The flying animal,,1450000000000,The flying animal,FALSE,FALSE,FALSE,NA,NA,TRUE,TRUE,NA,NA,TRUE,hummingBird,NA,NA,,NA,NA,
654,1223-7,1450000000000,6,subSuperTrial,distr22,eagle,target,2,3,bird,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,snake,distrClass2,4,4,NA,animal,elephant,distrClass2,3,2,NA,animal,1,1,0,The eagle,,1450000000000,The eagle,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,TRUE,eagle,NA,NA,,NA,NA,
655,1223-7,1450000000000,7,subSuperTrial,distr12,goldFish,target,3,2,fish,animal,blackStimulus,NA,5,5,NA,NA,cow,distrClass2,4,4,NA,animal,blackStimulus,NA,1,1,NA,NA,discusFish,distrClass1,2,3,fish,animal,1,1,0,The goldfish,,1450000000000,The goldfish,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,TRUE,goldFish,NA,NA,,NA,NA,
656,1223-7,1450000000000,8,subSuperTrial,distr22,picnicTable,target,4,3,table,furniture,lamp,distrClass2,3,2,NA,furniture,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,bed,distrClass2,2,4,NA,furniture,1,1,0,The picnic table,,1450000000000,The picnic table,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,TRUE,picnicTable,NA,NA,,NA,NA,
658,1223-7,1450000000000,10,subSuperTrial,distr33,hawaiiShirt,target,2,2,shirt,clothing,pig,distrClass3,4,3,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,horse,distrClass3,3,4,NA,animal,1,1,0,The blue shirt,,1450000000000,The blue shirt,FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,TRUE,hawaiiShirt,NA,NA,,NA,NA,
659,1223-7,1450000000000,11,subSuperTrial,distr22,skittles,target,3,4,candy,snack,pretzels,distrClass2,2,2,NA,snack,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,cookies,distrClass2,4,3,NA,snack,1,1,0,Skittles,,1450000000000,Skittles,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,skittles,NA,NA,,NA,NA,
661,1223-7,1450000000000,13,subSuperTrial,distr23,sportsCar,target,3,2,car,vehicle,cookies,distrClass3,4,4,NA,snack,firetruck,distrClass2,2,3,NA,vehicle,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,the silver car,,1450000000000,the silver car,FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,TRUE,sportsCar,NA,NA,,NA,NA,
663,1223-7,1450000000000,15,subSuperTrial,distr12,gummyBears,target,4,2,candy,snack,pretzels,distrClass2,3,4,NA,snack,candyCorn,distrClass1,2,3,candy,snack,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,gummy bears,,1450000000000,gummy bears,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,gummyBears,NA,NA,,NA,NA,
665,1223-7,1450000000000,17,subSuperTrial,distr23,bedsideTable,target,3,2,table,furniture,bison,distrClass3,4,3,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,bookcase,distrClass2,2,4,NA,furniture,1,1,0,nightstand,,1450000000000,nightstand,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,bedsideTable,NA,NA,,NA,NA,
667,1223-7,1450000000000,19,subSuperTrial,distr12,swordFish,target,4,2,fish,animal,rhino,distrClass2,3,3,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,discusFish,distrClass1,2,4,fish,animal,1,1,0,swordfish,,1450000000000,swordfish,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,swordFish,NA,NA,,NA,NA,
670,1223-7,1450000000000,22,subSuperTrial,distr12,germanShepherd,target,4,3,dog,animal,crocodile,distrClass2,3,4,NA,animal,greyhound,distrClass1,2,2,dog,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,German shepard,,1450000000000,German shepard,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,germanShepherd,NA,NA,,NA,NA,
675,1223-7,1450000000000,27,subSuperTrial,distr33,diningTable,target,2,2,table,furniture,lobster,distrClass3,3,3,NA,animal,blackStimulus,NA,1,1,NA,NA,crocodile,distrClass3,4,4,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,diningTable,NA,NA,,NA,NA,
679,1223-7,1450000000000,31,subSuperTrial,distr23,clownFish,target,3,3,fish,animal,bed,distrClass3,4,2,NA,furniture,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,crocodile,distrClass2,2,4,NA,animal,1,1,0,clown fish,,1450000000000,clown fish,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,clownFish,NA,NA,,NA,NA,
681,1223-7,1450000000000,33,subSuperTrial,distr33,pigeon,target,3,3,bird,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,bed,distrClass3,2,4,NA,furniture,ivy,distrClass3,4,2,NA,plant,1,1,0,pigeon,,1450000000000,pigeon,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,pigeon,NA,NA,,NA,NA,
683,1223-7,1450000000000,35,subSuperTrial,distr22,sunflower,target,3,4,flower,plant,ivy,distrClass2,4,2,NA,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,pottedPlant,distrClass2,2,3,NA,plant,1,1,0,sunflower,,1450000000000,sunflower,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,sunflower,NA,NA,,NA,NA,
684,1223-7,1450000000000,36,subSuperTrial,distr33,jellyBeans,target,2,4,candy,snack,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,bed,distrClass3,4,3,NA,furniture,firetruck,distrClass3,3,2,NA,vehicle,1,1,0,jelly beans,,1450000000000,jelly beans,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,jellyBeans,NA,NA,,NA,NA,
685,1223-7,1450000000000,37,subSuperTrial,distr22,grizzlyBear,target,3,3,bear,animal,blackStimulus,NA,5,5,NA,NA,kitten,distrClass2,2,2,NA,animal,blackStimulus,NA,1,1,NA,NA,elephant,distrClass2,4,4,NA,animal,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,grizzlyBear,NA,NA,,NA,NA,
690,1223-7,1450000000000,42,subSuperTrial,distr22,daisy,target,3,4,flower,plant,ivy,distrClass2,4,2,NA,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,grasses,distrClass2,2,3,NA,plant,1,1,0,daisy,,1450000000000,daisy,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,daisy,NA,NA,,NA,NA,
692,1223-7,1450000000000,44,subSuperTrial,distr23,tShirt,target,3,2,shirt,clothing,rhino,distrClass3,4,3,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,bathrobe,distrClass2,2,4,NA,clothing,1,1,0,blue tshirt,,1450000000000,blue tshirt,FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,tShirt,NA,NA,,NA,NA,
693,1223-7,1450000000000,45,subSuperTrial,distr33,suv,target,4,3,car,vehicle,sheep,distrClass3,3,4,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,ivy,distrClass3,2,2,NA,plant,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,suv,NA,NA,,NA,NA,
697,1223-7,1450000000000,49,subSuperTrial,distr23,husky,target,2,2,dog,animal,cookies,distrClass3,4,3,NA,snack,blackStimulus,NA,5,5,NA,NA,iguana,distrClass2,3,4,NA,animal,blackStimulus,NA,1,1,NA,NA,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,husky,NA,NA,,NA,NA,
701,1223-7,1450000000000,53,subSuperTrial,distr12,dressShirt,target,4,2,shirt,clothing,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,campShirt,distrClass1,3,3,shirt,clothing,socks,distrClass2,2,4,NA,clothing,1,1,0,long sleeve,,1450000000000,long sleeve,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,dressShirt,NA,NA,,NA,NA,
702,1223-7,1450000000000,54,subSuperTrial,distr33,convertible,target,4,3,car,vehicle,chick,distrClass3,2,4,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,pottedPlant,distrClass3,3,2,NA,plant,1,1,0,silver car,,1450000000000,silver car,FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,convertible,NA,NA,,NA,NA,
703,1223-7,1450000000000,55,subSuperTrial,distr12,catfish,target,2,3,fish,animal,discusFish,distrClass1,3,4,fish,animal,cow,distrClass2,4,2,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,cat fish,,1450000000000,cat fish,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,catfish,NA,NA,,NA,NA,
704,1223-7,1450000000000,56,subSuperTrial,distr22,minivan,target,3,3,car,vehicle,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,train,distrClass2,2,2,NA,vehicle,firetruck,distrClass2,4,4,NA,vehicle,1,1,0,white van,,1450000000000,white van,FALSE,TRUE,TRUE,NA,NA,NA,NA,TRUE,NA,NA,minivan,NA,NA,,NA,NA,
706,1223-7,1450000000000,58,subSuperTrial,distr33,blackBear,target,4,4,bear,animal,blackStimulus,NA,1,1,NA,NA,ambulance,distrClass3,3,2,NA,vehicle,chips,distrClass3,2,3,NA,snack,blackStimulus,NA,5,5,NA,NA,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,blackBear,NA,NA,,NA,NA,
708,1223-7,1450000000000,60,subSuperTrial,distr33,dalmatian,target,4,3,dog,animal,blackStimulus,NA,5,5,NA,NA,train,distrClass3,3,2,NA,vehicle,blackStimulus,NA,1,1,NA,NA,chips,distrClass3,2,4,NA,snack,1,1,0,dalmation,,1450000000000,dalmation,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,dalmatian,NA,NA,,NA,NA,
709,1223-7,1450000000000,61,subSuperTrial,distr23,polarBear,target,2,3,bear,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,bathrobe,distrClass3,3,2,NA,clothing,kitten,distrClass2,4,4,NA,animal,1,1,0,polar bear,,1450000000000,polar bear,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,polarBear,NA,NA,,NA,NA,
710,1223-7,1450000000000,62,subSuperTrial,distr23,parrot,target,4,3,bird,animal,blackStimulus,NA,1,1,NA,NA,iguana,distrClass2,2,2,NA,animal,bathrobe,distrClass3,3,4,NA,clothing,blackStimulus,NA,5,5,NA,NA,1,1,0,parrot,,1450000000000,parrot,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,parrot,NA,NA,,NA,NA,
711,1223-7,1450000000000,63,subSuperTrial,distr22,tulip,target,3,2,flower,plant,pottedPlant,distrClass2,2,4,NA,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,rosemary,distrClass2,4,3,NA,plant,1,1,0,tulip,,1450000000000,tulip,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,tulip,NA,NA,,NA,NA,
712,1223-7,1450000000000,64,subSuperTrial,distr33,pug,target,2,3,dog,animal,pretzels,distrClass3,3,2,NA,snack,wardrobe,distrClass3,4,4,NA,furniture,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,pug,,1450000000000,pug,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,pug,NA,NA,,NA,NA,
715,1223-7,1450000000000,67,subSuperTrial,distr12,rose,target,4,4,flower,plant,blackStimulus,NA,1,1,NA,NA,grasses,distrClass2,3,2,NA,plant,blackStimulus,NA,5,5,NA,NA,lily,distrClass1,2,3,flower,plant,1,1,0,rose,,1450000000000,rose,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,rose,NA,NA,,NA,NA,
719,1223-7,1450000000000,71,subSuperTrial,distr23,poloShirt,target,3,3,shirt,clothing,blackStimulus,NA,5,5,NA,NA,pretzels,distrClass3,4,2,NA,snack,blackStimulus,NA,1,1,NA,NA,bathrobe,distrClass2,2,4,NA,clothing,1,1,0,polo,,1450000000000,polo,FALSE,FALSE,TRUE,NA,NA,NA,NA,TRUE,NA,NA,poloShirt,NA,NA,,NA,NA,
724,5512-7,1450000000000,4,subSuperTrial,distr12,picnicTable,target,4,3,table,furniture,blackStimulus,NA,1,1,NA,NA,bookcase,distrClass2,2,2,NA,furniture,blackStimulus,NA,5,5,NA,NA,sideTable,distrClass1,3,4,table,furniture,1,1,0,picnic table,,1450000000000,picnic table,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,picnicTable,NA,NA,,NA,NA,
727,5512-7,1450000000000,7,subSuperTrial,distr22,dressShirt,target,3,2,shirt,clothing,blackStimulus,NA,5,5,NA,NA,dress,distrClass2,2,4,NA,clothing,socks,distrClass2,4,3,NA,clothing,blackStimulus,NA,1,1,NA,NA,1,1,0,blue,,1450000000000,blue,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,dressShirt,NA,NA,,NA,NA,
730,5512-7,1450000000000,10,subSuperTrial,distr23,mnMs,target,3,2,candy,snack,blackStimulus,NA,5,5,NA,NA,chips,distrClass2,2,4,NA,snack,blackStimulus,NA,1,1,NA,NA,wardrobe,distrClass3,4,3,NA,furniture,1,1,0,m&m,,1450000000000,m&m,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,mnMs,NA,NA,,NA,NA,
731,5512-7,1450000000000,11,subSuperTrial,distr22,clownFish,target,4,4,fish,animal,bison,distrClass2,2,2,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,rabbit,distrClass2,3,3,NA,animal,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,clownFish,NA,NA,,NA,NA,
732,5512-7,1450000000000,12,subSuperTrial,distr22,diningTable,target,2,4,table,furniture,bookcase,distrClass2,3,3,NA,furniture,wardrobe,distrClass2,4,2,NA,furniture,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,diningTable,NA,NA,,NA,NA,
734,5512-7,1450000000000,14,subSuperTrial,distr12,minivan,target,2,3,car,vehicle,ambulance,distrClass2,3,4,NA,vehicle,blackStimulus,NA,1,1,NA,NA,sedan,distrClass1,4,2,car,vehicle,blackStimulus,NA,5,5,NA,NA,1,1,0,suv,,1450000000000,suv,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,minivan,NA,NA,,NA,NA,
735,5512-7,1450000000000,15,subSuperTrial,distr22,daisy,target,2,4,flower,plant,rosemary,distrClass2,3,2,NA,plant,blackStimulus,NA,1,1,NA,NA,pottedPlant,distrClass2,4,3,NA,plant,blackStimulus,NA,5,5,NA,NA,1,1,0,daisy,,1450000000000,daisy,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,daisy,NA,NA,,NA,NA,
