"","gameid","time","roundNum","trialType","condition","nameClickedObj","targetStatusClickedObj","spLocsClickedObj","lisLocsClickedObj","basiclevelClickedObj","superdomainClickedObj","alt1Name","alt1TargetStatus","alt1SpLocs","alt1LisLocs","alt1Basiclevel","alt1superdomain","alt2Name","alt2TargetStatus","alt2SpLocs","alt2LisLocs","alt2Basiclevel","alt2superdomain","alt3Name","alt3TargetStatus","alt3SpLocs","alt3LisLocs","alt3Basiclevel","alt3superdomain","alt4Name","alt4TargetStatus","alt4SpLocs","alt4LisLocs","alt4Basiclevel","alt4superdomain","numMessages","numSMessages","numLMessages","speakerMessages","listenerMessages","messageTimeStamps","refExp","sizeMentioned","colorMentioned","typeMentioned","otherFeatureMentioned","basiclevelMentioned","superClassMentioned","superclassattributeMentioned","utteranceContracted","oneMentioned","theMentioned","clickedType","clickedSize","clickedColor","colorPreNominal","sizePreNominal","X","notes"
"270","8258-f",1.45e+12,54,"subSuperTrial","distr22","parrot","target",2,3,"bird","animal","sheep","distrClass2",4,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"snake","distrClass2",3,2,NA,"animal",1,1,0,"bird","","1.45E+12","bird",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"parrot",NA,NA,"",NA,NA,""
"275","8258-f",1.45e+12,59,"subSuperTrial","distr33","suv","target",4,2,"car","vehicle","popcorn","distrClass3",2,3,NA,"snack","dress","distrClass3",3,4,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"car","","1.45E+12","car",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"suv",NA,NA,"",NA,NA,""
"277","8258-f",1.45e+12,61,"subSuperTrial","distr22","poloShirt","target",4,2,"shirt","clothing","socks","distrClass2",3,4,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"gloves","distrClass2",2,3,NA,"clothing","blackStimulus",NA,5,5,NA,NA,1,1,0,"shirt","","1.45E+12","shirt",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"poloShirt",NA,NA,"",NA,NA,""
"279","8258-f",1.45e+12,63,"subSuperTrial","distr33","clownFish","target",3,2,"fish","animal","bed","distrClass3",2,3,NA,"furniture","blackStimulus",NA,1,1,NA,NA,"firetruck","distrClass3",4,4,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,1,1,0,"fish","","1.45E+12","fish",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"clownFish",NA,NA,"",NA,NA,""
"280","8258-f",1.45e+12,64,"subSuperTrial","distr23","convertible","target",2,4,"car","vehicle","firetruck","distrClass2",3,3,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"bison","distrClass3",4,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"car","","1.45E+12","car",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"convertible",NA,NA,"",NA,NA,""
"289","9807-5",1.45e+12,1,"subSuperTrial","distr22","picnicTable","target",2,4,"table","furniture","blackStimulus",NA,5,5,NA,NA,"wardrobe","distrClass2",4,3,NA,"furniture","blackStimulus",NA,1,1,NA,NA,"lamp","distrClass2",3,2,NA,"furniture",1,1,0,"the table!","","1.45E+12","the table!",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,TRUE,"picnicTable",NA,NA,"",NA,NA,""
"300","9807-5",1.45e+12,12,"subSuperTrial","distr23","sunflower","target",2,3,"flower","plant","pottedPlant","distrClass2",3,2,NA,"plant","lion","distrClass3",4,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"flower","","1.45E+12","flower",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"sunflower",NA,NA,"",NA,NA,""
"301","9807-5",1.45e+12,13,"subSuperTrial","distr23","hummingBird","target",4,2,"bird","animal","rhino","distrClass2",3,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"popcorn","distrClass3",2,3,NA,"snack",1,1,0,"bird","","1.45E+12","bird",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"hummingBird",NA,NA,"",NA,NA,""
"304","9807-5",1.45e+12,16,"subSuperTrial","distr22","swordFish","target",3,2,"fish","animal","blackStimulus",NA,5,5,NA,NA,"lion","distrClass2",4,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"elephant","distrClass2",2,4,NA,"animal",1,1,0,"fish","","1.45E+12","fish",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"swordFish",NA,NA,"",NA,NA,""
"305","9807-5",1.45e+12,17,"subSuperTrial","distr33","dalmatian","target",2,3,"dog","animal","blackStimulus",NA,1,1,NA,NA,"ambulance","distrClass3",4,4,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,"gloves","distrClass3",3,2,NA,"clothing",1,1,0,"dog","","1.45E+12","dog",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"dalmatian",NA,NA,"",NA,NA,""
"306","9807-5",1.45e+12,18,"subSuperTrial","distr22","clownFish","target",4,3,"fish","animal","pig","distrClass2",3,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,"lion","distrClass2",2,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"fish","","1.45E+12","fish",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"clownFish",NA,NA,"",NA,NA,""
"309","9807-5",1.45e+12,21,"subSuperTrial","distr23","parrot","target",4,3,"bird","animal","elephant","distrClass2",2,4,NA,"animal","popcorn","distrClass3",3,2,NA,"snack","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"bird","","1.45E+12","bird",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"parrot",NA,NA,"",NA,NA,""
"310","9807-5",1.45e+12,22,"subSuperTrial","distr33","minivan","target",2,4,"car","vehicle","dress","distrClass3",4,2,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"grasses","distrClass3",3,3,NA,"plant","blackStimulus",NA,5,5,NA,NA,1,1,0,"car","","1.45E+12","car",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"minivan",NA,NA,"",NA,NA,""
"313","9807-5",1.45e+12,25,"subSuperTrial","distr22","tShirt","target",4,2,"shirt","clothing","dress","distrClass2",2,4,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"socks","distrClass2",3,3,NA,"clothing","blackStimulus",NA,1,1,NA,NA,1,1,0,"blue shirt","","1.45E+12","blue shirt",FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"tShirt",NA,NA,"",NA,NA,""
"324","9807-5",1.45e+12,36,"subSuperTrial","distr12","husky","target",3,4,"dog","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"cow","distrClass2",2,3,NA,"animal","greyhound","distrClass1",4,2,"dog","animal",1,1,0,"wolf like dog","","1.45E+12","wolf like dog",FALSE,FALSE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,"husky",NA,NA,"",NA,NA,""
"327","9807-5",1.45e+12,39,"subSuperTrial","distr22","coffeeTable","target",3,2,"table","furniture","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"wardrobe","distrClass2",2,4,NA,"furniture","bookcase","distrClass2",4,3,NA,"furniture",1,1,0,"table","","1.45E+12","table",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"coffeeTable",NA,NA,"",NA,NA,""
"330","9807-5",1.45e+12,42,"subSuperTrial","distr22","germanShepherd","target",4,4,"dog","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"elephant","distrClass2",2,3,NA,"animal","rhino","distrClass2",3,2,NA,"animal",1,1,0,"dog","","1.45E+12","dog",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"germanShepherd",NA,NA,"",NA,NA,""
"335","9807-5",1.45e+12,47,"subSuperTrial","distr33","jellyBeans","target",2,2,"candy","snack","blackStimulus",NA,5,5,NA,NA,"lamp","distrClass3",4,4,NA,"furniture","crocodile","distrClass3",3,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"candy","","1.45E+12","candy",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"jellyBeans",NA,NA,"",NA,NA,""
"336","9807-5",1.45e+12,48,"subSuperTrial","distr22","polarBear","target",4,4,"bear","animal","crocodile","distrClass2",2,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"kitten","distrClass2",3,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"bear","","1.45E+12","bear",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"polarBear",NA,NA,"",NA,NA,""
"337","9807-5",1.45e+12,49,"subSuperTrial","distr33","pug","target",3,2,"dog","animal","blackStimulus",NA,1,1,NA,NA,"pretzels","distrClass3",4,3,NA,"snack","grasses","distrClass3",2,4,NA,"plant","blackStimulus",NA,5,5,NA,NA,1,1,0,"dog","","1.45E+12","dog",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"pug",NA,NA,"",NA,NA,""
"339","9807-5",1.45e+12,51,"subSuperTrial","distr22","dressShirt","target",2,2,"shirt","clothing","socks","distrClass2",3,3,NA,"clothing","dress","distrClass2",4,4,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"blue shirt","","1.45E+12","blue shirt",FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"dressShirt",NA,NA,"",NA,NA,""
"340","9807-5",1.45e+12,52,"subSuperTrial","distr23","grizzlyBear","target",3,3,"bear","animal","blackStimulus",NA,5,5,NA,NA,"sheep","distrClass2",2,4,NA,"animal","bed","distrClass3",4,2,NA,"furniture","blackStimulus",NA,1,1,NA,NA,1,1,0,"bear","","1.45E+12","bear",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"grizzlyBear",NA,NA,"",NA,NA,""
"343","9807-5",1.45e+12,55,"subSuperTrial","distr33","suv","target",4,3,"car","vehicle","sheep","distrClass3",2,2,NA,"animal","bed","distrClass3",3,4,NA,"furniture","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"car","","1.45E+12","car",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"suv",NA,NA,"",NA,NA,""
"348","9807-5",1.45e+12,60,"subSuperTrial","distr23","hawaiiShirt","target",3,4,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"snake","distrClass3",4,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,"socks","distrClass2",2,3,NA,"clothing",1,1,0,"shirt","","1.45E+12","shirt",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"hawaiiShirt",NA,NA,"",NA,NA,""
"350","9807-5",1.45e+12,62,"subSuperTrial","distr23","catfish","target",3,3,"fish","animal","lamp","distrClass3",2,4,NA,"furniture","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"pig","distrClass2",4,2,NA,"animal",1,1,0,"fish","","1.45E+12","fish",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"catfish",NA,NA,"",NA,NA,""
"351","9807-5",1.45e+12,63,"subSuperTrial","distr12","pigeon","target",2,4,"bird","animal","blackStimulus",NA,5,5,NA,NA,"rabbit","distrClass2",4,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,"sparrow","distrClass1",3,3,"bird","animal",1,1,0,"bird looking left","","1.45E+12","bird looking left",FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,"pigeon",NA,NA,"",NA,NA,""
"352","9807-5",1.45e+12,64,"subSuperTrial","distr12","pandaBear","target",2,2,"bear","animal","pig","distrClass2",3,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"koalaBear","distrClass1",4,3,"bear","animal",1,1,0,"bear","","1.45E+12","bear",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"pandaBear",NA,NA,"",NA,NA,""
"356","9807-5",1.45e+12,68,"subSuperTrial","distr33","daisy","target",2,2,"flower","plant","blackStimulus",NA,1,1,NA,NA,"bison","distrClass3",3,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"popcorn","distrClass3",4,3,NA,"snack",1,1,0,"flower","","1.45E+12","flower",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"daisy",NA,NA,"",NA,NA,""
"358","9807-5",1.45e+12,70,"subSuperTrial","distr23","diningTable","target",4,2,"table","furniture","blackStimulus",NA,1,1,NA,NA,"snake","distrClass3",3,3,NA,"animal","bed","distrClass2",2,4,NA,"furniture","blackStimulus",NA,5,5,NA,NA,1,1,0,"table","","1.45E+12","table",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"diningTable",NA,NA,"",NA,NA,""
"359","9807-5",1.45e+12,71,"subSuperTrial","distr22","goldFish","target",2,3,"fish","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"chick","distrClass2",3,4,NA,"animal","snake","distrClass2",4,2,NA,"animal",1,1,0,"fish","","1.45E+12","fish",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"goldFish",NA,NA,"",NA,NA,""
"360","9807-5",1.45e+12,72,"subSuperTrial","distr33","mnMs","target",4,4,"candy","snack","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"rabbit","distrClass3",2,3,NA,"animal","rhino","distrClass3",3,2,NA,"animal",1,1,0,"candy","","1.45E+12","candy",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"mnMs",NA,NA,"",NA,NA,""
"382","8684-3",1.45e+12,22,"subSuperTrial","distr33","rose","target",4,4,"flower","plant","blackStimulus",NA,5,5,NA,NA,"bison","distrClass3",3,3,NA,"animal","chick","distrClass3",2,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"flower","","1.45E+12","flower",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"rose",NA,NA,"",NA,NA,""
"394","8684-3",1.45e+12,34,"subSuperTrial","distr23","mnMs","target",3,4,"candy","snack","sheep","distrClass3",4,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"popcorn","distrClass2",2,2,NA,"snack","blackStimulus",NA,5,5,NA,NA,1,1,0,"candy","","1.45E+12","candy",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"mnMs",NA,NA,"",NA,NA,""
"399","8684-3",1.45e+12,39,"subSuperTrial","distr23","gummyBears","target",4,3,"candy","snack","blackStimulus",NA,1,1,NA,NA,"horse","distrClass3",3,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,"pretzels","distrClass2",2,4,NA,"snack",3,2,1,"candy___gummi","this food is making me hungry. ","1449255075005___1449255084081___1449255085226","candy",FALSE,FALSE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,"gummyBears",NA,NA,"",NA,NA,""
"412","8684-3",1.45e+12,52,"subSuperTrial","distr23","skittles","target",2,3,"candy","snack","pretzels","distrClass2",3,2,NA,"snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"dress","distrClass3",4,4,NA,"clothing",2,2,0,"more candy___sweet","","1449255190097___1449255193313","more candy",FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,"skittles",NA,NA,"",NA,NA,""
"435","5628-2",1.45e+12,3,"subSuperTrial","distr33","hummingBird","target",3,4,"bird","animal","pretzels","distrClass3",2,2,NA,"snack","pretzels","distrClass3",4,3,NA,"snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"bird","","1.45E+12","bird",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"hummingBird",NA,NA,"",NA,NA,""
"436","5628-2",1.45e+12,4,"subSuperTrial","distr22","blackBear","target",2,4,"bear","animal","iguana","distrClass2",3,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"sheep","distrClass2",4,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"bear","","1.45E+12","bear",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"blackBear",NA,NA,"",NA,NA,""
"438","5628-2",1.45e+12,6,"subSuperTrial","distr23","germanShepherd","target",3,3,"dog","animal","blackStimulus",NA,5,5,NA,NA,"lamp","distrClass3",2,2,NA,"furniture","iguana","distrClass2",4,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"doggie","","1.45E+12","doggie",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"germanShepherd",NA,NA,"",NA,NA,""
"444","5628-2",1.45e+12,12,"subSuperTrial","distr12","husky","target",2,2,"dog","animal","lobster","distrClass2",4,3,NA,"animal","greyhound","distrClass1",3,4,"dog","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"thick dog","","1.45E+12","thick dog",FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,"husky",NA,NA,"",NA,NA,""
"467","5628-2",1.45e+12,35,"subSuperTrial","distr23","hawaiiShirt","target",2,2,"shirt","clothing","lamp","distrClass3",3,4,NA,"furniture","bathrobe","distrClass2",4,3,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"shirt","","1.45E+12","shirt",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"hawaiiShirt",NA,NA,"",NA,NA,""
"472","5628-2",1.45e+12,40,"subSuperTrial","distr12","grizzlyBear","target",3,4,"bear","animal","blackStimulus",NA,1,1,NA,NA,"cow","distrClass2",2,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,"koalaBear","distrClass1",4,3,"bear","animal",1,1,0,"bear","","1.45E+12","bear",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"grizzlyBear",NA,NA,"",NA,NA,""
"473","5628-2",1.45e+12,41,"subSuperTrial","distr23","coffeeTable","target",2,4,"table","furniture","blackStimulus",NA,1,1,NA,NA,"crocodile","distrClass3",4,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,"lamp","distrClass2",3,3,NA,"furniture",1,1,0,"table","","1.45E+12","table",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"coffeeTable",NA,NA,"",NA,NA,""
"474","5628-2",1.45e+12,42,"subSuperTrial","distr22","pug","target",3,3,"dog","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"crocodile","distrClass2",4,4,NA,"animal","bison","distrClass2",2,2,NA,"animal",1,1,0,"dog","","1.45E+12","dog",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"pug",NA,NA,"",NA,NA,""
"475","5628-2",1.45e+12,43,"subSuperTrial","distr22","pigeon","target",3,3,"bird","animal","rhino","distrClass2",2,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,"pig","distrClass2",4,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"bird","","1.45E+12","bird",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"pigeon",NA,NA,"",NA,NA,""
"476","5628-2",1.45e+12,44,"subSuperTrial","distr23","dressShirt","target",3,2,"shirt","clothing","gloves","distrClass2",2,4,NA,"clothing","pretzels","distrClass3",4,3,NA,"snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"shirt","","1.45E+12","shirt",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"dressShirt",NA,NA,"",NA,NA,""
"483","5628-2",1.45e+12,51,"subSuperTrial","distr33","diningTable","target",2,2,"table","furniture","socks","distrClass3",4,4,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"snake","distrClass3",3,3,NA,"animal",1,1,0,"table","","1.45E+12","table",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"diningTable",NA,NA,"",NA,NA,""
"484","5628-2",1.45e+12,52,"subSuperTrial","distr23","tulip","target",3,3,"flower","plant","grasses","distrClass2",4,2,NA,"plant","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"wardrobe","distrClass3",2,4,NA,"furniture",1,1,0,"flower","","1.45E+12","flower",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"tulip",NA,NA,"",NA,NA,""
"489","5628-2",1.45e+12,57,"subSuperTrial","distr23","parrot","target",4,4,"bird","animal","rosemary","distrClass3",2,2,NA,"plant","pig","distrClass2",3,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"bird","","1.45E+12","bird",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"parrot",NA,NA,"",NA,NA,""
"490","5628-2",1.45e+12,58,"subSuperTrial","distr33","suv","target",3,2,"car","vehicle","bathrobe","distrClass3",2,3,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"sheep","distrClass3",4,4,NA,"animal",1,1,0,"car","","1.45E+12","car",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"suv",NA,NA,"",NA,NA,""
"491","5628-2",1.45e+12,59,"subSuperTrial","distr33","mnMs","target",4,2,"candy","snack","chick","distrClass3",2,3,NA,"animal","rhino","distrClass3",3,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"candy","","1.45E+12","candy",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"mnMs",NA,NA,"",NA,NA,""
"492","5628-2",1.45e+12,60,"subSuperTrial","distr22","dalmatian","target",2,4,"dog","animal","lobster","distrClass2",3,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"pig","distrClass2",4,3,NA,"animal",1,1,0,"dog","","1.45E+12","dog",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"dalmatian",NA,NA,"",NA,NA,""
"494","5628-2",1.45e+12,62,"subSuperTrial","distr33","catfish","target",4,3,"fish","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"pottedPlant","distrClass3",3,4,NA,"plant","wardrobe","distrClass3",2,2,NA,"furniture",1,1,0,"fish","","1.45E+12","fish",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"catfish",NA,NA,"",NA,NA,""
"497","5628-2",1.45e+12,65,"subSuperTrial","distr22","daisy","target",2,3,"flower","plant","ivy","distrClass2",3,4,NA,"plant","pottedPlant","distrClass2",4,2,NA,"plant","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"flower","","1.45E+12","flower",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"daisy",NA,NA,"",NA,NA,""
"498","5628-2",1.45e+12,66,"subSuperTrial","distr33","picnicTable","target",2,2,"table","furniture","blackStimulus",NA,5,5,NA,NA,"rabbit","distrClass3",3,4,NA,"animal","firetruck","distrClass3",4,3,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,1,1,0,"table","","1.45E+12","table",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"picnicTable",NA,NA,"",NA,NA,""
"502","5628-2",1.45e+12,70,"subSuperTrial","distr12","pandaBear","target",3,3,"bear","animal","blackStimulus",NA,5,5,NA,NA,"koalaBear","distrClass1",2,4,"bear","animal","kitten","distrClass2",4,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"bear","","1.45E+12","bear",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"pandaBear",NA,NA,"",NA,NA,""
"504","5628-2",1.45e+12,72,"subSuperTrial","distr33","poloShirt","target",2,3,"shirt","clothing","crocodile","distrClass3",3,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"ivy","distrClass3",4,2,NA,"plant",1,1,0,"shirt","","1.45E+12","shirt",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"poloShirt",NA,NA,"",NA,NA,""
"506","8430-f",1.45e+12,2,"subSuperTrial","distr23","dressShirt","target",3,2,"shirt","clothing","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"horse","distrClass3",4,3,NA,"animal","bathrobe","distrClass2",2,4,NA,"clothing",1,1,0,"blue shirt","","1.45E+12","blue shirt",FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"dressShirt",NA,NA,"",NA,NA,""
"508","8430-f",1.45e+12,4,"subSuperTrial","distr33","convertible","target",4,2,"car","vehicle","blackStimulus",NA,5,5,NA,NA,"grasses","distrClass3",2,3,NA,"plant","blackStimulus",NA,1,1,NA,NA,"iguana","distrClass3",3,4,NA,"animal",1,1,0,"car","","1.45E+12","car",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"convertible",NA,NA,"",NA,NA,""
"509","8430-f",1.45e+12,5,"subSuperTrial","distr23","grizzlyBear","target",3,4,"bear","animal","gloves","distrClass3",4,3,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"snake","distrClass2",2,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"bear","","1.45E+12","bear",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"grizzlyBear",NA,NA,"",NA,NA,""
"517","8430-f",1.45e+12,13,"subSuperTrial","distr22","daisy","target",2,2,"flower","plant","blackStimulus",NA,1,1,NA,NA,"rosemary","distrClass2",3,4,NA,"plant","blackStimulus",NA,5,5,NA,NA,"grasses","distrClass2",4,3,NA,"plant",1,1,0,"flower","","1.45E+12","flower",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"daisy",NA,NA,"",NA,NA,""
"521","8430-f",1.45e+12,17,"subSuperTrial","distr22","hummingBird","target",2,2,"bird","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"horse","distrClass2",3,4,NA,"animal","bison","distrClass2",4,3,NA,"animal",1,1,0,"bird","","1.45E+12","bird",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"hummingBird",NA,NA,"",NA,NA,""
"522","8430-f",1.45e+12,18,"subSuperTrial","distr33","dalmatian","target",3,2,"dog","animal","gloves","distrClass3",2,4,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"pretzels","distrClass3",4,3,NA,"snack","blackStimulus",NA,1,1,NA,NA,1,1,0,"dog","","1.45E+12","dog",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"dalmatian",NA,NA,"",NA,NA,""
