Item,Color,utterance,Typicality,YMin,YMax
cup,pink,vegetable,0.09,0.0107142857142857,0.239285714285714
cup,purple,apple,0.005,0,0.0107142857142857
cup,purple,avocado,0.015625,0.005625,0.0275
cup,purple,banana,0.0752941176470588,0.00823529411764706,0.200014705882353
cup,purple,carrot,0.00733333333333333,0.002,0.0133333333333333
cup,purple,cup,0.91,0.875825,0.9383375
cup,purple,fruit,0.0430769230769231,0.00769230769230769,0.0823076923076923
cup,purple,pear,0.01375,0.0025,0.03125
cup,purple,pepper,0.0230769230769231,0.00461538461538461,0.0515384615384615
cup,purple,tomato,0.007,0,0.015
cup,purple,vegetable,0.0664285714285714,0.00214285714285714,0.186428571428571
cup,red,apple,0.0228571428571429,0.00785714285714286,0.0435714285714286
cup,red,avocado,0.0111111111111111,0.00277777777777778,0.0222222222222222
cup,red,banana,0.0128571428571429,0.00285714285714286,0.03
cup,red,carrot,0.0192857142857143,0.005,0.0378571428571429
cup,red,cup,0.910166666666667,0.860666666666667,0.949166666666667
cup,red,fruit,0.0391666666666667,0.00497916666666667,0.095
cup,red,pear,0.0680952380952381,0.00857142857142857,0.167642857142857
cup,red,pepper,0.013,0.002,0.028
cup,red,tomato,0.035,0.00583333333333333,0.0816666666666667
cup,red,vegetable,0.0025,0,0.00583333333333333
cup,yellow,apple,0.0586666666666667,0.00533333333333334,0.152033333333333
cup,yellow,avocado,0.0107692307692308,0.00384615384615385,0.0184615384615385
cup,yellow,banana,0.0276923076923077,0.00230769230769231,0.0623076923076923
cup,yellow,carrot,0.0183333333333333,0.00583333333333333,0.0341666666666667
cup,yellow,cup,0.937833333333333,0.915333333333333,0.959166666666667
cup,yellow,fruit,0.0876923076923077,0.00692307692307692,0.242307692307692
cup,yellow,pear,0.00866666666666667,0.00333333333333333,0.0153333333333333
cup,yellow,pepper,0.01375,0.001875,0.033125
cup,yellow,tomato,0.0963636363636364,0.00363636363636363,0.277272727272727
cup,yellow,vegetable,0.0691666666666667,0.00333333333333333,0.1825
pear,green,apple,0.235,0.064,0.455075
pear,green,avocado,0.005,0.00125,0.01
pear,green,banana,0.0210526315789474,0.00840789473684211,0.0368421052631579
pear,green,carrot,0.146,0.0106666666666667,0.344683333333333
pear,green,cup,0.0914285714285714,0.00857142857142858,0.245035714285714
pear,green,fruit,0.941818181818182,0.889090909090909,0.981818181818182
pear,green,pear,0.954166666666667,0.9224875,0.977666666666667
pear,green,pepper,0.0161538461538462,0.00538461538461538,0.0315384615384615
pear,green,tomato,0.0182352941176471,0.00176470588235294,0.0458970588235294
pear,green,vegetable,0.114615384615385,0.0169230769230769,0.268461538461538
pear,orange,apple,0.187272727272727,0.0590681818181818,0.356409090909091
pear,orange,avocado,0.01,0.002,0.02
pear,orange,banana,0.01,0.002,0.0213333333333333
pear,orange,carrot,0.0515384615384615,0.0138461538461538,0.114615384615385
pear,orange,cup,0.0121428571428571,0.000714285714285714,0.0285892857142857
pear,orange,fruit,0.777391304347826,0.696934782608696,0.858260869565217
pear,orange,pear,0.691666666666667,0.6251625,0.7607
pear,orange,pepper,0.01,0.00444444444444445,0.0166666666666667
pear,orange,tomato,0.0223076923076923,0.00615384615384616,0.0407692307692308
pear,orange,vegetable,0.104166666666667,0.0141458333333333,0.238333333333333
pear,yellow,apple,0.156363636363636,0.0290909090909091,0.354590909090909
pear,yellow,avocado,0.0261538461538462,0.00615384615384615,0.0523076923076923
pear,yellow,banana,0.0375,0.00666666666666667,0.0791666666666667
pear,yellow,carrot,0.0147058823529412,0.00647058823529412,0.0253088235294118
pear,yellow,cup,0.00727272727272727,0.00181818181818182,0.0136363636363636
pear,yellow,fruit,0.905294117647059,0.835882352941177,0.960014705882353
pear,yellow,pear,0.909,0.858483333333333,0.953833333333333
pear,yellow,pepper,0.141875,0.01125,0.31878125
pear,yellow,tomato,0.0226666666666667,0.00666666666666667,0.0440166666666667
pear,yellow,vegetable,0.02875,0.005,0.055
pepper,green,apple,0.03,0.00823529411764706,0.0547205882352941
pepper,green,avocado,0.0154545454545455,0.00363636363636364,0.0318181818181818
pepper,green,banana,0.086875,0.007484375,0.2125
pepper,green,carrot,0.0194117647058824,0.00235294117647059,0.0494117647058823
pepper,green,cup,0.0981818181818182,0.000886363636363643,0.285454545454545
pepper,green,fruit,0.183076923076923,0.0515384615384615,0.350788461538461
pepper,green,pear,0.02,0.005625,0.036890625
pepper,green,pepper,0.942166666666667,0.905654166666667,0.971004166666667
pepper,green,tomato,0.0318181818181818,0.0118181818181818,0.0545454545454545
pepper,green,vegetable,0.82375,0.73121875,0.93
pepper,orange,apple,0.0133333333333333,0,0.0316666666666667
pepper,orange,avocado,0.01,0.00222222222222222,0.0211111111111111
pepper,orange,banana,0.0105882352941176,0.00235294117647059,0.0223529411764706
pepper,orange,carrot,0.045,0.01,0.0883541666666667
pepper,orange,cup,0.059,0.004,0.1625
pepper,orange,fruit,0.234545454545455,0.05,0.490909090909091
pepper,orange,pear,0.04,0.01,0.0821607142857143
pepper,orange,pepper,0.843666666666667,0.792820833333333,0.890508333333333
pepper,orange,tomato,0.0523076923076923,0.0253846153846154,0.08
pepper,orange,vegetable,0.79,0.624979166666667,0.926666666666667
pepper,red,apple,0.0271428571428571,0.0107142857142857,0.0457142857142857
pepper,red,avocado,0.134285714285714,0.005,0.316464285714286
pepper,red,banana,0.0194736842105263,0.00368421052631579,0.0452894736842105
pepper,red,carrot,0.0141666666666667,0.00416666666666667,0.0258333333333333
pepper,red,cup,0.167272727272727,0.00363636363636363,0.399181818181818
pepper,red,fruit,0.106111111111111,0.0344444444444444,0.199444444444444
pepper,red,pear,0.01,0.003,0.017
pepper,red,pepper,0.935333333333333,0.887995833333333,0.971504166666667
pepper,red,tomato,0.0938461538461538,0.00538461538461539,0.247692307692308
pepper,red,vegetable,0.681111111111111,0.431055555555556,0.892527777777778
tomato,green,apple,0.0481818181818182,0.00634090909090909,0.123636363636364
tomato,green,avocado,0.0169230769230769,0.00615384615384615,0.0284615384615385
tomato,green,banana,0.093,0.005,0.249
tomato,green,carrot,0.012,0.00266666666666667,0.0226833333333333
tomato,green,cup,0.0121428571428571,0.00428571428571429,0.0207142857142857
tomato,green,fruit,0.341111111111111,0.188333333333333,0.492819444444444
tomato,green,pear,0.012,0.002,0.026
tomato,green,pepper,0.0833333333333333,0.0186666666666667,0.191383333333333
tomato,green,tomato,0.725333333333333,0.6511625,0.792516666666667
tomato,green,vegetable,0.597857142857143,0.419107142857143,0.772178571428571
tomato,pink,apple,0.0223529411764706,0.00882352941176471,0.0394264705882353
tomato,pink,avocado,0.0642857142857143,0,0.19
tomato,pink,banana,0.0109090909090909,0.00181818181818182,0.0236363636363636
tomato,pink,carrot,0.0257142857142857,0.00428571428571429,0.0471428571428571
tomato,pink,cup,0.0177777777777778,0.00666666666666667,0.0300138888888889
tomato,pink,fruit,0.21875,0.100625,0.364390625
tomato,pink,pear,0.0106666666666667,0.00466666666666667,0.018
tomato,pink,pepper,0.025,0.01,0.045
tomato,pink,tomato,0.405166666666667,0.327641666666667,0.481679166666667
tomato,pink,vegetable,0.335882352941176,0.204691176470588,0.478308823529412
tomato,red,apple,0.152,0.0179833333333333,0.31605
tomato,red,avocado,0.0226666666666667,0.00533333333333333,0.0453333333333333
tomato,red,banana,0.0128571428571429,0.00571428571428571,0.0207142857142857
tomato,red,carrot,0.0113333333333333,0.00266666666666667,0.02135
tomato,red,cup,0.0118181818181818,0.00454545454545455,0.0209090909090909
tomato,red,fruit,0.355,0.199145833333333,0.5016875
tomato,red,pear,0.0358333333333333,0.0124791666666667,0.0741875
tomato,red,pepper,0.049375,0.015625,0.09125
tomato,red,tomato,0.963,0.9311625,0.9853375
tomato,red,vegetable,0.646,0.431975,0.861025
