gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, domainClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Domain, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Domain, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Domain, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Domain, alt4superdomain,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,TypeMentioned,otherFeatureMentioned,superClassMentioned,superSuperClassMentioned,superclassattributeMentioned,utteranceContracted,oneMentioned,TRUEheMentioned,clickedType,clickedSize,clickedColor,colorPreNominal,sizePreNominal,,notes
6471-6,1.4489E+12,31,colorSizeTrial,colorOnly2Distr2Same,small_purple_stapler,target,2,3,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,small_red_stapler,distractor,4,4,NA,NA,small_red_stapler,distractor,3,2,NA,NA,1,1,0,purple,,1.4489E+12,purple,FALSE,TRUE,FALSE,,,,,,,,small_purple_stapler,NA,NA,,,,
6471-6,1.4489E+12,32,subSuperTrial,distr12,trailer,target,3,3,house,place,blackStimulus,NA,5,5,NA,NA,firestation,distrClass2,2,4,NA,place,hut,distrClass1,4,2,house,place,blackStimulus,NA,1,1,NA,NA,1,1,0,trailer,,1.4489E+12,trailer,FALSE,FALSE,TRUE,,,,,,,,trailer,NA,NA,,,,
6471-6,1.4489E+12,33,colorSizeTrial,sizeOnly4Distr2Same,big_brown_belt,target,2,5,NA,NA,small_brown_belt,distractor,4,2,NA,NA,small_black_belt,distractor,5,1,NA,NA,small_black_belt,distractor,3,3,NA,NA,small_brown_belt,distractor,1,4,NA,NA,1,1,0,biggest,,1.4489E+12,biggest,TRUE,FALSE,FALSE,,,,,,,,big_brown_belt,NA,NA,,,,
6471-6,1.4489E+12,34,subSuperTrial,distr23,ambulance,target,2,2,vehicle,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,fries,distrClass3,4,3,NA,food,crosswalksign,distrClass2,3,4,NA,object,1,1,0,ambulance,,1.4489E+12,ambulance,FALSE,FALSE,TRUE,,,,,,,,ambulance,NA,NA,,,,
6471-6,1.4489E+12,35,colorSizeTrial,sizeOnly2Distr2Same,big_white_shoe,target,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_white_shoe,distractor,2,3,NA,NA,blackStimulus,NA,1,1,NA,NA,small_white_shoe,distractor,4,4,NA,NA,1,1,0,biggest,,1.4489E+12,biggest,TRUE,FALSE,FALSE,,,,,,,,big_white_shoe,NA,NA,,,,
6471-6,1.4489E+12,36,colorSizeTrial,colorOnly4Distr3Same,big_red_chair,target,5,5,NA,NA,small_green_chair,distractor,3,4,NA,NA,big_green_chair,distractor,1,1,NA,NA,big_green_chair,distractor,2,3,NA,NA,big_green_chair,distractor,4,2,NA,NA,1,1,0,orange,,1.4489E+12,orange,FALSE,TRUE,FALSE,,,,,,,,big_red_chair,NA,NA,,,,
6471-6,1.4489E+12,37,colorSizeTrial,sizeOnly4Distr4Same,big_black_book,target,1,2,NA,NA,small_black_book,distractor,4,1,NA,NA,small_black_book,distractor,3,5,NA,NA,small_black_book,distractor,2,3,NA,NA,small_black_book,distractor,5,4,NA,NA,1,1,0,biggest,,1.4489E+12,biggest,TRUE,FALSE,FALSE,,,,,,,,big_black_book,NA,NA,,,,
6471-6,1.4489E+12,38,colorSizeTrial,colorOnly2Distr2Same,small_brown_jacket,target,2,3,NA,NA,small_green_jacket,distractor,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,small_green_jacket,distractor,4,4,NA,NA,1,1,0,brown,,1.4489E+12,brown,FALSE,TRUE,FALSE,,,,,,,,small_brown_jacket,NA,NA,,,,
6471-6,1.4489E+12,39,colorSizeTrial,colorOnly4Distr2Same,big_red_bucket,target,5,3,NA,NA,small_pink_bucket,distractor,4,5,NA,NA,big_pink_bucket,distractor,3,4,NA,NA,small_pink_bucket,distractor,1,1,NA,NA,big_pink_bucket,distractor,2,2,NA,NA,1,1,0,red,,1.4489E+12,red,FALSE,TRUE,FALSE,,,,,,,,big_red_bucket,NA,NA,,,,
6471-6,1.4489E+12,40,colorSizeTrial,sizeOnly4Distr3Same,big_red_flower,target,5,3,NA,NA,small_red_flower,distractor,3,4,NA,NA,small_purple_flower,distractor,4,2,NA,NA,small_red_flower,distractor,2,1,NA,NA,small_red_flower,distractor,1,5,NA,NA,1,1,0,biggest,,1.4489E+12,biggest,TRUE,FALSE,FALSE,,,,,,,,big_red_flower,NA,NA,,,,
6471-6,1.4489E+12,41,colorSizeTrial,colorOnly4Distr1Same,small_orange_billiardball,target,5,3,NA,NA,small_purple_billiardball,distractor,3,5,NA,NA,big_purple_billiardball,distractor,4,2,NA,NA,big_purple_billiardball,distractor,1,4,NA,NA,big_purple_billiardball,distractor,2,1,NA,NA,1,1,0,orange,,1.4489E+12,orange,FALSE,TRUE,FALSE,,,,,,,,small_orange_billiardball,NA,NA,,,,
6471-6,1.4489E+12,42,subSuperTrial,distr22,bathrobe,target,2,4,clothing,object,basketball,distrClass2,4,2,NA,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,teddybear,distrClass2,3,3,NA,object,1,1,0,robe,,1.4489E+12,robe,FALSE,FALSE,TRUE,,,,,TRUE,,,bathrobe,NA,NA,,,,
6471-6,1.4489E+12,43,colorSizeTrial,sizeOnly2Distr2Same,big_purple_rug,target,4,3,NA,NA,small_purple_rug,distractor,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_purple_rug,distractor,3,4,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,biggest,,1.4489E+12,biggest,TRUE,FALSE,FALSE,,,,,,,,big_purple_rug,NA,NA,,,,
6471-6,1.4489E+12,44,colorSizeTrial,sizeOnly4Distr2Same,big_purple_yarn,target,2,3,NA,NA,small_red_yarn,distractor,5,1,NA,NA,small_purple_yarn,distractor,3,4,NA,NA,small_red_yarn,distractor,4,5,NA,NA,small_purple_yarn,distractor,1,2,NA,NA,1,1,0,biggest,,1.4489E+12,biggest,TRUE,FALSE,FALSE,,,,,,,,big_purple_yarn,NA,NA,,,,
6471-6,1.4489E+12,45,colorSizeTrial,sizeOnly2Distr1Same,small_purple_ornament,target,3,3,NA,NA,blackStimulus,NA,1,1,NA,NA,big_purple_ornament,distractor,4,4,NA,NA,big_blue_ornament,distractor,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,smallest,,1.4489E+12,smallest,TRUE,FALSE,FALSE,,,,,,,,small_purple_ornament,NA,NA,,,,
6471-6,1.4489E+12,46,colorSizeTrial,sizeOnly4Distr4Same,big_blue_toothbrush,target,1,2,NA,NA,small_blue_toothbrush,distractor,5,5,NA,NA,small_blue_toothbrush,distractor,2,3,NA,NA,small_blue_toothbrush,distractor,4,4,NA,NA,small_blue_toothbrush,distractor,3,1,NA,NA,1,1,0,biggest,,1.4489E+12,biggest,TRUE,FALSE,FALSE,,,,,,,,big_blue_toothbrush,NA,NA,,,,
6471-6,1.4489E+12,47,subSuperTrial,distr22,sunflower,target,2,2,flower,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,pottedPlant,distrClass2,4,3,NA,plant,bambus,distrClass2,3,4,NA,plant,1,1,0,flower,,1.4489E+12,flower,FALSE,FALSE,FALSE,,TRUE,,,,,,sunflower,NA,NA,,,,
6471-6,1.4489E+12,48,subSuperTrial,distr33,pineapple,target,3,2,fruit,food,tennisball,distrClass3,4,3,NA,object,museum,distrClass3,2,4,NA,place,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,pineapple,,1.4489E+12,pineapple,FALSE,FALSE,TRUE,,,,,,,,pineapple,NA,NA,,,,
6471-6,1.4489E+12,49,colorSizeTrial,sizeOnly2Distr1Same,small_orange_cushion,target,2,2,NA,NA,big_orange_cushion,distractor,4,3,NA,NA,blackStimulus,NA,5,5,NA,NA,big_blue_cushion,distractor,3,4,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,smallest,,1.4489E+12,smallest,TRUE,FALSE,FALSE,,,,,,,,small_orange_cushion,NA,NA,,,,
6471-6,1.4489E+12,50,subSuperTrial,distr23,bra,target,2,3,clothing,object,blackStimulus,NA,1,1,NA,NA,museum,distrClass3,4,4,NA,place,laptop,distrClass2,3,2,NA,object,blackStimulus,NA,5,5,NA,NA,1,1,0,bra,,1.4489E+12,bra,FALSE,FALSE,TRUE,,,,,,,,bra,NA,NA,,,,
6471-6,1.4489E+12,51,subSuperTrial,distr23,eggplant,target,3,4,vegetable,food,firestation,distrClass3,2,2,NA,place,blackStimulus,NA,5,5,NA,NA,cookies,distrClass2,4,3,NA,food,blackStimulus,NA,1,1,NA,NA,1,1,0,eggplant,,1.4489E+12,eggplant,FALSE,FALSE,TRUE,,,,,,,,eggplant,NA,NA,,,,
6471-6,1.4489E+12,52,subSuperTrial,distr12,firetruck,target,2,3,vehicle,object,motorcycle,distrClass1,3,4,vehicle,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,camera,distrClass2,4,2,NA,object,1,1,0,firetruck,,1.4489E+12,firetruck,FALSE,FALSE,TRUE,,,,,,,,firetruck,NA,NA,,,,
6471-6,1.4489E+12,53,subSuperTrial,distr12,igloo,target,2,3,house,place,postoffice,distrClass2,3,4,NA,place,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,castle,distrClass1,4,2,house,place,1,1,0,igloo,,1.4489E+12,igloo,FALSE,FALSE,TRUE,,,,,,,,igloo,NA,NA,,,,
6471-6,1.4489E+12,54,subSuperTrial,distr33,belt2,target,4,3,clothing,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,postoffice,distrClass3,3,2,NA,place,hospital,distrClass3,2,4,NA,place,1,1,0,belt,,1.4489E+12,belt,FALSE,FALSE,TRUE,,,,,,,,belt2,NA,NA,,,,
6471-6,1.4489E+12,55,subSuperTrial,distr22,piano,target,3,2,instrument,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,walkietalkie,distrClass2,2,3,NA,object,binoculars,distrClass2,4,4,NA,object,1,1,0,piano,,1.4489E+12,piano,FALSE,FALSE,TRUE,,,,,,,,piano,NA,NA,,,,
6471-6,1.4489E+12,56,colorSizeTrial,sizeOnly4Distr1Same,small_white_teacup,target,3,5,NA,NA,big_pink_teacup,distractor,1,1,NA,NA,big_white_teacup,distractor,2,4,NA,NA,big_pink_teacup,distractor,5,3,NA,NA,big_pink_teacup,distractor,4,2,NA,NA,1,1,0,smallest,,1.4489E+12,smallest,TRUE,FALSE,FALSE,,,,,,,,small_white_teacup,NA,NA,,,,
6471-6,1.4489E+12,57,subSuperTrial,distr33,kiwi,target,2,3,fruit,food,blackStimulus,NA,1,1,NA,NA,basketball,distrClass3,3,2,NA,object,fir,distrClass3,4,4,NA,plant,blackStimulus,NA,5,5,NA,NA,1,1,0,kiwi,,1.4489E+12,kiwi,FALSE,FALSE,TRUE,,,,,,,,kiwi,NA,NA,,,,
6471-6,1.4489E+12,58,subSuperTrial,distr12,dalmatian,target,4,3,dog,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,flamingo,distrClass2,3,2,NA,animal,greyhound,distrClass1,2,4,dog,animal,1,1,0,dalmation,,1.4489E+12,dalmation,FALSE,FALSE,TRUE,,,,,,,,dalmatian,NA,NA,,,,
6471-6,1.4489E+12,59,subSuperTrial,distr23,bike2,target,4,3,vehicle,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,lion,distrClass3,2,4,NA,animal,football,distrClass2,3,2,NA,object,1,1,0,bike,,1.4489E+12,bike,FALSE,FALSE,TRUE,,,,,,,,bike2,NA,NA,,,,
6471-6,1.4489E+12,60,subSuperTrial,distr22,boat,target,3,2,vehicle,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,greekcolumn,distrClass2,2,3,NA,object,tooth,distrClass2,4,4,NA,object,1,1,0,boat,,1.4489E+12,boat,FALSE,FALSE,TRUE,,,,,,,,boat,NA,NA,,,,
6471-6,1.4489E+12,61,colorSizeTrial,sizeOnly4Distr4Same,big_purple_hairdryer,target,2,2,NA,NA,small_purple_hairdryer,distractor,1,5,NA,NA,small_purple_hairdryer,distractor,4,4,NA,NA,small_purple_hairdryer,distractor,3,3,NA,NA,small_purple_hairdryer,distractor,5,1,NA,NA,1,1,0,biggest,,1.4489E+12,biggest,TRUE,FALSE,FALSE,,,,,,,,big_purple_hairdryer,NA,NA,,,,
6471-6,1.4489E+12,62,colorSizeTrial,colorOnly4Distr4Same,big_purple_rock,target,2,3,NA,NA,big_green_rock,distractor,5,4,NA,NA,big_green_rock,distractor,4,2,NA,NA,big_green_rock,distractor,1,1,NA,NA,big_green_rock,distractor,3,5,NA,NA,1,1,0,purple,,1.4489E+12,purple,FALSE,TRUE,FALSE,,,,,,,,big_purple_rock,NA,NA,,,,
6471-6,1.4489E+12,63,subSuperTrial,distr12,cottage,target,2,2,house,place,church,distrClass2,3,3,NA,place,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,teepee,distrClass1,4,4,house,place,1,1,0,house,,1.4489E+12,house,FALSE,FALSE,FALSE,,TRUE,,,,,,cottage,NA,NA,,,,
6471-6,1.4489E+12,64,subSuperTrial,distr22,clarinet,target,2,2,instrument,object,cigar,distrClass2,3,3,NA,object,eraser,distrClass2,4,4,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,clarinet,,1.4489E+12,clarinet,FALSE,FALSE,TRUE,,,,,,,,clarinet,NA,NA,,,,
6471-6,1.4489E+12,65,colorSizeTrial,sizeOnly4Distr3Same,small_green_pepper,target,1,2,NA,NA,big_green_pepper,distractor,4,1,NA,NA,big_green_pepper,distractor,3,5,NA,NA,big_green_pepper,distractor,2,4,NA,NA,big_red_pepper,distractor,5,3,NA,NA,1,1,0,smallest,,1.4489E+12,smallest,TRUE,FALSE,FALSE,,,,,,,,small_green_pepper,NA,NA,,,,
6471-6,1.4489E+12,66,colorSizeTrial,sizeOnly2Distr1Same,small_green_bracelet,target,4,2,NA,NA,blackStimulus,NA,1,1,NA,NA,big_purple_bracelet,distractor,3,3,NA,NA,big_green_bracelet,distractor,2,4,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,smallest,,1.4489E+12,smallest,TRUE,FALSE,FALSE,,,,,,,,small_green_bracelet,NA,NA,,,,
6471-6,1.4489E+12,67,subSuperTrial,distr33,carrot,target,3,4,vegetable,food,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,flamingo,distrClass3,2,3,NA,animal,crosswalksign,distrClass3,4,2,NA,object,1,1,0,carrot,,1.4489E+12,carrot,FALSE,FALSE,TRUE,,,,,,,,carrot,NA,NA,,,,
6471-6,1.4489E+12,68,subSuperTrial,distr22,pug,target,4,3,dog,animal,blackStimulus,NA,5,5,NA,NA,penguin,distrClass2,3,2,NA,animal,blackStimulus,NA,1,1,NA,NA,lion,distrClass2,2,4,NA,animal,1,1,0,pug,,1.4489E+12,pug,FALSE,FALSE,TRUE,,,,,,,,pug,NA,NA,,,,
6471-6,1.4489E+12,69,subSuperTrial,distr22,grapefruit,target,3,3,fruit,food,blackStimulus,NA,1,1,NA,NA,sushi,distrClass2,4,2,NA,food,sandwich,distrClass2,2,4,NA,food,blackStimulus,NA,5,5,NA,NA,1,1,0,grapefruit,,1.4489E+12,grapefruit,FALSE,FALSE,TRUE,,,,,,,,grapefruit,NA,NA,,,,
6471-6,1.4489E+12,70,colorSizeTrial,colorOnly2Distr1Same,big_purple_butterfly,target,3,2,NA,NA,small_blue_butterfly,distractor,2,3,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,big_blue_butterfly,distractor,4,4,NA,NA,1,1,0,pink,,1.4489E+12,pink,FALSE,TRUE,FALSE,,,,,,,,big_purple_butterfly,NA,NA,,,,
6471-6,1.4489E+12,71,subSuperTrial,distr22,germanShepherd,target,3,4,dog,animal,blackStimulus,NA,5,5,NA,NA,crocodile,distrClass2,4,2,NA,animal,iguana,distrClass2,2,3,NA,animal,blackStimulus,NA,1,1,NA,NA,1,1,0,shephard,,1.4489E+12,shephard,FALSE,FALSE,TRUE,,,,,TRUE,,,germanShepherd,NA,NA,,,,
6471-6,1.4489E+12,72,subSuperTrial,distr12,tulip,target,3,3,flower,plant,grasses,distrClass2,2,2,NA,plant,blackStimulus,NA,5,5,NA,NA,daffodil,distrClass1,4,4,flower,plant,blackStimulus,NA,1,1,NA,NA,2,1,1,tulip,thanks!,1448895549884___1448895557601,tulip,FALSE,FALSE,TRUE,,,,,,,,tulip,NA,NA,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4568-8,1.4489E+12,1,colorSizeTrial,colorOnly2Distr2Same,big_green_pepper,target,2,4,NA,NA,big_red_pepper,distractor,4,3,NA,NA,big_red_pepper,distractor,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,green pepper,,1.4489E+12,green pepper,FALSE,TRUE,TRUE,,,,,,,,big_green_pepper,NA,NA,,,,
4568-8,1.4489E+12,2,subSuperTrial,distr12,sunflower,target,4,4,flower,plant,hibiscus,distrClass1,2,3,flower,plant,cherryTree,distrClass2,3,2,NA,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,yellow flower,,1.4489E+12,yellow flower,FALSE,TRUE,FALSE,,TRUE,,,,,,sunflower,NA,NA,,,,
4568-8,1.4489E+12,3,colorSizeTrial,sizeOnly4Distr4Same,small_green_bracelet,target,5,5,NA,NA,big_green_bracelet,distractor,2,4,NA,NA,big_green_bracelet,distractor,3,1,NA,NA,big_green_bracelet,distractor,4,3,NA,NA,big_green_bracelet,distractor,1,2,NA,NA,1,1,0,smallest bracelet,,1.4489E+12,smallest bracelet,TRUE,FALSE,TRUE,,,,,,,,small_green_bracelet,NA,NA,,,,
4568-8,1.4489E+12,4,subSuperTrial,distr33,banjo,target,4,2,instrument,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,muffin,distrClass3,3,3,NA,food,pottedPlant,distrClass3,2,4,NA,plant,1,1,0,banjo,,1.4489E+12,banjo,FALSE,FALSE,TRUE,,,,,,,,banjo,NA,NA,,,,
4568-8,1.4489E+12,5,colorSizeTrial,sizeOnly2Distr1Same,big_blue_ornament,target,2,4,NA,NA,blackStimulus,NA,1,1,NA,NA,small_blue_ornament,distractor,4,3,NA,NA,blackStimulus,NA,5,5,NA,NA,small_purple_ornament,distractor,3,2,NA,NA,1,1,0,largest ornament,,1.4489E+12,largest ornament,TRUE,FALSE,TRUE,,,,,,,,big_blue_ornament,NA,NA,,,,
4568-8,1.4489E+12,6,colorSizeTrial,colorOnly4Distr1Same,big_yellow_balloon,target,2,3,NA,NA,small_pink_balloon,distractor,3,2,NA,NA,big_pink_balloon,distractor,4,4,NA,NA,small_pink_balloon,distractor,5,5,NA,NA,small_pink_balloon,distractor,1,1,NA,NA,1,1,0,yellow ,,1.4489E+12,yellow ,FALSE,TRUE,FALSE,,,,,,,,big_yellow_balloon,NA,NA,,,,
4568-8,1.4489E+12,7,subSuperTrial,distr23,eggplant,target,2,4,vegetable,food,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,mailbox,distrClass3,3,2,NA,object,bread,distrClass2,4,3,NA,food,1,1,0,eggplant,,1.4489E+12,eggplant,FALSE,FALSE,TRUE,,,,,,,,eggplant,NA,NA,,,,
4568-8,1.4489E+12,8,subSuperTrial,distr33,bathrobe,target,4,2,clothing,object,blackStimulus,NA,5,5,NA,NA,muffin,distrClass3,2,4,NA,food,blackStimulus,NA,1,1,NA,NA,rhino,distrClass3,3,3,NA,animal,1,1,0,robe,,1.4489E+12,robe,FALSE,FALSE,TRUE,,,,,TRUE,,,bathrobe,NA,NA,,,,
4568-8,1.4489E+12,9,colorSizeTrial,sizeOnly2Distr2Same,small_purple_stapler,target,4,4,NA,NA,big_purple_stapler,distractor,2,3,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_purple_stapler,distractor,3,2,NA,NA,1,1,0,small stapler,,1.4489E+12,small stapler,TRUE,FALSE,TRUE,,,,,,,,small_purple_stapler,NA,NA,,,,
4568-8,1.4489E+12,10,subSuperTrial,distr22,ambulance,target,4,4,vehicle,object,washingmachine,distrClass2,2,3,NA,object,blackStimulus,NA,5,5,NA,NA,tooth,distrClass2,3,2,NA,object,blackStimulus,NA,1,1,NA,NA,1,1,0,truck,,1.4489E+12,truck,FALSE,FALSE,TRUE,,,,,TRUE,,,ambulance,NA,NA,,,,
4568-8,1.4489E+12,11,colorSizeTrial,sizeOnly4Distr4Same,big_red_bucket,target,5,5,NA,NA,small_red_bucket,distractor,4,3,NA,NA,small_red_bucket,distractor,1,1,NA,NA,small_red_bucket,distractor,2,2,NA,NA,small_red_bucket,distractor,3,4,NA,NA,1,1,0,largest pail,,1.4489E+12,largest pail,TRUE,FALSE,TRUE,,,,,,,,big_red_bucket,NA,NA,,,,
4568-8,1.4489E+12,12,colorSizeTrial,sizeOnly4Distr1Same,big_brown_jacket,target,1,3,NA,NA,small_green_jacket,distractor,2,1,NA,NA,small_green_jacket,distractor,3,4,NA,NA,small_green_jacket,distractor,5,5,NA,NA,small_brown_jacket,distractor,4,2,NA,NA,1,1,0,largest coat,,1.4489E+12,largest coat,TRUE,FALSE,TRUE,,,,,,,,big_brown_jacket,NA,NA,,,,
4568-8,1.4489E+12,13,colorSizeTrial,sizeOnly2Distr1Same,small_purple_rock,target,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,big_purple_rock,distractor,2,2,NA,NA,big_green_rock,distractor,4,3,NA,NA,1,1,0,smallest object,,1.4489E+12,smallest object,TRUE,FALSE,FALSE,,,,,,TRUE,,small_purple_rock,NA,NA,,,,
4568-8,1.4489E+12,14,subSuperTrial,distr22,dalmatian,target,2,3,dog,animal,blackStimulus,NA,5,5,NA,NA,iguana,distrClass2,4,4,NA,animal,blackStimulus,NA,1,1,NA,NA,lion,distrClass2,3,2,NA,animal,1,1,0,dalmation,,1.4489E+12,dalmation,FALSE,FALSE,TRUE,,,,,,,,dalmatian,NA,NA,,,,
4568-8,1.4489E+12,15,colorSizeTrial,sizeOnly4Distr4Same,big_red_chair,target,4,4,NA,NA,small_red_chair,distractor,5,1,NA,NA,small_red_chair,distractor,1,2,NA,NA,small_red_chair,distractor,3,5,NA,NA,small_red_chair,distractor,2,3,NA,NA,1,1,0,largest chair,,1.4489E+12,largest chair,TRUE,FALSE,TRUE,,,,,,,,big_red_chair,NA,NA,,,,
4568-8,1.4489E+12,16,colorSizeTrial,colorOnly4Distr2Same,small_brown_belt,target,4,1,NA,NA,big_black_belt,distractor,5,2,NA,NA,small_black_belt,distractor,2,4,NA,NA,big_black_belt,distractor,1,5,NA,NA,small_black_belt,distractor,3,3,NA,NA,1,1,0,small brown belt,,1.4489E+12,small brown belt,TRUE,TRUE,TRUE,,,,,,,,small_brown_belt,NA,NA,,,,
4568-8,1.4489E+12,17,colorSizeTrial,colorOnly4Distr3Same,small_red_yarn,target,1,4,NA,NA,small_purple_yarn,distractor,3,5,NA,NA,big_purple_yarn,distractor,2,3,NA,NA,small_purple_yarn,distractor,4,2,NA,NA,small_purple_yarn,distractor,5,1,NA,NA,1,1,0,red,,1.4489E+12,red,FALSE,TRUE,FALSE,,,,,,,,small_red_yarn,NA,NA,,,,
4568-8,1.4489E+12,18,colorSizeTrial,sizeOnly2Distr2Same,big_red_toothbrush,target,3,3,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_red_toothbrush,distractor,2,4,NA,NA,small_red_toothbrush,distractor,4,2,NA,NA,1,1,0,largest,,1.4489E+12,largest,TRUE,FALSE,FALSE,,,,,,,,big_red_toothbrush,NA,NA,,,,
4568-8,1.4489E+12,19,subSuperTrial,distr23,tent,target,2,4,house,place,blackStimulus,NA,1,1,NA,NA,museum,distrClass2,3,2,NA,place,blackStimulus,NA,5,5,NA,NA,football,distrClass3,4,3,NA,object,1,1,0,tent,,1.4489E+12,tent,FALSE,FALSE,TRUE,,,,,,,,tent,NA,NA,,,,
4568-8,1.4489E+12,20,colorSizeTrial,sizeOnly4Distr3Same,big_blue_guitar,target,1,3,NA,NA,small_green_guitar,distractor,5,2,NA,NA,small_blue_guitar,distractor,2,1,NA,NA,small_blue_guitar,distractor,4,5,NA,NA,small_blue_guitar,distractor,3,4,NA,NA,1,1,0,largest,,1.4489E+12,largest,TRUE,FALSE,FALSE,,,,,,,,big_blue_guitar,NA,NA,,,,
4568-8,1.4489E+12,21,colorSizeTrial,sizeOnly4Distr3Same,small_blue_tack,target,2,3,NA,NA,big_blue_tack,distractor,3,5,NA,NA,big_blue_tack,distractor,4,2,NA,NA,big_red_tack,distractor,5,4,NA,NA,big_blue_tack,distractor,1,1,NA,NA,1,1,0,smallest,,1.4489E+12,smallest,TRUE,FALSE,FALSE,,,,,,,,small_blue_tack,NA,NA,,,,
4568-8,1.4489E+12,22,colorSizeTrial,sizeOnly4Distr2Same,small_brown_turtle,target,1,1,NA,NA,big_black_turtle,distractor,2,4,NA,NA,big_brown_turtle,distractor,3,3,NA,NA,big_black_turtle,distractor,4,2,NA,NA,big_brown_turtle,distractor,5,5,NA,NA,1,1,0,smallest,,1.4489E+12,smallest,TRUE,FALSE,FALSE,,,,,,,,small_brown_turtle,NA,NA,,,,
4568-8,1.4489E+12,23,colorSizeTrial,sizeOnly2Distr2Same,small_purple_bike,target,2,3,NA,NA,blackStimulus,NA,1,1,NA,NA,big_purple_bike,distractor,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA,big_purple_bike,distractor,3,4,NA,NA,1,1,0,smallest,,1.4489E+12,smallest,TRUE,FALSE,FALSE,,,,,,,,small_purple_bike,NA,NA,,,,
4568-8,1.4489E+12,24,subSuperTrial,distr23,tulip,target,4,3,flower,plant,teddybear,distrClass3,3,2,NA,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,chive,distrClass2,2,4,NA,plant,1,1,0,rose,,1.4489E+12,rose,FALSE,FALSE,TRUE,,,,,,,,tulip,NA,NA,,,,
4568-8,1.4489E+12,25,subSuperTrial,distr23,swimsuit,target,3,4,clothing,object,blackStimulus,NA,5,5,NA,NA,postoffice,distrClass3,2,2,NA,place,moviecamera,distrClass2,4,3,NA,object,blackStimulus,NA,1,1,NA,NA,1,1,0,bathing suit,,1.4489E+12,bathing suit,FALSE,FALSE,TRUE,,,,,,,,swimsuit,NA,NA,,,,
4568-8,1.4489E+12,26,colorSizeTrial,colorOnly4Distr3Same,big_green_framee,target,2,2,NA,NA,small_pink_framee,distractor,4,1,NA,NA,big_pink_framee,distractor,3,5,NA,NA,big_pink_framee,distractor,5,4,NA,NA,big_pink_framee,distractor,1,3,NA,NA,1,1,0,yellow,,1.4489E+12,yellow,FALSE,TRUE,FALSE,,,,,,,,big_green_framee,NA,NA,,,,
