gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, domainClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Domain, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Domain, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Domain, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Domain, alt4superdomain,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,typeMentioned,otherFeatureMentioned,superClassMentioned,superSuperClassMentioned,superclassattributeMentioned,utteranceContracted,oneMentioned,theMentioned,clickedType,clickedSize,clickedColor,colorPreNominal,sizePreNominal,,notes
1718-e,1.44899E+12,53,colorSizeTrial,sizeOnly2Distr1Same,big_purple_bike,target,3,3,NA,NA,small_purple_bike,distractor,4,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_red_bike,distractor,2,2,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,biggest,,1.44899E+12,biggest,TRUE,FALSE,FALSE,,,,,,,,big_purple_bike,NA,NA,,,,
1718-e,1.44899E+12,54,colorSizeTrial,colorOnly4Distr1Same,big_black_book,target,3,2,NA,NA,small_blue_book,distractor,2,5,NA,NA,small_blue_book,distractor,1,4,NA,NA,small_blue_book,distractor,5,3,NA,NA,big_blue_book,distractor,4,1,NA,NA,1,1,0,black,,1.44899E+12,black,FALSE,TRUE,FALSE,,,,,,,,big_black_book,NA,NA,,,,
1718-e,1.44899E+12,55,colorSizeTrial,sizeOnly2Distr1Same,small_green_avocado,target,3,4,NA,NA,big_green_avocado,distractor,2,2,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_black_avocado,distractor,4,3,NA,NA,1,1,0,smallest,,1.44899E+12,smallest,TRUE,FALSE,FALSE,,,,,,,,small_green_avocado,NA,NA,,,,
1718-e,1.44899E+12,56,subSuperTrial,distr12,grapefruit,target,4,2,fruit,food,blackStimulus,NA,5,5,NA,NA,cherries,distrClass1,3,3,fruit,food,rice,distrClass2,2,4,NA,food,blackStimulus,NA,1,1,NA,NA,1,1,0,grapefruit,,1.44899E+12,grapefruit,FALSE,FALSE,TRUE,,,,,,,,grapefruit,NA,NA,,,,
1718-e,1.44899E+12,57,colorSizeTrial,sizeOnly4Distr1Same,big_purple_rock,target,5,3,NA,NA,small_green_rock,distractor,1,4,NA,NA,small_purple_rock,distractor,4,5,NA,NA,small_green_rock,distractor,3,1,NA,NA,small_green_rock,distractor,2,2,NA,NA,1,1,0,biggest,,1.44899E+12,biggest,TRUE,FALSE,FALSE,,,,,,,,big_purple_rock,NA,NA,,,,
1718-e,1.44899E+12,58,colorSizeTrial,sizeOnly4Distr3Same,big_purple_hairdryer,target,2,1,NA,NA,small_purple_hairdryer,distractor,1,4,NA,NA,small_purple_hairdryer,distractor,4,5,NA,NA,small_purple_hairdryer,distractor,3,2,NA,NA,small_pink_hairdryer,distractor,5,3,NA,NA,1,1,0,biggest,,1.44899E+12,biggest,TRUE,FALSE,FALSE,,,,,,,,big_purple_hairdryer,NA,NA,,,,
1718-e,1.44899E+12,59,subSuperTrial,distr33,swimsuit,target,4,2,clothing,object,blackStimulus,NA,5,5,NA,NA,horse,distrClass3,3,4,NA,animal,fir,distrClass3,2,3,NA,plant,blackStimulus,NA,1,1,NA,NA,1,1,0,swim suit,,1.44899E+12,swim suit,FALSE,FALSE,TRUE,,,,,,,,swimsuit,NA,NA,,,,
1718-e,1.44899E+12,60,colorSizeTrial,colorOnly2Distr1Same,big_orange_coathanger,target,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_purple_coathanger,distractor,3,3,NA,NA,big_purple_coathanger,distractor,2,4,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,yellow,,1.44899E+12,yellow,FALSE,TRUE,FALSE,,,,,,,,big_orange_coathanger,NA,NA,,,,
1718-e,1.44899E+12,61,colorSizeTrial,sizeOnly2Distr1Same,big_purple_flower,target,3,4,NA,NA,small_red_flower,distractor,2,3,NA,NA,blackStimulus,NA,1,1,NA,NA,small_purple_flower,distractor,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,biggest,,1.44899E+12,biggest,TRUE,FALSE,FALSE,,,,,,,,big_purple_flower,NA,NA,,,,
1718-e,1.44899E+12,62,colorSizeTrial,colorOnly2Distr2Same,small_purple_ornament,target,2,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_blue_ornament,distractor,4,2,NA,NA,small_blue_ornament,distractor,3,3,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,purple,,1.44899E+12,purple,FALSE,TRUE,FALSE,,,,,,,,small_purple_ornament,NA,NA,,,,
1718-e,1.44899E+12,63,subSuperTrial,distr12,rose,target,2,3,flower,plant,bambus,distrClass2,3,2,NA,plant,lily,distrClass1,4,4,flower,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,rose,,1.44899E+12,rose,FALSE,FALSE,TRUE,,,,,,,,rose,NA,NA,,,,
1718-e,1.44899E+12,64,subSuperTrial,distr33,belt2,target,4,4,clothing,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,grasses,distrClass3,3,2,NA,plant,airport,distrClass3,2,3,NA,place,1,1,0,belt,,1.44899E+12,belt,FALSE,FALSE,TRUE,,,,,,,,belt2,NA,NA,,,,
1718-e,1.44899E+12,65,colorSizeTrial,colorOnly2Distr2Same,small_pink_weddingcake,target,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_white_weddingcake,distractor,2,2,NA,NA,blackStimulus,NA,1,1,NA,NA,small_white_weddingcake,distractor,4,3,NA,NA,1,1,0,pink,,1.44899E+12,pink,FALSE,TRUE,FALSE,,,,,,,,small_pink_weddingcake,NA,NA,,,,
1718-e,1.44899E+12,66,colorSizeTrial,sizeOnly2Distr1Same,big_blue_cushion,target,2,4,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_blue_cushion,distractor,3,3,NA,NA,small_orange_cushion,distractor,4,2,NA,NA,1,1,0,biggest,,1.44899E+12,biggest,TRUE,FALSE,FALSE,,,,,,,,big_blue_cushion,NA,NA,,,,
1718-e,1.44899E+12,67,subSuperTrial,distr23,saxophone,target,4,2,instrument,object,tv,distrClass2,3,4,NA,object,pancake,distrClass3,2,3,NA,food,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,saxaphone,,1.44899E+12,saxaphone,FALSE,FALSE,TRUE,,,,,,,,saxophone,NA,NA,,,,
1718-e,1.44899E+12,68,subSuperTrial,distr33,piano,target,2,3,instrument,object,rosemary,distrClass3,4,4,NA,plant,blackStimulus,NA,1,1,NA,NA,ivy,distrClass3,3,2,NA,plant,blackStimulus,NA,5,5,NA,NA,1,1,0,piano,,1.44899E+12,piano,FALSE,FALSE,TRUE,,,,,,,,piano,NA,NA,,,,
1718-e,1.44899E+12,69,subSuperTrial,distr23,ambulance,target,3,2,vehicle,object,museum,distrClass3,2,4,NA,place,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,binoculars,distrClass2,4,3,NA,object,1,1,0,ambulance,,1.44899E+12,ambulance,FALSE,FALSE,TRUE,,,,,,,,ambulance,NA,NA,,,,
1718-e,1.44899E+12,70,colorSizeTrial,colorOnly4Distr4Same,small_red_bucket,target,1,4,NA,NA,small_pink_bucket,distractor,4,5,NA,NA,small_pink_bucket,distractor,2,2,NA,NA,small_pink_bucket,distractor,3,3,NA,NA,small_pink_bucket,distractor,5,1,NA,NA,1,1,0,red,,1.44899E+12,red,FALSE,TRUE,FALSE,,,,,,,,small_red_bucket,NA,NA,,,,
1718-e,1.44899E+12,71,colorSizeTrial,sizeOnly4Distr2Same,small_red_yarn,target,4,3,NA,NA,big_purple_yarn,distractor,1,1,NA,NA,big_red_yarn,distractor,5,5,NA,NA,big_red_yarn,distractor,3,4,NA,NA,big_purple_yarn,distractor,2,2,NA,NA,1,1,0,smallest,,1.44899E+12,smallest,TRUE,FALSE,FALSE,,,,,,,,small_red_yarn,NA,NA,,,,
1718-e,1.44899E+12,72,colorSizeTrial,sizeOnly4Distr3Same,big_red_chair,target,3,5,NA,NA,small_green_chair,distractor,2,4,NA,NA,small_red_chair,distractor,5,1,NA,NA,small_red_chair,distractor,4,2,NA,NA,small_red_chair,distractor,1,3,NA,NA,1,1,0,biggest,,1.44899E+12,biggest,TRUE,FALSE,FALSE,,,,,,,,big_red_chair,NA,NA,,,,
6641-2,1.44899E+12,1,subSuperTrial,distr22,bed,target,3,2,furniture,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,record,distrClass2,2,3,NA,object,smokedetector,distrClass2,4,4,NA,object,1,1,0,its the bed,,1.44899E+12,its the bed,FALSE,FALSE,TRUE,,,,,,,TRUE,bed,NA,NA,,,,
6641-2,1.44899E+12,2,subSuperTrial,distr33,lamp,target,3,3,furniture,object,rice,distrClass3,4,2,NA,food,bear,distrClass3,2,4,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,the lamp,,1.44899E+12,the lamp,FALSE,FALSE,TRUE,,,,,,,TRUE,lamp,NA,NA,,,,
6641-2,1.44899E+12,3,subSuperTrial,distr23,tulip,target,2,4,flower,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,crosswalksign,distrClass3,4,2,NA,object,grasses,distrClass2,3,3,NA,plant,1,1,0,the rose,,1.44899E+12,the rose,FALSE,FALSE,TRUE,,,,,,,TRUE,tulip,NA,NA,,,,
6641-2,1.44899E+12,4,colorSizeTrial,colorOnly4Distr4Same,small_pink_bucket,target,5,5,NA,NA,small_red_bucket,distractor,1,3,NA,NA,small_red_bucket,distractor,4,4,NA,NA,small_red_bucket,distractor,3,2,NA,NA,small_red_bucket,distractor,2,1,NA,NA,1,1,0,the purple bucket,,1.44899E+12,the purple bucket,FALSE,TRUE,TRUE,,,,,,,TRUE,small_pink_bucket,NA,NA,,,,
6641-2,1.44899E+12,5,subSuperTrial,distr33,bathrobe,target,2,4,clothing,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,rosemary,distrClass3,4,3,NA,plant,penguin,distrClass3,3,2,NA,animal,1,1,0,the blue gown,,1.44899E+12,the blue gown,FALSE,TRUE,TRUE,,,,,,,TRUE,bathrobe,NA,NA,,,,
6641-2,1.44899E+12,6,subSuperTrial,distr22,ambulance,target,4,3,vehicle,object,tennisball,distrClass2,2,4,NA,object,toilet,distrClass2,3,2,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,the ambulance,,1.44899E+12,the ambulance,FALSE,FALSE,TRUE,,,,,,,TRUE,ambulance,NA,NA,,,,
6641-2,1.44899E+12,7,subSuperTrial,distr33,kiwi,target,4,4,fruit,food,blackStimulus,NA,1,1,NA,NA,teddybear,distrClass3,3,3,NA,object,blackStimulus,NA,5,5,NA,NA,rubberduck,distrClass3,2,2,NA,object,1,1,0,the fruit,,1.44899E+12,the fruit,FALSE,FALSE,FALSE,,TRUE,,,,,TRUE,kiwi,NA,NA,,,,
6641-2,1.44899E+12,8,subSuperTrial,distr12,bra,target,3,2,clothing,object,teddybear,distrClass2,4,3,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,shirt,distrClass1,2,4,clothing,object,1,1,0,the bra,,1.44899E+12,the bra,FALSE,FALSE,TRUE,,,,,,,TRUE,bra,NA,NA,,,,
6641-2,1.44899E+12,9,colorSizeTrial,colorOnly4Distr3Same,big_purple_flower,target,1,1,NA,NA,big_red_flower,distractor,3,3,NA,NA,big_red_flower,distractor,5,4,NA,NA,big_red_flower,distractor,2,2,NA,NA,small_red_flower,distractor,4,5,NA,NA,1,1,0,purple one,,1.44899E+12,purple one,FALSE,TRUE,FALSE,,,,,,TRUE,,big_purple_flower,NA,NA,,,,
6641-2,1.44899E+12,10,colorSizeTrial,sizeOnly4Distr3Same,big_red_stapler,target,1,5,NA,NA,small_red_stapler,distractor,4,1,NA,NA,small_red_stapler,distractor,2,2,NA,NA,small_purple_stapler,distractor,3,3,NA,NA,small_red_stapler,distractor,5,4,NA,NA,1,1,0,largest red stapler,,1.44899E+12,largest red stapler,TRUE,TRUE,TRUE,,,,,,,,big_red_stapler,NA,NA,,,,
6641-2,1.44899E+12,11,colorSizeTrial,sizeOnly2Distr1Same,small_blue_candle,target,2,4,NA,NA,blackStimulus,NA,5,5,NA,NA,big_red_candle,distractor,3,3,NA,NA,big_blue_candle,distractor,4,2,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,smallest blue candle,,1.44899E+12,smallest blue candle,TRUE,TRUE,TRUE,,,,,,,,small_blue_candle,NA,NA,,,,
6641-2,1.44899E+12,12,colorSizeTrial,sizeOnly2Distr1Same,big_blue_rug,target,2,4,NA,NA,small_purple_rug,distractor,3,3,NA,NA,blackStimulus,NA,1,1,NA,NA,small_blue_rug,distractor,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,largest blue rug,,1.44899E+12,largest blue rug,TRUE,TRUE,TRUE,,,,,,,,big_blue_rug,NA,NA,,,,
6641-2,1.44899E+12,13,subSuperTrial,distr23,husky,target,3,2,dog,animal,toilet,distrClass3,4,3,NA,object,penguin,distrClass2,2,4,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,husky,,1.44899E+12,husky,FALSE,FALSE,TRUE,,,,,,,,husky,NA,NA,,,,
6641-2,1.44899E+12,14,colorSizeTrial,sizeOnly4Distr1Same,big_blue_cushion,target,2,1,NA,NA,small_blue_cushion,distractor,4,3,NA,NA,small_orange_cushion,distractor,3,2,NA,NA,small_orange_cushion,distractor,5,4,NA,NA,small_orange_cushion,distractor,1,5,NA,NA,1,1,0,largest blue pillow,,1.44899E+12,largest blue pillow,TRUE,TRUE,TRUE,,,,,,,,big_blue_cushion,NA,NA,,,,
6641-2,1.44899E+12,15,subSuperTrial,distr12,mushroom,target,4,3,vegetable,food,broccoli,distrClass1,2,4,vegetable,food,egg,distrClass2,3,2,NA,food,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,mushrooms,,1.44899E+12,mushrooms,FALSE,FALSE,TRUE,,,,,,,,mushroom,NA,NA,,,,
6641-2,1.44899E+12,16,subSuperTrial,distr12,corn,target,3,4,vegetable,food,pumpkin,distrClass1,2,3,vegetable,food,blackStimulus,NA,5,5,NA,NA,sandwich,distrClass2,4,2,NA,food,blackStimulus,NA,1,1,NA,NA,1,1,0,corn,,1.44899E+12,corn,FALSE,FALSE,TRUE,,,,,,,,corn,NA,NA,,,,
6641-2,1.44899E+12,17,subSuperTrial,distr22,eggplant,target,2,2,vegetable,food,ketchup,distrClass2,3,3,NA,food,burger,distrClass2,4,4,NA,food,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,eggplant,,1.44899E+12,eggplant,FALSE,FALSE,TRUE,,,,,,,,eggplant,NA,NA,,,,
6641-2,1.44899E+12,18,subSuperTrial,distr33,dalmatian,target,2,4,dog,animal,chocolate,distrClass3,4,3,NA,food,tennisball,distrClass3,3,2,NA,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,dalmatian,,1.44899E+12,dalmatian,FALSE,FALSE,TRUE,,,,,,,,dalmatian,NA,NA,,,,
6641-2,1.44899E+12,19,subSuperTrial,distr22,grapefruit,target,3,3,fruit,food,blackStimulus,NA,5,5,NA,NA,sushi,distrClass2,2,2,NA,food,blackStimulus,NA,1,1,NA,NA,cheese,distrClass2,4,4,NA,food,1,1,0,fruit,,1.44899E+12,fruit,FALSE,FALSE,FALSE,,TRUE,,,,,,grapefruit,NA,NA,,,,
6641-2,1.44899E+12,20,subSuperTrial,distr12,lime,target,2,3,fruit,food,bread,distrClass2,3,2,NA,food,peach,distrClass1,4,4,fruit,food,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,green fruit,,1.44899E+12,green fruit,FALSE,TRUE,FALSE,,TRUE,,,,,,lime,NA,NA,,,,
6641-2,1.44899E+12,21,colorSizeTrial,sizeOnly4Distr4Same,small_orange_coathanger,target,1,4,NA,NA,big_orange_coathanger,distractor,4,5,NA,NA,big_orange_coathanger,distractor,2,1,NA,NA,big_orange_coathanger,distractor,5,3,NA,NA,big_orange_coathanger,distractor,3,2,NA,NA,1,1,0,smallest one,,1.44899E+12,smallest one,TRUE,FALSE,FALSE,,,,,,TRUE,,small_orange_coathanger,NA,NA,,,,
6641-2,1.44899E+12,22,colorSizeTrial,colorOnly4Distr4Same,small_red_chair,target,4,4,NA,NA,small_green_chair,distractor,1,2,NA,NA,small_green_chair,distractor,5,5,NA,NA,small_green_chair,distractor,3,3,NA,NA,small_green_chair,distractor,2,1,NA,NA,1,1,0,red one,,1.44899E+12,red one,FALSE,TRUE,FALSE,,,,,,TRUE,,small_red_chair,NA,NA,,,,
6641-2,1.44899E+12,23,subSuperTrial,distr22,piano,target,2,4,instrument,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,binoculars,distrClass2,3,3,NA,object,crosswalksign,distrClass2,4,2,NA,object,1,1,0,piano,,1.44899E+12,piano,FALSE,FALSE,TRUE,,,,,,,,piano,NA,NA,,,,
6641-2,1.44899E+12,24,colorSizeTrial,sizeOnly2Distr2Same,big_purple_billiardball,target,2,3,NA,NA,small_purple_billiardball,distractor,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,small_purple_billiardball,distractor,4,4,NA,NA,1,1,0,largest one,,1.44899E+12,largest one,TRUE,FALSE,FALSE,,,,,,TRUE,,big_purple_billiardball,NA,NA,,,,
6641-2,1.44899E+12,25,subSuperTrial,distr23,tent,target,3,3,house,place,greekcolumn,distrClass3,4,4,NA,object,blackStimulus,NA,5,5,NA,NA,temple,distrClass2,2,2,NA,place,blackStimulus,NA,1,1,NA,NA,1,1,0,tent,,1.44899E+12,tent,FALSE,FALSE,TRUE,,,,,,,,tent,NA,NA,,,,
6641-2,1.44899E+12,26,colorSizeTrial,sizeOnly4Distr1Same,small_blue_tack,target,2,1,NA,NA,big_red_tack,distractor,3,5,NA,NA,big_red_tack,distractor,1,2,NA,NA,big_blue_tack,distractor,4,4,NA,NA,big_red_tack,distractor,5,3,NA,NA,1,1,0,smallest one,,1.44899E+12,smallest one,TRUE,FALSE,FALSE,,,,,,TRUE,,small_blue_tack,NA,NA,,,,
6641-2,1.44899E+12,27,subSuperTrial,distr23,clarinet,target,4,4,instrument,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,baseballmitt,distrClass2,2,2,NA,object,muffin,distrClass3,3,3,NA,food,1,1,0,instrument,,1.44899E+12,instrument,FALSE,FALSE,FALSE,,TRUE,,,,,,clarinet,NA,NA,,,,
6641-2,1.44899E+12,28,subSuperTrial,distr23,wardrobe,target,3,2,furniture,object,pancake,distrClass3,2,3,NA,food,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,tv,distrClass2,4,4,NA,object,1,1,0,dresser,,1.44899E+12,dresser,FALSE,FALSE,TRUE,,,,,,,,wardrobe,NA,NA,,,,
6641-2,1.44899E+12,29,subSuperTrial,distr33,bike2,target,2,4,vehicle,object,fir,distrClass3,3,2,NA,plant,postoffice,distrClass3,4,3,NA,place,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,bike,,1.44899E+12,bike,FALSE,FALSE,TRUE,,,,,,,,bike2,NA,NA,,,,
6641-2,1.44899E+12,30,colorSizeTrial,sizeOnly4Distr1Same,big_purple_rock,target,3,4,NA,NA,small_green_rock,distractor,4,1,NA,NA,small_green_rock,distractor,5,2,NA,NA,small_green_rock,distractor,1,5,NA,NA,small_purple_rock,distractor,2,3,NA,NA,1,1,0,largest purple,,1.44899E+12,largest purple,TRUE,TRUE,FALSE,,,,,,,,big_purple_rock,NA,NA,,,,
6641-2,1.44899E+12,31,subSuperTrial,distr22,pug,target,4,3,dog,animal,rhino,distrClass2,3,2,NA,animal,bear,distrClass2,2,4,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,pug,,1.44899E+12,pug,FALSE,FALSE,TRUE,,,,,,,,pug,NA,NA,,,,
6641-2,1.44899E+12,32,subSuperTrial,distr22,saxophone,target,3,4,instrument,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,firehydrant,distrClass2,4,3,NA,object,cigar,distrClass2,2,2,NA,object,1,1,0,instrument,,1.44899E+12,instrument,FALSE,FALSE,FALSE,,TRUE,,,,,,saxophone,NA,NA,,,,
6641-2,1.44899E+12,33,subSuperTrial,distr33,sunflower,target,4,2,flower,plant,blackStimulus,NA,1,1,NA,NA,eraser,distrClass3,3,3,NA,object,blackStimulus,NA,5,5,NA,NA,cookies,distrClass3,2,4,NA,food,1,1,0,flower,,1.44899E+12,flower,FALSE,FALSE,FALSE,,TRUE,,,,,,sunflower,NA,NA,,,,
6641-2,1.44899E+12,34,subSuperTrial,distr23,swimsuit,target,3,3,clothing,object,blackStimulus,NA,1,1,NA,NA,laptop,distrClass2,4,2,NA,object,blackStimulus,NA,5,5,NA,NA,penguin,distrClass3,2,4,NA,animal,1,1,0,swimsuit,,1.44899E+12,swimsuit,FALSE,FALSE,TRUE,,,,,,,,swimsuit,NA,NA,,,,
6641-2,1.44899E+12,35,colorSizeTrial,colorOnly2Distr2Same,big_blue_toothbrush,target,3,3,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_red_toothbrush,distractor,4,2,NA,NA,big_red_toothbrush,distractor,2,4,NA,NA,1,1,0,blue one,,1.44899E+12,blue one,FALSE,TRUE,FALSE,,,,,,TRUE,,big_blue_toothbrush,NA,NA,,,,
6641-2,1.44899E+12,36,subSuperTrial,distr23,firetruck,target,2,4,vehicle,object,washingmachine,distrClass2,4,2,NA,object,temple,distrClass3,3,3,NA,place,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,firetruck,,1.44899E+12,firetruck,FALSE,FALSE,TRUE,,,,,,,,firetruck,NA,NA,,,,
6641-2,1.44899E+12,37,subSuperTrial,distr22,igloo,target,4,2,house,place,firestation,distrClass2,3,4,NA,place,mosque,distrClass2,2,3,NA,place,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,igloo,,1.44899E+12,igloo,FALSE,FALSE,TRUE,,,,,,,,igloo,NA,NA,,,,
6641-2,1.44899E+12,38,colorSizeTrial,colorOnly4Distr3Same,big_pink_framee,target,2,4,NA,NA,big_green_framee,distractor,4,1,NA,NA,big_green_framee,distractor,1,2,NA,NA,small_green_framee,distractor,5,3,NA,NA,big_green_framee,distractor,3,5,NA,NA,1,1,0,pink one,,1.44899E+12,pink one,FALSE,TRUE,FALSE,,,,,,TRUE,,big_pink_framee,NA,NA,,,,
6641-2,1.44899E+12,39,colorSizeTrial,sizeOnly4Distr4Same,big_green_avocado,target,2,4,NA,NA,small_green_avocado,distractor,3,3,NA,NA,small_green_avocado,distractor,4,5,NA,NA,small_green_avocado,distractor,1,2,NA,NA,small_green_avocado,distractor,5,1,NA,NA,1,1,0,largest one,,1.44899E+12,largest one,TRUE,FALSE,FALSE,,,,,,TRUE,,big_green_avocado,NA,NA,,,,
6641-2,1.44899E+12,40,subSuperTrial,distr23,trailer,target,2,3,house,place,museum,distrClass2,4,2,NA,place,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,greekcolumn,distrClass3,3,4,NA,object,1,1,0,trailer,,1.44899E+12,trailer,FALSE,FALSE,TRUE,,,,,,,,trailer,NA,NA,,,,
6641-2,1.44899E+12,41,subSuperTrial,distr23,banjo,target,3,3,instrument,object,blackStimulus,NA,1,1,NA,NA,postoffice,distrClass3,4,4,NA,place,blackStimulus,NA,5,5,NA,NA,walkietalkie,distrClass2,2,2,NA,object,1,1,0,instrument,,1.44899E+12,instrument,FALSE,FALSE,FALSE,,TRUE,,,,,,banjo,NA,NA,,,,
6641-2,1.44899E+12,42,subSuperTrial,distr22,germanShepherd,target,4,2,dog,animal,blackStimulus,NA,1,1,NA,NA,iguana,distrClass2,2,3,NA,animal,blackStimulus,NA,5,5,NA,NA,crocodile,distrClass2,3,4,NA,animal,1,1,0,dog,,1.44899E+12,dog,FALSE,FALSE,FALSE,,TRUE,,,,,,germanShepherd,NA,NA,,,,
6641-2,1.44899E+12,43,colorSizeTrial,sizeOnly2Distr2Same,small_pink_hairdryer,target,4,4,NA,NA,blackStimulus,NA,1,1,NA,NA,big_pink_hairdryer,distractor,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA,big_pink_hairdryer,distractor,3,3,NA,NA,1,1,0,smallest one,,1.44899E+12,smallest one,TRUE,FALSE,FALSE,,,,,,TRUE,,small_pink_hairdryer,NA,NA,,,,
6641-2,1.44899E+12,44,colorSizeTrial,colorOnly4Distr1Same,big_pink_weddingcake,target,4,3,NA,NA,big_white_weddingcake,distractor,2,1,NA,NA,small_white_weddingcake,distractor,5,4,NA,NA,small_white_weddingcake,distractor,1,5,NA,NA,small_white_weddingcake,distractor,3,2,NA,NA,1,1,0,colored one,,1.44899E+12,colored one,FALSE,TRUE,FALSE,,,,,,TRUE,,big_pink_weddingcake,NA,NA,,,,
6641-2,1.44899E+12,45,subSuperTrial,distr33,bookcase,target,2,2,furniture,object,burger,distrClass3,4,4,NA,food,bear,distrClass3,3,3,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,bookshelf,,1.44899E+12,bookshelf,FALSE,FALSE,TRUE,,,,,,,,bookcase,NA,NA,,,,
6641-2,1.44899E+12,46,colorSizeTrial,sizeOnly2Distr1Same,small_blue_comb,target,2,4,NA,NA,blackStimulus,NA,1,1,NA,NA,big_black_comb,distractor,3,3,NA,NA,blackStimulus,NA,5,5,NA,NA,big_blue_comb,distractor,4,2,NA,NA,1,1,0,smallest blue,,1.44899E+12,smallest blue,TRUE,TRUE,FALSE,,,,,,,,small_blue_comb,NA,NA,,,,
6641-2,1.44899E+12,47,subSuperTrial,distr12,boat,target,2,2,vehicle,object,tooth,distrClass2,4,4,NA,object,car,distrClass1,3,3,vehicle,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,boat,,1.44899E+12,boat,FALSE,FALSE,TRUE,,,,,,,,boat,NA,NA,,,,
6641-2,1.44899E+12,48,colorSizeTrial,sizeOnly4Distr3Same,big_green_pepper,target,4,5,NA,NA,small_green_pepper,distractor,1,3,NA,NA,small_red_pepper,distractor,3,4,NA,NA,small_green_pepper,distractor,5,1,NA,NA,small_green_pepper,distractor,2,2,NA,NA,1,1,0,largest green,,1.44899E+12,largest green,TRUE,TRUE,FALSE,,,,,,,,big_green_pepper,NA,NA,,,,
