condition,TargetColor,TargetType,Dist1Color,Dist1Type,Dist2Color,Dist2Type,value,prob,MCMCprob
informative,black,avocado,red,avocado,brown,banana,black,0.35557198839525317,0
overinformative-cc,green,avocado,brown,carrot,green,pepper,green_pepper,2.5589966613195047e-10,0
overinformative-cc,green,avocado,brown,carrot,green,pepper,pepper,7.904240936026729e-10,0
overinformative-cc,green,avocado,brown,carrot,green,pepper,brown_carrot,5.326619725768112e-10,0
overinformative-cc,green,avocado,brown,carrot,green,pepper,carrot,0.0000017714902484216082,0
overinformative-cc,green,avocado,brown,carrot,green,pepper,brown,8.148078610842258e-9,0
overinformative-cc,green,avocado,brown,carrot,green,pepper,green_avocado,0.36974362379553477,0
overinformative-cc,green,avocado,brown,carrot,green,pepper,avocado,0.6301827116662471,0
overinformative-cc,green,avocado,brown,carrot,green,pepper,green,0.00007188332090547942,0
overinformative-cc,green,pear,green,apple,red,apple,red_apple,4.758176872326888e-11,0
overinformative-cc,green,pear,green,apple,red,apple,red,1.5261816646835376e-8,0
overinformative-cc,green,pear,green,apple,red,apple,green_apple,1.116115546442205e-7,0
overinformative-cc,green,pear,green,apple,red,apple,apple,2.32957387083528e-10,0
overinformative-cc,green,pear,green,apple,red,apple,green_pear,0.4411129727970805,0
overinformative-cc,green,pear,green,apple,red,apple,pear,0.5582622050045561,0
overinformative-cc,green,pear,green,apple,red,apple,green,0.0006246950444527334,0
overinformative,black,pepper,red,apple,yellow,banana,yellow_banana,2.032459008045277e-10,0
overinformative,black,pepper,red,apple,yellow,banana,banana,3.543233608052142e-10,0
overinformative,black,pepper,red,apple,yellow,banana,yellow,1.662927254607666e-8,0
overinformative,black,pepper,red,apple,yellow,banana,red_apple,2.9872524972376665e-10,0
overinformative,black,pepper,red,apple,yellow,banana,apple,4.995118273064205e-10,0
overinformative,black,pepper,red,apple,yellow,banana,red,4.556867523313797e-8,0
overinformative,black,pepper,red,apple,yellow,banana,black_pepper,0.4751251467106165,0
overinformative,black,pepper,red,apple,yellow,banana,pepper,0.3223718430048431,0
overinformative,black,pepper,red,apple,yellow,banana,black,0.2025029467307861,0
overinformative,brown,banana,orange,pear,orange,pepper,orange_pepper,1.2458659446352533e-9,0
overinformative,brown,banana,orange,pear,orange,pepper,pepper,6.356924009633912e-9,0
overinformative,brown,banana,orange,pear,orange,pepper,orange_pear,3.929442685849697e-9,0
overinformative,brown,banana,orange,pear,orange,pepper,pear,1.1170206489453134e-7,0
overinformative,brown,banana,orange,pear,orange,pepper,orange,2.1546359629952606e-10,0
overinformative,brown,banana,orange,pear,orange,pepper,brown_banana,0.4297880445913529,0
overinformative,brown,banana,orange,pear,orange,pepper,banana,0.4062308824230268,0
overinformative,brown,banana,orange,pear,orange,pepper,brown,0.16398094953585896,0
overinformative,orange,pepper,yellow,pear,pink,tomato,pink_tomato,0.0000010560686648050394,0
overinformative,orange,pepper,yellow,pear,pink,tomato,tomato,0.000022058222868288475,0
overinformative,orange,pepper,yellow,pear,pink,tomato,pink,0.0000010238193549879972,0
overinformative,orange,pepper,yellow,pear,pink,tomato,yellow_pear,2.5665212032160467e-9,0
overinformative,orange,pepper,yellow,pear,pink,tomato,pear,6.124635525465081e-10,0
overinformative,orange,pepper,yellow,pear,pink,tomato,yellow,4.5585042576035294e-7,0
overinformative,orange,pepper,yellow,pear,pink,tomato,orange_pepper,0.4384155881775633,0
overinformative,orange,pepper,yellow,pear,pink,tomato,pepper,0.46314802910786884,0
overinformative,orange,pepper,yellow,pear,pink,tomato,orange,0.09841178557426958,0
overinformative-cc,red,pepper,green,avocado,red,tomato,red_tomato,1.2664282089037818e-8,0
overinformative-cc,red,pepper,green,avocado,red,tomato,tomato,1.5006864866573835e-10,0
overinformative-cc,red,pepper,green,avocado,red,tomato,green_avocado,1.9598824069667881e-10,0
overinformative-cc,red,pepper,green,avocado,red,tomato,avocado,4.3751275370381635e-10,0
overinformative-cc,red,pepper,green,avocado,red,tomato,green,2.3512151885508869e-7,0
overinformative-cc,red,pepper,green,avocado,red,tomato,red_pepper,0.43045284497875574,0
overinformative-cc,red,pepper,green,avocado,red,tomato,pepper,0.5639593463316613,0
overinformative-cc,red,pepper,green,avocado,red,tomato,red,0.005587560120212151,0
overinformative,yellow,banana,green,apple,brown,carrot,brown_carrot,2.772822234609274e-9,0
overinformative,yellow,banana,green,apple,brown,carrot,carrot,4.938285845956781e-7,0
overinformative,yellow,banana,green,apple,brown,carrot,brown,3.564880171975855e-9,0
overinformative,yellow,banana,green,apple,brown,carrot,green_apple,1.137528133228338e-9,0
overinformative,yellow,banana,green,apple,brown,carrot,apple,2.261273479162138e-10,0
overinformative,yellow,banana,green,apple,brown,carrot,green,2.7738559298663033e-9,0
overinformative,yellow,banana,green,apple,brown,carrot,yellow_banana,0.40376217713355705,0
overinformative,yellow,banana,green,apple,brown,carrot,banana,0.4873045342863457,0
overinformative,yellow,banana,green,apple,brown,carrot,yellow,0.10893278427629895,0
overinformative-cc,black,avocado,orange,carrot,black,pepper,black_pepper,3.536038587735024e-9,0
overinformative-cc,black,avocado,orange,carrot,black,pepper,pepper,6.567386586999666e-7,0
overinformative-cc,black,avocado,orange,carrot,black,pepper,orange_carrot,1.3608972316539248e-10,0
overinformative-cc,black,avocado,orange,carrot,black,pepper,carrot,1.1133633455338757e-10,0
overinformative-cc,black,avocado,orange,carrot,black,pepper,orange,2.584832260728751e-10,0
overinformative-cc,black,avocado,orange,carrot,black,pepper,black_avocado,0.46554031425669845,0
overinformative-cc,black,avocado,orange,carrot,black,pepper,avocado,0.5162746823874893,0
overinformative-cc,black,avocado,orange,carrot,black,pepper,black,0.018184342575205688,0
informative,pink,carrot,brown,carrot,orange,pepper,orange_pepper,2.062954431785178e-9,0
informative,pink,carrot,brown,carrot,orange,pepper,pepper,4.2860752368264914e-8,0
informative,pink,carrot,brown,carrot,orange,pepper,orange,1.0239451590696701e-7,0
informative,pink,carrot,brown,carrot,orange,pepper,brown_carrot,2.4320606269308876e-7,0
informative,pink,carrot,brown,carrot,orange,pepper,brown,8.863598964604217e-9,0
informative,pink,carrot,brown,carrot,orange,pepper,pink_carrot,0.47157213278920956,0
informative,pink,carrot,brown,carrot,orange,pepper,carrot,0.04380833252913469,0
informative,pink,carrot,brown,carrot,orange,pepper,pink,0.48461913529377126,0
overinformative,orange,carrot,red,pepper,green,tomato,green_tomato,1.3434817170354817e-10,0
overinformative,orange,carrot,red,pepper,green,tomato,tomato,3.211983866732466e-8,0
overinformative,orange,carrot,red,pepper,green,tomato,green,2.232736655840924e-9,0
overinformative,orange,carrot,red,pepper,green,tomato,red_pepper,7.231471174821652e-11,0
overinformative,orange,carrot,red,pepper,green,tomato,pepper,3.972066325185608e-10,0
overinformative,orange,carrot,red,pepper,green,tomato,red,1.0664249852752179e-8,0
overinformative,orange,carrot,red,pepper,green,tomato,orange_carrot,0.3690818131126961,0
overinformative,orange,carrot,red,pepper,green,tomato,carrot,0.4992974242440595,0
overinformative,orange,carrot,red,pepper,green,tomato,orange,0.13162071702254957,0
informative,brown,banana,yellow,banana,orange,carrot,orange_carrot,1.9821283263569485e-10,0
informative,brown,banana,yellow,banana,orange,carrot,carrot,1.9349404415244065e-10,0
informative,brown,banana,yellow,banana,orange,carrot,orange,2.0486937351064545e-9,0
informative,brown,banana,yellow,banana,orange,carrot,yellow_banana,1.5468324522854238e-7,0
informative,brown,banana,yellow,banana,orange,carrot,yellow,1.3047463453871388e-8,0
informative,brown,banana,yellow,banana,orange,carrot,brown_banana,0.6523202416397601,0
informative,brown,banana,yellow,banana,orange,carrot,banana,0.0001820628339430453,0
informative,brown,banana,yellow,banana,orange,carrot,brown,0.3474975253551878,0
informative,yellow,pear,red,apple,green,pear,green_pear,0.000012200278877395723,0
informative,yellow,pear,red,apple,green,pear,green,0.0000013349266086240654,0
informative,yellow,pear,red,apple,green,pear,red_apple,1.6343029260532217e-9,0
informative,yellow,pear,red,apple,green,pear,apple,1.0446318166821778e-8,0
informative,yellow,pear,red,apple,green,pear,red,4.296367906085395e-8,0
informative,yellow,pear,red,apple,green,pear,yellow_pear,0.6416872981792372,0
informative,yellow,pear,red,apple,green,pear,pear,0.037749893213465724,0
informative,yellow,pear,red,apple,green,pear,yellow,0.32054921835751127,0
informative,green,pear,orange,pear,black,pepper,black_pepper,2.5457515345463218e-9,0
informative,green,pear,orange,pear,black,pepper,pepper,2.487551003059384e-7,0
informative,green,pear,orange,pear,black,pepper,black,3.549004141642687e-9,0
informative,green,pear,orange,pear,black,pepper,orange_pear,0.0000038118904053548946,0
informative,green,pear,orange,pear,black,pepper,orange,9.20227673596254e-9,0
informative,green,pear,orange,pear,black,pepper,green_pear,0.6020441496389375,0
informative,green,pear,orange,pear,black,pepper,pear,0.21689733017507187,0
informative,green,pear,orange,pear,black,pepper,green,0.18105444424345257,0
overinformative,pink,carrot,orange,pepper,red,tomato,red_tomato,3.843756340931695e-10,0
overinformative,pink,carrot,orange,pepper,red,tomato,tomato,7.884861107633481e-10,0
overinformative,pink,carrot,orange,pepper,red,tomato,red,3.838812267730878e-8,0
overinformative,pink,carrot,orange,pepper,red,tomato,orange_pepper,7.396722083774918e-10,0
overinformative,pink,carrot,orange,pepper,red,tomato,pepper,1.4983973232860473e-8,0
overinformative,pink,carrot,orange,pepper,red,tomato,orange,3.3745531756853256e-8,0
overinformative,pink,carrot,orange,pepper,red,tomato,pink_carrot,0.32591193317949646,0
overinformative,pink,carrot,orange,pepper,red,tomato,carrot,0.5491241552018783,0
overinformative,pink,carrot,orange,pepper,red,tomato,pink,0.12496382258846367,0
overinformative,yellow,pear,red,apple,orange,pepper,orange_pepper,1.4679037285001087e-9,0
overinformative,yellow,pear,red,apple,orange,pepper,pepper,3.188794314876412e-8,0
overinformative,yellow,pear,red,apple,orange,pepper,orange,0.0000025176612111896702,0
overinformative,yellow,pear,red,apple,orange,pepper,red_apple,3.663436874740093e-10,0
overinformative,yellow,pear,red,apple,orange,pepper,apple,2.63207430980124e-9,0
overinformative,yellow,pear,red,apple,orange,pepper,red,8.772226319575377e-9,0
overinformative,yellow,pear,red,apple,orange,pepper,yellow_pear,0.37957710067562056,0
overinformative,yellow,pear,red,apple,orange,pepper,pear,0.5124362661981794,0
overinformative,yellow,pear,red,apple,orange,pepper,yellow,0.10798407033849759,0
overinformative,red,apple,black,avocado,orange,pear,orange_pear,9.454329795675917e-9,0
overinformative,red,apple,black,avocado,orange,pear,pear,4.5232476840480384e-8,0
overinformative,red,apple,black,avocado,orange,pear,orange,4.407259754518575e-9,0
overinformative,red,apple,black,avocado,orange,pear,black_avocado,1.2889949935330364e-10,0
overinformative,red,apple,black,avocado,orange,pear,avocado,7.755730824472911e-9,0
overinformative,red,apple,black,avocado,orange,pear,black,3.004826891763445e-10,0
overinformative,red,apple,black,avocado,orange,pear,red_apple,0.39855877313642385,0
overinformative,red,apple,black,avocado,orange,pear,apple,0.48300474210842226,0
overinformative,red,apple,black,avocado,orange,pear,red,0.11843641747597458,0
informative,pink,carrot,green,avocado,brown,carrot,brown_carrot,2.463261308516114e-7,0
informative,pink,carrot,green,avocado,brown,carrot,brown,1.1081196691346996e-8,0
informative,pink,carrot,green,avocado,brown,carrot,green_avocado,9.957805132522048e-10,0
informative,pink,carrot,green,avocado,brown,carrot,avocado,3.685412960008335e-9,0
informative,pink,carrot,green,avocado,brown,carrot,green,0.0000010060183673041863,0
informative,pink,carrot,green,avocado,brown,carrot,pink_carrot,0.49492479156189545,0
informative,pink,carrot,green,avocado,brown,carrot,carrot,0.045382548292999744,0
informative,pink,carrot,green,avocado,brown,carrot,pink,0.4596913920382165,0
informative,red,avocado,black,avocado,brown,carrot,brown_carrot,4.2182552830837695e-8,0
informative,red,avocado,black,avocado,brown,carrot,carrot,0.000001399529844760715,0
informative,red,avocado,black,avocado,brown,carrot,brown,0.00000290041846093408,0
informative,red,avocado,black,avocado,brown,carrot,black_avocado,0.0000010169093312353856,0
informative,red,avocado,black,avocado,brown,carrot,black,5.052874687912286e-10,0
informative,red,avocado,black,avocado,brown,carrot,red_avocado,0.8621334229854205,0
informative,red,avocado,black,avocado,brown,carrot,avocado,0.006766058338435843,0
informative,red,avocado,black,avocado,brown,carrot,red,0.13109515913066636,0
overinformative,green,apple,blue,banana,brown,carrot,brown_carrot,1.0602317410577787e-8,0
overinformative,green,apple,blue,banana,brown,carrot,carrot,5.9915214915264e-7,0
overinformative,green,apple,blue,banana,brown,carrot,brown,1.3127288716518925e-9,0
overinformative,green,apple,blue,banana,brown,carrot,blue_banana,1.1842076053175755e-9,0
overinformative,green,apple,blue,banana,brown,carrot,banana,0.00001894846874782882,0
overinformative,green,apple,blue,banana,brown,carrot,blue,4.103286138585762e-10,0
overinformative,green,apple,blue,banana,brown,carrot,green_apple,0.37775234571380023,0
overinformative,green,apple,blue,banana,brown,carrot,apple,0.47590237662626506,0
overinformative,green,apple,blue,banana,brown,carrot,green,0.14632571652945528,0
overinformative,green,pear,red,apple,black,avocado,black_avocado,5.415059048687645e-10,0
overinformative,green,pear,red,apple,black,avocado,avocado,8.500157310060176e-9,0
overinformative,green,pear,red,apple,black,avocado,black,1.556660852084871e-10,0
overinformative,green,pear,red,apple,black,avocado,red_apple,5.0783798662920935e-11,0
overinformative,green,pear,red,apple,black,avocado,apple,9.415884493784963e-9,0
overinformative,green,pear,red,apple,black,avocado,red,1.3445670096737776e-8,0
overinformative,green,pear,red,apple,black,avocado,green_pear,0.3626746536883411,0
overinformative,green,pear,red,apple,black,avocado,pear,0.5268334092615313,0
overinformative,green,pear,red,apple,black,avocado,green,0.11049190494045996,0
informative,brown,carrot,pink,carrot,orange,pear,orange_pear,2.603669751537415e-8,0
informative,brown,carrot,pink,carrot,orange,pear,pear,2.3520032875623405e-7,0
informative,brown,carrot,pink,carrot,orange,pear,orange,1.209197460779701e-8,0
informative,brown,carrot,pink,carrot,orange,pear,pink_carrot,0.00029261365025057414,0
informative,brown,carrot,pink,carrot,orange,pear,pink,0.000013578263793815794,0
informative,brown,carrot,pink,carrot,orange,pear,brown_carrot,0.6187985427467063,0
informative,brown,carrot,pink,carrot,orange,pear,carrot,0.03521817870035634,0
informative,brown,carrot,pink,carrot,orange,pear,brown,0.34567681330989186,0
overinformative,red,pepper,yellow,banana,pink,carrot,pink_carrot,0.0000028642464746631187,0
overinformative,red,pepper,yellow,banana,pink,carrot,carrot,0.000002754486986053045,0
overinformative,red,pepper,yellow,banana,pink,carrot,pink,0.000011791371384415912,0
overinformative,red,pepper,yellow,banana,pink,carrot,yellow_banana,5.3819092573289854e-11,0
overinformative,red,pepper,yellow,banana,pink,carrot,banana,8.867721236890653e-11,0
overinformative,red,pepper,yellow,banana,pink,carrot,yellow,7.13022532917326e-9,0
overinformative,red,pepper,yellow,banana,pink,carrot,red_pepper,0.3798306266845134,0
overinformative,red,pepper,yellow,banana,pink,carrot,pepper,0.46957929122657227,0
overinformative,red,pepper,yellow,banana,pink,carrot,red,0.15057266471134753,0
overinformative,green,avocado,blue,banana,brown,banana,brown_banana,4.104556657412188e-10,0
overinformative,green,avocado,blue,banana,brown,banana,brown,5.704400053567574e-9,0
overinformative,green,avocado,blue,banana,brown,banana,blue_banana,2.377480861718842e-10,0
overinformative,green,avocado,blue,banana,brown,banana,banana,4.4813469702732824e-8,0
overinformative,green,avocado,blue,banana,brown,banana,blue,4.0707349879125374e-10,0
overinformative,green,avocado,blue,banana,brown,banana,green_avocado,0.3962882421329307,0
overinformative,green,avocado,blue,banana,brown,banana,avocado,0.50106594125427,0
overinformative,green,avocado,blue,banana,brown,banana,green,0.10264576503965235,0
informative,blue,banana,green,apple,yellow,banana,yellow_banana,4.0596203397771265e-9,0
informative,blue,banana,green,apple,yellow,banana,yellow,1.4701901551011184e-8,0
informative,blue,banana,green,apple,yellow,banana,green_apple,3.543621467444685e-10,0
informative,blue,banana,green,apple,yellow,banana,apple,4.780566526762598e-10,0
informative,blue,banana,green,apple,yellow,banana,green,4.3097332555352465e-9,0
informative,blue,banana,green,apple,yellow,banana,blue_banana,0.633225689036236,0
informative,blue,banana,green,apple,yellow,banana,banana,0.0000013468711682780142,0
informative,blue,banana,green,apple,yellow,banana,blue,0.36677294018892204,0
overinformative,yellow,pear,brown,carrot,red,tomato,red_tomato,1.961065888991172e-10,0
overinformative,yellow,pear,brown,carrot,red,tomato,tomato,1.4989652539898354e-10,0
overinformative,yellow,pear,brown,carrot,red,tomato,red,1.2065898344811004e-9,0
overinformative,yellow,pear,brown,carrot,red,tomato,brown_carrot,9.46792633318146e-10,0
overinformative,yellow,pear,brown,carrot,red,tomato,carrot,5.980114728001555e-7,0
overinformative,yellow,pear,brown,carrot,red,tomato,brown,5.591685522514348e-8,0
overinformative,yellow,pear,brown,carrot,red,tomato,yellow_pear,0.38413063641265477,0
overinformative,yellow,pear,brown,carrot,red,tomato,pear,0.4991534438620093,0
overinformative,yellow,pear,brown,carrot,red,tomato,yellow,0.11671526329762234,0
informative,red,apple,green,apple,green,tomato,green_tomato,2.689516732562649e-10,0
informative,red,apple,green,apple,green,tomato,tomato,1.677743299718883e-7,0
informative,red,apple,green,apple,green,tomato,green_apple,1.2719297396151766e-7,0
informative,red,apple,green,apple,green,tomato,green,1.691839438827375e-10,0
informative,red,apple,green,apple,green,tomato,red_apple,0.6994490512586027,0
informative,red,apple,green,apple,green,tomato,apple,0.021547160455746076,0
informative,red,apple,green,apple,green,tomato,red,0.27900349288021165,0
informative,green,pear,yellow,pear,red,pepper,red_pepper,1.2454415562735198e-9,0
informative,green,pear,yellow,pear,red,pepper,pepper,6.894880637300588e-10,0
informative,green,pear,yellow,pear,red,pepper,red,4.9244381200405926e-9,0
informative,green,pear,yellow,pear,red,pepper,yellow_pear,0.0000833301952173497,0
informative,green,pear,yellow,pear,red,pepper,yellow,0.00002010493631174712,0
informative,green,pear,yellow,pear,red,pepper,green_pear,0.6750472871144195,0
informative,green,pear,yellow,pear,red,pepper,pear,0.05102530553735987,0
informative,green,pear,yellow,pear,red,pepper,green,0.2738239653573235,0
overinformative-cc,red,avocado,red,apple,black,pepper,black_pepper,5.83338439037521e-10,0
overinformative-cc,red,avocado,red,apple,black,pepper,pepper,0.000001559907543940376,0
overinformative-cc,red,avocado,red,apple,black,pepper,black,3.885119174006615e-9,0
overinformative-cc,red,avocado,red,apple,black,pepper,red_apple,5.388261230705605e-9,0
overinformative-cc,red,avocado,red,apple,black,pepper,apple,1.1190584530360552e-9,0
overinformative-cc,red,avocado,red,apple,black,pepper,red_avocado,0.4661322188630196,0
overinformative-cc,red,avocado,red,apple,black,pepper,avocado,0.5336488967507779,0
overinformative-cc,red,avocado,red,apple,black,pepper,red,0.00021731350288099527,0
overinformative,black,pepper,green,tomato,red,tomato,red_tomato,1.4283201467297703e-10,0
overinformative,black,pepper,green,tomato,red,tomato,red,6.0535974693107554e-9,0
overinformative,black,pepper,green,tomato,red,tomato,green_tomato,1.6033724957323246e-10,0
overinformative,black,pepper,green,tomato,red,tomato,tomato,1.43535765218959e-10,0
overinformative,black,pepper,green,tomato,red,tomato,green,9.764898359085744e-9,0
overinformative,black,pepper,green,tomato,red,tomato,black_pepper,0.480442892109351,0
overinformative,black,pepper,green,tomato,red,tomato,pepper,0.3023993081873095,0
overinformative,black,pepper,green,tomato,red,tomato,black,0.21715778343813874,0
informative,brown,banana,yellow,banana,red,tomato,red_tomato,4.052775865457623e-10,0
informative,brown,banana,yellow,banana,red,tomato,tomato,4.271793719120146e-10,0
informative,brown,banana,yellow,banana,red,tomato,red,3.907429024468459e-9,0
informative,brown,banana,yellow,banana,red,tomato,yellow_banana,1.6338167469159053e-7,0
informative,brown,banana,yellow,banana,red,tomato,yellow,1.6139569919915824e-8,0
informative,brown,banana,yellow,banana,red,tomato,brown_banana,0.6523892972919256,0
informative,brown,banana,yellow,banana,red,tomato,banana,0.000190989335788886,0
informative,brown,banana,yellow,banana,red,tomato,brown,0.34741952911115515,0
overinformative,black,avocado,green,apple,green,pear,green_pear,6.5044684276156236e-9,0
overinformative,black,avocado,green,apple,green,pear,pear,6.165388664880748e-10,0
overinformative,black,avocado,green,apple,green,pear,green_apple,1.292612280914591e-10,0
overinformative,black,avocado,green,apple,green,pear,apple,2.78250981782829e-10,0
overinformative,black,avocado,green,apple,green,pear,green,3.5747105945292014e-10,0
overinformative,black,avocado,green,apple,green,pear,black_avocado,0.38233474331892026,0
overinformative,black,avocado,green,apple,green,pear,avocado,0.41711118187750906,0
overinformative,black,avocado,green,apple,green,pear,black,0.2005540669175801,0
informative,black,pepper,blue,banana,red,pepper,red_pepper,2.2653402911938455e-8,0
informative,black,pepper,blue,banana,red,pepper,red,8.68663865868068e-9,0
informative,black,pepper,blue,banana,red,pepper,blue_banana,6.294034138583234e-10,0
informative,black,pepper,blue,banana,red,pepper,banana,0.00004747360587934191,0
informative,black,pepper,blue,banana,red,pepper,blue,2.62207038656079e-9,0
informative,black,pepper,blue,banana,red,pepper,black_pepper,0.6478486202003019,0
informative,black,pepper,blue,banana,red,pepper,pepper,0.00025660628743087217,0
informative,black,pepper,blue,banana,red,pepper,black,0.35184726531487265,0
overinformative-cc,blue,banana,blue,apple,green,pear,green_pear,6.290667014040172e-10,0
overinformative-cc,blue,banana,blue,apple,green,pear,pear,2.9317781604633255e-10,0
overinformative-cc,blue,banana,blue,apple,green,pear,green,8.357536814952948e-8,0
overinformative-cc,blue,banana,blue,apple,green,pear,blue_apple,2.609460789251076e-9,0
overinformative-cc,blue,banana,blue,apple,green,pear,apple,0.000007069942381805841,0
overinformative-cc,blue,banana,blue,apple,green,pear,blue_banana,0.7948863474217132,0
overinformative-cc,blue,banana,blue,apple,green,pear,banana,0.19328122698441602,0
overinformative-cc,blue,banana,blue,apple,green,pear,blue,0.011825268544415346,0
informative,green,apple,red,apple,pink,tomato,pink_tomato,0.00000117906742534932,0
informative,green,apple,red,apple,pink,tomato,tomato,0.000026348304729741894,0
informative,green,apple,red,apple,pink,tomato,pink,0.000003348382671428993,0
informative,green,apple,red,apple,pink,tomato,red_apple,2.6255720249132e-8,0
informative,green,apple,red,apple,pink,tomato,red,3.803303682726114e-8,0
informative,green,apple,red,apple,pink,tomato,green_apple,0.6449519220734018,0
informative,green,apple,red,apple,pink,tomato,apple,0.027606509316259752,0
informative,green,apple,red,apple,pink,tomato,green,0.32741062856675485,0
overinformative,pink,tomato,green,apple,red,pepper,red_pepper,4.874797134852444e-10,0
overinformative,pink,tomato,green,apple,red,pepper,pepper,2.3999134034314397e-9,0
overinformative,pink,tomato,green,apple,red,pepper,red,1.2298204537633006e-8,0
overinformative,pink,tomato,green,apple,red,pepper,green_apple,1.547085814132667e-9,0
overinformative,pink,tomato,green,apple,red,pepper,apple,5.106429818219115e-10,0
overinformative,pink,tomato,green,apple,red,pepper,green,1.7856859225545148e-8,0
overinformative,pink,tomato,green,apple,red,pepper,pink_tomato,0.5625916079631645,0
overinformative,pink,tomato,green,apple,red,pepper,tomato,0.3072606766742487,0
overinformative,pink,tomato,green,apple,red,pepper,pink,0.13014768026240126,0
overinformative-cc,blue,apple,blue,banana,pink,carrot,pink_carrot,0.00000809851101451307,0
overinformative-cc,blue,apple,blue,banana,pink,carrot,carrot,0.000005409847436827507,0
overinformative-cc,blue,apple,blue,banana,pink,carrot,pink,0.000003382191872355916,0
overinformative-cc,blue,apple,blue,banana,pink,carrot,blue_banana,7.426003199204593e-10,0
overinformative-cc,blue,apple,blue,banana,pink,carrot,banana,0.00002714185323407643,0
overinformative-cc,blue,apple,blue,banana,pink,carrot,blue_apple,0.7630231137518722,0
overinformative-cc,blue,apple,blue,banana,pink,carrot,apple,0.2295582137487353,0
overinformative-cc,blue,apple,blue,banana,pink,carrot,blue,0.007374639353234398,0
overinformative,orange,pepper,black,avocado,brown,banana,brown_banana,3.922710071375596e-10,0
overinformative,orange,pepper,black,avocado,brown,banana,banana,8.467526499849214e-8,0
overinformative,orange,pepper,black,avocado,brown,banana,brown,1.5607581440743186e-7,0
overinformative,orange,pepper,black,avocado,brown,banana,black_avocado,1.3038898714707612e-10,0
overinformative,orange,pepper,black,avocado,brown,banana,avocado,6.868925086740322e-9,0
overinformative,orange,pepper,black,avocado,brown,banana,black,8.216595009931282e-11,0
overinformative,orange,pepper,black,avocado,brown,banana,orange_pepper,0.40050763303737064,0
overinformative,orange,pepper,black,avocado,brown,banana,pepper,0.4378514301027417,0
overinformative,orange,pepper,black,avocado,brown,banana,orange,0.16164068863505737,0
overinformative,green,avocado,orange,carrot,yellow,pear,yellow_pear,1.337870838728484e-10,0
overinformative,green,avocado,orange,carrot,yellow,pear,pear,5.863744229395714e-10,0
overinformative,green,avocado,orange,carrot,yellow,pear,yellow,2.4237249296109623e-8,0
overinformative,green,avocado,orange,carrot,yellow,pear,orange_carrot,8.206534885353491e-11,0
overinformative,green,avocado,orange,carrot,yellow,pear,carrot,2.609711547176953e-10,0
overinformative,green,avocado,orange,carrot,yellow,pear,orange,2.2815468828478438e-10,0
overinformative,green,avocado,orange,carrot,yellow,pear,green_avocado,0.36449609318734555,0
overinformative,green,avocado,orange,carrot,yellow,pear,avocado,0.5389820631333384,0
overinformative,green,avocado,orange,carrot,yellow,pear,green,0.09652181815071398,0
overinformative,red,avocado,orange,pear,green,tomato,green_tomato,6.048363294448317e-10,0
overinformative,red,avocado,orange,pear,green,tomato,tomato,5.421640649521594e-8,0
overinformative,red,avocado,orange,pear,green,tomato,green,8.191820422389669e-9,0
overinformative,red,avocado,orange,pear,green,tomato,orange_pear,2.893060067787929e-8,0
overinformative,red,avocado,orange,pear,green,tomato,pear,4.786576403203664e-7,0
overinformative,red,avocado,orange,pear,green,tomato,orange,4.815848835162789e-9,0
overinformative,red,avocado,orange,pear,green,tomato,red_avocado,0.4648015726007973,0
overinformative,red,avocado,orange,pear,green,tomato,avocado,0.47177754315045184,0
overinformative,red,avocado,orange,pear,green,tomato,red,0.06342030883159785,0
overinformative,red,pepper,blue,banana,brown,banana,brown_banana,5.597844240585393e-10,0
overinformative,red,pepper,blue,banana,brown,banana,brown,1.800509184017678e-9,0
overinformative,red,pepper,blue,banana,brown,banana,blue_banana,2.2515120283682433e-10,0
overinformative,red,pepper,blue,banana,brown,banana,banana,2.3867574171337436e-8,0
overinformative,red,pepper,blue,banana,brown,banana,blue,1.290825686169593e-10,0
overinformative,red,pepper,blue,banana,brown,banana,red_pepper,0.38912056227563274,0
overinformative,red,pepper,blue,banana,brown,banana,pepper,0.4506631184717641,0
overinformative,red,pepper,blue,banana,brown,banana,red,0.16021629267050153,0
informative,pink,carrot,red,avocado,orange,carrot,orange_carrot,7.199647184564861e-8,0
informative,pink,carrot,red,avocado,orange,carrot,orange,1.4525883055900932e-8,0
informative,pink,carrot,red,avocado,orange,carrot,red_avocado,1.9910192002300223e-8,0
informative,pink,carrot,red,avocado,orange,carrot,avocado,0.000001558200926778098,0
informative,pink,carrot,red,avocado,orange,carrot,red,0.00007123239173343322,0
informative,pink,carrot,red,avocado,orange,carrot,pink_carrot,0.489884003693899,0
informative,pink,carrot,red,avocado,orange,carrot,carrot,0.00006191837753830297,0
informative,pink,carrot,red,avocado,orange,carrot,pink,0.5099811809033554,0
informative,red,apple,blue,apple,orange,pear,orange_pear,1.2441655763803496e-8,0
informative,red,apple,blue,apple,orange,pear,pear,6.624043240299531e-8,0
informative,red,apple,blue,apple,orange,pear,orange,5.706941625533681e-9,0
informative,red,apple,blue,apple,orange,pear,blue_apple,3.47884287449179e-8,0
informative,red,apple,blue,apple,orange,pear,blue,1.1390369473551017e-9,0
informative,red,apple,blue,apple,orange,pear,red_apple,0.4744703726109872,0
informative,red,apple,blue,apple,orange,pear,apple,0.3610372584032761,0
informative,red,apple,blue,apple,orange,pear,red,0.16449224866924134,0
