condition,TargetColor,TargetType,Dist1Color,Dist1Type,Dist2Color,Dist2Type,value,prob,MCMCprob
overinformative,blue,apple,yellow,banana,yellow,pear,blue_apple,0.5993615396410273,0
overinformative,blue,apple,yellow,banana,yellow,pear,apple,0.12193019067450059,0
overinformative,blue,apple,yellow,banana,yellow,pear,blue,0.2787082668554689,0
informative,black,avocado,red,avocado,orange,carrot,orange_carrot,2.19032572298871e-10,0
informative,black,avocado,red,avocado,orange,carrot,carrot,1.8770309368956183e-10,0
informative,black,avocado,red,avocado,orange,carrot,orange,4.20005841952386e-10,0
informative,black,avocado,red,avocado,orange,carrot,red_avocado,1.3788804132905167e-7,0
informative,black,avocado,red,avocado,orange,carrot,red,0.0000039948086110374984,0
informative,black,avocado,red,avocado,orange,carrot,black_avocado,0.5303867098430466,0
informative,black,avocado,red,avocado,orange,carrot,avocado,0.07317248399087863,0
informative,black,avocado,red,avocado,orange,carrot,black,0.39643667264268123,0
informative,orange,pear,brown,carrot,green,pear,green_pear,1.1066508064313668e-7,0
informative,orange,pear,brown,carrot,green,pear,green,1.9110023438475896e-7,0
informative,orange,pear,brown,carrot,green,pear,brown_carrot,2.3589105986312114e-8,0
informative,orange,pear,brown,carrot,green,pear,carrot,0.000003041449215834239,0
informative,orange,pear,brown,carrot,green,pear,brown,1.0464654057001079e-8,0
informative,orange,pear,brown,carrot,green,pear,orange_pear,0.5626924202511769,0
informative,orange,pear,brown,carrot,green,pear,pear,0.000630776390458887,0
informative,orange,pear,brown,carrot,green,pear,orange,0.4366734260900733,0
informative,green,tomato,red,avocado,red,tomato,red_tomato,5.5735577284671724e-8,0
informative,green,tomato,red,avocado,red,tomato,red_avocado,7.369555289477055e-9,0
informative,green,tomato,red,avocado,red,tomato,avocado,8.91007462210491e-8,0
informative,green,tomato,red,avocado,red,tomato,red,1.0475955156147527e-9,0
informative,green,tomato,red,avocado,red,tomato,green_tomato,0.6771110521754607,0
informative,green,tomato,red,avocado,red,tomato,tomato,0.0009831220054122918,0
informative,green,tomato,red,avocado,red,tomato,green,0.3219056725656524,0
informative,blue,banana,yellow,banana,red,pepper,red_pepper,1.1318906535684728e-10,0
informative,blue,banana,yellow,banana,red,pepper,pepper,1.6007940299973325e-9,0
informative,blue,banana,yellow,banana,red,pepper,red,2.0264492431687313e-9,0
informative,blue,banana,yellow,banana,red,pepper,yellow_banana,3.922109900709819e-9,0
informative,blue,banana,yellow,banana,red,pepper,yellow,1.7372441811972245e-8,0
informative,blue,banana,yellow,banana,red,pepper,blue_banana,0.6356024907057114,0
informative,blue,banana,yellow,banana,red,pepper,banana,0.0000013282408842174028,0
informative,blue,banana,yellow,banana,red,pepper,blue,0.36439615601842046,0
overinformative,red,tomato,orange,carrot,pink,carrot,pink_carrot,0.0000020825490577888743,0
overinformative,red,tomato,orange,carrot,pink,carrot,pink,0.00002312979380078984,0
overinformative,red,tomato,orange,carrot,pink,carrot,orange_carrot,2.7651855660781295e-9,0
overinformative,red,tomato,orange,carrot,pink,carrot,carrot,4.344784237155064e-11,0
overinformative,red,tomato,orange,carrot,pink,carrot,orange,2.5850827137247085e-9,0
overinformative,red,tomato,orange,carrot,pink,carrot,red_tomato,0.33678976761666257,0
overinformative,red,tomato,orange,carrot,pink,carrot,tomato,0.5204359425763418,0
overinformative,red,tomato,orange,carrot,pink,carrot,red,0.1427490720704208,0
overinformative,brown,carrot,red,apple,green,avocado,green_avocado,1.340438941526623e-10,0
overinformative,brown,carrot,red,apple,green,avocado,avocado,3.7623187052081164e-10,0
overinformative,brown,carrot,red,apple,green,avocado,green,2.0667839519878492e-7,0
overinformative,brown,carrot,red,apple,green,avocado,red_apple,6.332259741143639e-11,0
overinformative,brown,carrot,red,apple,green,avocado,apple,5.859883739600203e-10,0
overinformative,brown,carrot,red,apple,green,avocado,red,4.131042677426081e-8,0
overinformative,brown,carrot,red,apple,green,avocado,brown_carrot,0.525201182678281,0
overinformative,brown,carrot,red,apple,green,avocado,carrot,0.2883119553220821,0
overinformative,brown,carrot,red,apple,green,avocado,brown,0.18648661285122836,0
overinformative-cc,brown,carrot,brown,banana,black,pepper,black_pepper,7.484679550462075e-10,0
overinformative-cc,brown,carrot,brown,banana,black,pepper,pepper,0.0000010495578509635174,0
overinformative-cc,brown,carrot,brown,banana,black,pepper,black,3.410380662649797e-8,0
overinformative-cc,brown,carrot,brown,banana,black,pepper,brown_banana,8.249022088903842e-10,0
overinformative-cc,brown,carrot,brown,banana,black,pepper,banana,5.622614447026295e-7,0
overinformative-cc,brown,carrot,brown,banana,black,pepper,brown_carrot,0.6350116203615181,0
overinformative-cc,brown,carrot,brown,banana,black,pepper,carrot,0.35798303893190875,0
overinformative-cc,brown,carrot,brown,banana,black,pepper,brown,0.007003693210100646,0
overinformative-cc,blue,banana,blue,apple,orange,pear,orange_pear,8.355882873839703e-9,0
overinformative-cc,blue,banana,blue,apple,orange,pear,pear,9.767039567385223e-8,0
overinformative-cc,blue,banana,blue,apple,orange,pear,orange,1.0518956872357527e-8,0
overinformative-cc,blue,banana,blue,apple,orange,pear,blue_apple,2.5888399114213165e-9,0
overinformative-cc,blue,banana,blue,apple,orange,pear,apple,0.000009112622205863621,0
overinformative-cc,blue,banana,blue,apple,orange,pear,blue_banana,0.788917183118623,0
overinformative-cc,blue,banana,blue,apple,orange,pear,banana,0.19944442022420467,0
overinformative-cc,blue,banana,blue,apple,orange,pear,blue,0.011629164900890977,0
overinformative,yellow,banana,green,avocado,pink,carrot,pink_carrot,0.000003081959552959265,0
overinformative,yellow,banana,green,avocado,pink,carrot,carrot,0.0000013818913679116797,0
overinformative,yellow,banana,green,avocado,pink,carrot,pink,0.0000024500335988913484,0
overinformative,yellow,banana,green,avocado,pink,carrot,green_avocado,7.804615320076953e-11,0
overinformative,yellow,banana,green,avocado,pink,carrot,avocado,1.2586963215930865e-10,0
overinformative,yellow,banana,green,avocado,pink,carrot,green,6.051023665969114e-8,0
overinformative,yellow,banana,green,avocado,pink,carrot,yellow_banana,0.37700462873894064,0
overinformative,yellow,banana,green,avocado,pink,carrot,banana,0.4890387423629167,0
overinformative,yellow,banana,green,avocado,pink,carrot,yellow,0.1339496542994702,0
overinformative,green,apple,red,avocado,yellow,banana,yellow_banana,6.706790267827936e-11,0
overinformative,green,apple,red,avocado,yellow,banana,banana,2.934337518360656e-10,0
overinformative,green,apple,red,avocado,yellow,banana,yellow,1.5256329715069958e-7,0
overinformative,green,apple,red,avocado,yellow,banana,red_avocado,1.0047646003139107e-9,0
overinformative,green,apple,red,avocado,yellow,banana,avocado,4.5361761235233893e-8,0
overinformative,green,apple,red,avocado,yellow,banana,red,0.0000017234344289737832,0
overinformative,green,apple,red,avocado,yellow,banana,green_apple,0.3669874099313005,0
overinformative,green,apple,red,avocado,yellow,banana,apple,0.48637350474880175,0
overinformative,green,apple,red,avocado,yellow,banana,green,0.14663716259514406,0
informative,green,apple,blue,apple,orange,pepper,orange_pepper,7.622575210717411e-10,0
informative,green,apple,blue,apple,orange,pepper,pepper,2.205195586927892e-9,0
informative,green,apple,blue,apple,orange,pepper,orange,3.820369160095938e-9,0
informative,green,apple,blue,apple,orange,pepper,blue_apple,5.26924006891856e-8,0
informative,green,apple,blue,apple,orange,pepper,blue,8.9392959092211e-10,0
informative,green,apple,blue,apple,orange,pepper,green_apple,0.45228855236356613,0
informative,green,apple,blue,apple,orange,pepper,apple,0.37405776263113333,0
informative,green,apple,blue,apple,orange,pepper,green,0.17365362463114797,0
overinformative,pink,carrot,black,avocado,black,pepper,black_pepper,1.0493066563554275e-9,0
overinformative,pink,carrot,black,avocado,black,pepper,pepper,8.855651801521069e-7,0
overinformative,pink,carrot,black,avocado,black,pepper,black_avocado,1.3319645183834607e-9,0
overinformative,pink,carrot,black,avocado,black,pepper,avocado,3.265984885555065e-8,0
overinformative,pink,carrot,black,avocado,black,pepper,black,3.290120328173955e-11,0
overinformative,pink,carrot,black,avocado,black,pepper,pink_carrot,0.3212230936175986,0
overinformative,pink,carrot,black,avocado,black,pepper,carrot,0.5088836288541115,0
overinformative,pink,carrot,black,avocado,black,pepper,pink,0.16989235688908816,0
informative,brown,banana,blue,banana,pink,tomato,pink_tomato,7.164608174119494e-7,0
informative,brown,banana,blue,banana,pink,tomato,tomato,0.000019858358014637185,0
informative,brown,banana,blue,banana,pink,tomato,pink,0.0000015032317771266317,0
informative,brown,banana,blue,banana,pink,tomato,blue_banana,1.9086220073970507e-8,0
informative,brown,banana,blue,banana,pink,tomato,blue,5.831476049358422e-10,0
informative,brown,banana,blue,banana,pink,tomato,brown_banana,0.5575315893922299,0
informative,brown,banana,blue,banana,pink,tomato,banana,0.1288332045801642,0
informative,brown,banana,blue,banana,pink,tomato,brown,0.313613108307629,0
informative,pink,carrot,blue,apple,orange,carrot,orange_carrot,6.559001530150075e-8,0
informative,pink,carrot,blue,apple,orange,carrot,orange,1.3494248387519249e-8,0
informative,pink,carrot,blue,apple,orange,carrot,blue_apple,7.616477954709082e-9,0
informative,pink,carrot,blue,apple,orange,carrot,apple,0.0001049603640581603,0
informative,pink,carrot,blue,apple,orange,carrot,blue,3.3099056908747454e-9,0
informative,pink,carrot,blue,apple,orange,carrot,pink_carrot,0.44622523954256416,0
informative,pink,carrot,blue,apple,orange,carrot,carrot,0.00005480077838472836,0
informative,pink,carrot,blue,apple,orange,carrot,pink,0.5536149093043456,0
overinformative-cc,green,pear,green,apple,red,tomato,red_tomato,0.0000033508630224854095,0
overinformative-cc,green,pear,green,apple,red,tomato,tomato,1.5571641638566195e-10,0
overinformative-cc,green,pear,green,apple,red,tomato,red,2.0536862510850246e-9,0
overinformative-cc,green,pear,green,apple,red,tomato,green_apple,1.2413522143232043e-7,0
overinformative-cc,green,pear,green,apple,red,tomato,apple,8.845463881403873e-9,0
overinformative-cc,green,pear,green,apple,red,tomato,green_pear,0.431294876236561,0
overinformative-cc,green,pear,green,apple,red,tomato,pear,0.5680739689696277,0
overinformative-cc,green,pear,green,apple,red,tomato,green,0.0006276687407008549,0
overinformative,black,avocado,orange,carrot,pink,tomato,pink_tomato,3.626377938027908e-7,0
overinformative,black,avocado,orange,carrot,pink,tomato,tomato,0.00002391869556974227,0
overinformative,black,avocado,orange,carrot,pink,tomato,pink,0.000001998391263569721,0
overinformative,black,avocado,orange,carrot,pink,tomato,orange_carrot,1.117039035274489e-10,0
overinformative,black,avocado,orange,carrot,pink,tomato,carrot,9.10950107262768e-11,0
overinformative,black,avocado,orange,carrot,pink,tomato,orange,2.031739580435213e-10,0
overinformative,black,avocado,orange,carrot,pink,tomato,black_avocado,0.3848072235484897,0
overinformative,black,avocado,orange,carrot,pink,tomato,avocado,0.4126547303681073,0
overinformative,black,avocado,orange,carrot,pink,tomato,black,0.2025117659528034,0
informative,green,tomato,orange,pepper,pink,tomato,pink_tomato,0.000026308902657340048,0
informative,green,tomato,orange,pepper,pink,tomato,pink,0.000001153037419761884,0
informative,green,tomato,orange,pepper,pink,tomato,orange_pepper,2.6412691510375898e-9,0
